channel_id,channel_title,leaning,channel_country,channel_subscribercount,channel_videocount,channel_topic_ids,pR_vid,pR_usr
UC1yBKRuGpC1tSM73A0ZjYjQ,The Young Turks,L,US,4229161,34672,"['/m/05qt0', '/m/05qt0', '/m/098wr']",0,0.20285678445291105
UCsqjHFMB_JYTaEnf_vmTNqg,Doug DeMuro,L,not set,2255404,338,"['/m/07yv9', '/m/019_rr']",NA,NA
UCldfgbzNILYZA4dmDt4Cd6A,Secular Talk,L,not set,607515,12139,"['/m/05qt0', '/m/05qt0', '/m/098wr']",0,0.16517981398770432
UCgRvm1yLFoaQKhmaTqXk9SA,NowThis World,L,US,1919819,1360,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCjNxszyFPasDdRoD9J6X-sw,Amazing Atheist,L,US,1031596,1583,"['/m/098wr', '/m/06bvp', '/m/02jjt']",NA,NA
UCvixJtaXuNdMPUGdOPcY8Ag,David Pakman Show,L,US,536287,18083,"['/m/05qt0', '/m/098wr']",0,0.20456342251366733
UC-3jIAlnQmbbVMV6gR7K8aQ,The Majority Report w/ Sam Seder,L,not set,409776,11107,"['/m/05qt0', '/m/05qt0', '/m/098wr']",0,0.18784433943106546
UCzuqE7-t13O4NIDYJfakrhw,Democracy Now!,L,not set,436954,9499,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UChwwoeOZ3EJPobW83dgQfAg,WeAreChange,L,US,539015,1921,"['/m/098wr', '/m/098wr']",NA,NA
UCrmm_7RDZJeQzq2-wvmjueg,TheRealNews,L,US,257173,11953,"['/m/05qt0', '/m/098wr']",0,0.2405995515597412
UCqVeMUffsoeo9idMRcse0lQ,wwwMOXNEWScom,L,not set,101956,8042,"['/m/05qt0', '/m/098wr']",NA,NA
UCqPKOi9bksw0pNS0KsJ9tDQ,LiberalViewer,L,US,116306,917,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCprs0DXUS-refN1i8FkQkdg,The Atheist Experience,L,US,240962,1965,"['/m/06bvp', '/m/098wr']",NA,NA
UCuMo0RRtnNDuMB8DV5stEag,Rebel HQ,L,US,185427,3253,"['/m/05qt0', '/m/05qt0', '/m/098wr', '/m/02jjt']",NA,NA
UCi6qcUqmvSkcHeYxZmcJ9kQ,Xtra,L,CA,80999,1588,"['/m/02jjt', '/m/098wr']",NA,NA
UCZlRXXmbC4Phk8x4G7tm26A,Vasile Iuga,L,RO,107794,82,"['/m/01h6rj', '/m/098wr']",NA,NA
UCDB5XReUyyqt-FTNdkzFN-A,H. A. Goodman,L,not set,129221,3142,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCk-_PEY3iC6DIGJKuoEe9bw,JEAN-LUC MÉLENCHON,L,FR,392893,742,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCMXqRHe8n1TX5iDvkLS62rw,RWW Blog,L,not set,41693,5876,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC93zV_5pWTkMzEhr5nxRnWA,Thinnk Aloud,L,IN,91631,71,"['/m/019_rr', '/m/098wr']",NA,NA
UC7Q4rvzJDbHeBHYk5rnvZeA,The Humanist Report,L,US,192514,2006,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCv1WDP5EiipMQ__C4Cg6aow,Tilo Jung,L,not set,163317,2288,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCD_DaKNac0Ta-2PeHuoQ1uA,Senator Bernie Sanders,L,not set,142792,1433,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCc4iogeOUXNw1RZSNTOlMeg,Corey Gil-Shuster,L,IL,109801,738,"['/m/098wr', '/m/06bvp']",NA,NA
UCzn8AgRWkAPWLEQ1Fvk2RBQ,AngryAussie,L,AU,28900,2528,"['/m/02jjt', '/m/098wr', '/m/019_rr']",NA,NA
UC2Xd902w9u5_2oa7SHFSvZw,breakingtheset,L,not set,186064,1600,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCEHsSWvrGVSIA63OV3J6vhA,StormCloudsGathering,L,not set,511124,127,"['/m/098wr', '/m/098wr']",NA,NA
UCeYP27qLtfUMY1b1Cyy3WdQ,TheThinkingAtheist,L,not set,273034,655,"['/m/06bvp', '/m/098wr']",NA,NA
UCYv_csqWJTSfQK3vOZDJKQw,Sustainable Human,L,US,66184,55,"['/m/098wr', '/m/04rlf']",NA,NA
UCaV101EM1QayFkP0E7zwXCg,South Front,L,not set,112230,1441,"['/m/01h6rj', '/m/098wr']",NA,NA
UCTRC1FM_wpu6iYrDOks7Ukw,ScottCunningham,L,not set,4750,84,"['/m/02jjt', '/m/098wr']",NA,NA
UC_70iWZ6ym2cglS_kv5YfmA,mediamatters4america,L,not set,53051,1038,"['/m/05qt0', '/m/098wr']",NA,NA
UCH1dpzjCEiGAt8CXkryhkZg,Bernie Sanders,L,US,127519,573,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC4N_YN5XKlLEblaqc34JhhA,Karina Kaboom,L,not set,110278,747,['/m/019_rr'],NA,NA
UCzSq7O3MmG-EF0Gq68uSjPw,PressTVUK Videos,L,GB,18450,2140,"['/m/05qt0', '/m/098wr']",NA,NA
UCbNYBIHgdRw5LX_NK5-9qDA,КПРФ ТВ,L,RU,54261,4580,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC8kf0zcrJkz7muZg2C_J-XQ,Angry Foreigner,L,SE,213349,206,['/m/098wr'],NA,NA
UCIAXaU6LIcZyoHYWqVLM4wg,TYT Nation,L,US,92852,5707,"['/m/05qt0', '/m/05qt0', '/m/098wr']",0,0.15299251448572185
UCQNBqTk8WcpYPgp9V8kj6hw,Habiba Da Silva,L,GB,477468,235,"['/m/019_rr', '/m/032tl']",NA,NA
UCyvaZ2RHEDrgKXz43gz7CbQ,Redacted Tonight,L,US,182728,1668,"['/m/02jjt', '/m/05qt0', '/m/098wr']",NA,NA
UCa4-HJHEZ1YUBp5xWNHYJPQ,TheAlyonaShow,L,not set,45324,4877,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCbjBOso0vpWgDht9dPIVwhQ,Thom Hartmann Program,L,US,125452,10898,"['/m/05qt0', '/m/098wr']",NA,NA
UCgr5cilTJPILaRYS7f_TkVA,Jason Unruhe,L,CA,37394,3035,"['/m/05qt0', '/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCLh3CUymJDXbXXmLZtLtQwA,Pravda Report,L,not set,32592,1897,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UC2qoLqo8RuV4P_88yhHCZIg,Константин Семин,L,RU,145265,539,"['/m/098wr', '/m/098wr', '/m/05qt0']",0,0.04298507361328364
UCF2SPLBq18sL88yZw9m-GZQ,Fraktion DIE LINKE. im Bundestag,L,not set,28638,5491,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCjRXO-HSl5XpuF-cWvtMV_g,TBTV,L,US,105673,2594,"['/m/098wr', '/m/05qt0']",NA,NA
UCGThM-ZZBba1Zl9rU-XeR-A,chunkymark,L,not set,58045,5520,"['/m/019_rr', '/m/098wr', '/m/07yv9']",NA,NA
UCq-PzlLuePFoR_XRzwQZGyA,I Am Incorrigible,L,not set,41215,3673,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC7dkMoe_i-xfdkf0uMIMsWA,The Official Hagmann Report,L,US,135969,2574,"['/m/098wr', '/m/098wr']",1,0.42441671206826553
UCY0cmOmee24dMhj6kXaIs2A,politizane,L,not set,19290,1,"['/m/098wr', '/m/098wr']",NA,NA
UCKw8kdkYfmuNSVehGoDw8Mg,TYT Interviews,L,not set,122572,1414,"['/m/05qt0', '/m/098wr']",NA,NA
UCOVfjynWebmzBCxrJVeHXqw,Dane Calloway,L,US,0,72,"['/m/098wr', '/m/098wr']",NA,NA
UCD4qMoFPUEzSn4CurFLJkIQ,Steve Shives,L,US,73644,2240,"['/m/098wr', '/m/019_rr', '/m/02jjt']",NA,NA
UCjbgKUcTjpxmuW-8U0LR80Q,Independent Man,L,AU,104884,501,"['/m/098wr', '/m/098wr']",NA,NA
UCXdfGoYTQq5eQXP6OJwWSQw,Rayk Anders,L,not set,111115,234,"['/m/05qt0', '/m/098wr']",NA,NA
UCHuLYgw4dGbC2BuZQqPWV1g,Chomsky's Philosophy,L,not set,133327,540,"['/m/098wr', '/m/098wr']",NA,NA
UCY0YIply-je0EhSWLgpftVw,BEME News,L,US,296723,120,"['/m/098wr', '/m/098wr']",NA,NA
UCtetxOGbXXz8Qe27g7Fs8fQ,MrMarxismo,L,not set,22515,3595,['/m/098wr'],NA,NA
UCVEp7DzJhiwApazTMWsCzeg,mediagrrl9,L,not set,18348,3343,"['/m/05qt0', '/m/098wr']",0,0.2064793522831868
UC6Jxh95N32m1JvKG_-fQ6QQ,OzTalksHW,L,US,144576,135,"['/m/07c1v', '/m/019_rr']",NA,NA
UC9GEEfMbXOXJV9SGsFN2_iQ,Chloe Arden,L,CA,159069,177,"['/m/019_rr', '/m/019_rr']",NA,NA
UCXPFPs33B7-js4HMaoedENw,PressTV Documentaries,L,not set,54047,1473,"['/m/01h6rj', '/m/098wr']",NA,NA
UCxQcOTjUpeI8Goo6UXJ2NgA,La Carologie,L,CH,216889,195,"['/m/019_rr', '/m/019_rr']",NA,NA
UCLfQVw8Opp0ZcOHbcbY_4CQ,Diego Fusaro,L,IT,39584,5542,"['/m/098wr', '/m/098wr']",NA,NA
UC8XjmAEDVZSCQjI150cb4QA,Knowing Better,L,US,276056,76,"['/m/098wr', '/m/098wr', '/m/019_rr']",NA,NA
UCSYCo8uRGF39qDCxF870K5Q,Owen Jones,L,GB,116604,212,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC1vTH0ByVIcIOB83FbvHP7Q,Ryan Dawson,L,not set,43313,2381,['/m/098wr'],NA,NA
UCoWIVzxp6oLjsGMGuzzmxig,Comrade Stump,L,not set,90432,47,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCzIjg5vIfBGcdyLWu6lhXxw,Julie Borowski,L,not set,90146,231,"['/m/098wr', '/m/098wr', '/m/019_rr']",1,0.4176284422458496
UChZbXdiveXJ4hVXHlPOFLqw,Handy Mayhem,L,US,36305,2962,"['/m/098wr', '/m/019_rr']",NA,NA
UCQhaXBJ30DLyGDOkFNwMVlQ,Vladimir Jaffe,L,US,55779,395,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCsd3E65B9BjF3CNnRUDFMSg,Antitheist,L,not set,14850,77,"['/m/06bvp', '/m/098wr', '/m/02jjt']",NA,NA
UC0KGCogY484CT2lMMD3zq9g,Marine1063,L,not set,11333,2615,"['/m/05qt0', '/m/098wr']",NA,NA
UCamaea05bOJ0q42F9iyaFMA,Zinnia Jones,L,not set,45387,419,"['/m/098wr', '/m/098wr', '/m/019_rr']",NA,NA
UC17knbFWwBQOSaLCiTO_5jw,Acronym TV,L,US,36841,443,"['/m/098wr', '/m/05qt0']",NA,NA
UCPNMR_iABvyFmc3G9i1r3Lw,The Venus Project,L,US,110738,146,"['/m/098wr', '/m/098wr', '/m/019_rr']",NA,NA
UCG29FnXZm4F5U8xpqs1cs1Q,Empire Files,L,US,102642,95,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCo9oQdIk1MfcnzypG3UnURA,The Rational National,L,CA,63082,643,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCVOpH1nJioh1d7UgTnZ98kg,The Progressive Voice,L,not set,27756,2141,"['/m/05qt0', '/m/098wr', '/m/02jjt']",NA,NA
UCoIiYTHnF7YtqrLzVLVjzjQ,Sinn Féin,L,IE,15552,2681,"['/m/05qt0', '/m/098wr']",NA,NA
UCPFnHiJx1P9UY05_F9sOu1g,C0nc0rdance,L,US,53172,243,"['/m/098wr', '/m/098wr', '/m/01k8wb']",NA,NA
UC07z9r4VHsH1mIsWFpc0AVw,Usul2000,L,not set,199955,13,"['/m/098wr', '/m/05qt0', '/m/02jjt']",NA,NA
UCN5mhhJYPcNUKBMZkR5Nfzg,The Cynical Historian,L,US,75311,201,"['/m/02vxn', '/m/02vxn', '/m/02jjt', '/m/098wr']",NA,NA
UCsgWR55UyAiFarZYl1u1l9Q,TomWoodsTV,L,not set,46918,1281,"['/m/05qt0', '/m/098wr']",NA,NA
UCFJxE0l3cVYU4kHzi4qVEkw,Rebecca Watson,L,US,28726,557,"['/m/019_rr', '/m/098wr']",NA,NA
UCp9rW-mzd-4Yc_hiIIXVimA,TatiAnaMercedes,L,US,37036,828,['/m/019_rr'],NA,NA
UCYwlraEwuFB4ZqASowjoM0g,Tom Campbell,L,US,43433,591,"['/m/098wr', '/m/098wr']",NA,NA
UCGvYdbcrwwIb1bKNeA7g4Xg,Culture In Decline,L,not set,42248,19,"['/m/098wr', '/m/098wr']",NA,NA
UCWZ3HFiJkxG1K8C4HVnyBvQ,Vic Berger,L,US,52142,175,"['/m/098wr', '/m/02jjt', '/m/05qt0']",NA,NA
UCcR1wBpaUWcmsAvmE-nCRMQ,Still Incorrigible,L,not set,13633,1702,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCVF8SAGEQnBA-yKM4iQNqfw,Riley J. Dennis,L,US,64561,184,"['/m/019_rr', '/m/019_rr', '/m/098wr']",NA,NA
UCbuFupQei4PrQ2qPh8pB9gA,TyrannyUnmasked,L,US,33984,291,"['/m/05qt0', '/m/098wr']",NA,NA
UClvD6c1VI75QZWJjA_yiWhg,Syriana Analysis,L,DE,27347,300,"['/m/098wr', '/m/05qt0']",NA,NA
UCMCioqY4zblWt7Uw0E0VTGA,The Benjamin Dixon Show,L,US,23798,3984,"['/m/05qt0', '/m/098wr']",NA,NA
UCqNWJOeBOBSF1pm9tjGnKhg,Reich-Wing Watch,L,not set,22325,403,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC4vH0t0LXo8b8Yc_hf0N3FA,EllieJayden,L,IE,55633,271,"['/m/019_rr', '/m/019_rr']",NA,NA
UCcnwwOJqzBrQNqVmgWjEY_w,Highdeology,L,not set,38668,749,"['/m/019_rr', '/m/098wr']",NA,NA
UCsjFGrjfXx6MMt44j0yNCNA,Livin' Free,L,not set,35572,631,"['/m/02wbm', '/m/019_rr']",NA,NA
UCFLRxVeYcB1H7DbuYZQG-lg,The Laura Flanders Show,L,US,30221,2803,"['/m/098wr', '/m/098wr']",NA,NA
UCrZIJrn0gcLGDW2BfF_JuGg,Godless Engineer,L,US,36306,1202,"['/m/06bvp', '/m/06bvp', '/m/098wr']",NA,NA
UC0cT8BZdFUmC0vgr1XS7aPA,Tatiana Ventôse,L,not set,70715,99,"['/m/019_rr', '/m/098wr']",NA,NA
UC5NbNdDhmLYxw2_n9SwUzaw,Cyarin,L,NL,179470,80,"['/m/019_rr', '/m/03glg']",NA,NA
UCp5hG8rt1z2MJ9aNVxY2Xdg,New Economic Thinking,L,US,43167,1094,"['/m/098wr', '/m/098wr']",NA,NA
UCHH8wS-Kd1wUvlvrrCmMMPQ,babyradfemTV,L,not set,12675,447,"['/m/098wr', '/m/02jjt']",NA,NA
UCl76uF5GIuimTYxe-JjdsLA,Joe Friendly,L,not set,10782,984,"['/m/098wr', '/m/098wr']",NA,NA
UCvtTGZEcS8mbWdB7prg4QNw,GlobalResearchTV,L,not set,33980,448,"['/m/05qt0', '/m/098wr']",NA,NA
UCS2MMwaWtu4_qQc8PbEYU-A,Incorrigible Forever,L,not set,10221,1071,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCzd_MLszn8PYqc5Hq56qtOA,Noel Plum,L,GB,36011,569,"['/m/098wr', '/m/019_rr', '/m/06bvp']",NA,NA
UCA95T5bSGxNOAODBdbR2rYQ,DIE LINKE,L,DE,0,1163,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCUeE7Tm5TVgy0q9hxfBRi1Q,"Bruce H. Lipton, Ph.D.",L,US,133405,68,"['/m/098wr', '/m/098wr', '/m/019_rr']",NA,NA
UCcg9c3gXb_rwyqzeCaLuHDA,TheWikiLeaksChannel,L,not set,79094,49,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCbUJ4bSI5LGysuouybbGA7g,Way of the World,L,IS,66202,42,"['/m/098wr', '/m/098wr']",NA,NA
UCyawG3aTE7RmNQcFQskDWcw,The Academic Agent,L,GB,17757,215,"['/m/098wr', '/m/098wr', '/m/02jjt']",NA,NA
UCjW2_B1q1_5vO49JqNn3kCQ,NachdenKen,L,DE,15089,87,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC1VzCyqpmCaRh8_BnijbOvg,Carneades.org,L,not set,36740,781,"['/m/01k8wb', '/m/01k8wb']",NA,NA
UCpqf-UHCeCSd0BqoxxrDv8g,leena norms,L,GB,55624,329,"['/m/019_rr', '/m/019_rr']",NA,NA
UCOzMAa6IhV6uwYQATYG_2kg,Novara Media,L,GB,25525,493,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCSiYkMylC3F_eQfIodMHkOw,Maximilien Robespierre,L,IT,7699,505,"['/m/098wr', '/m/05qt0', '/m/02jjt']",NA,NA
UCaQoN-NrzI_7rS_3s33PUVA,Liberal Video,L,CA,11132,403,"['/m/05qt0', '/m/098wr']",NA,NA
UCqsu6BrRDIkppdObOWC4BHA,ANTIFAxFINLAND,L,not set,2057,457,['/m/098wr'],NA,NA
UCv1RrKT8zaa5J1ueqCmMfsw,freespeechtv,L,not set,21765,4633,"['/m/05qt0', '/m/098wr']",NA,NA
UCfRIrEykNPOnNIEovgYnvLg,Conor McMillen,L,not set,37868,174,"['/m/019_rr', '/m/019_rr']",NA,NA
UCxhfil88JG8Uxr53WJFTIjA,Latino Rebels,L,not set,1868,420,"['/m/098wr', '/m/05qt0']",NA,NA
UCnHXmyuAUm9eBR27NMDsSzQ,Newsbroke,L,US,52617,116,"['/m/0f2f9', '/m/02jjt', '/m/05qt0', '/m/098wr']",NA,NA
UCct9aR7HC79Cv2g-9oDOTLw,ReligionForBreakfast,L,US,56010,89,"['/m/06bvp', '/m/06bvp', '/m/098wr']",NA,NA
UCUq7r8ZgJiTIVhJDFTzypNw,TheAnonJournal,L,not set,17973,103,"['/m/098wr', '/m/098wr']",NA,NA
UCe5hl70Es-VQ4OWvxssFH4A,acTVism Munich,L,not set,22144,308,"['/m/05qt0', '/m/098wr']",NA,NA
UCGLgYaW3TYYnxRjZT_JPWTg,Kevin Logan,L,GB,9165,1023,['/m/098wr'],NA,NA
UCK-6FjMu9OI8i0Fo6bkW0VA,Democracy At Work,L,US,65116,312,"['/m/098wr', '/m/098wr', '/m/01k8wb']",NA,NA
UCKjSJdmVwmnSxU-vVxuWtbA,The Echo Chamber,L,US,1620,5846,"['/m/05qt0', '/m/098wr']",0,0.3222850786947191
UCqXVaJlvc-n8pWgwZoi-_rg,FluxRostrum,L,not set,0,345,"['/m/098wr', '/m/098wr', '/m/019_rr']",NA,NA
UCHgnQzZY7T9TxhI40BmKJwQ,redfish,L,DE,12210,56,"['/m/05qt0', '/m/098wr']",NA,NA
UCIozLvxEM3CwkhC8B9pGD9Q,Jamarl Thomas,L,US,15282,2258,"['/m/05qt0', '/m/098wr']",NA,NA
UCf_HItERkRB3vnkWt2RSOLg,George Galloway,L,GB,21932,603,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCMFSCfI-BxS4YRNjXXaEJNQ,Ethical Anarchism Articulated,L,US,10139,324,"['/m/098wr', '/m/098wr']",NA,NA
UCZMu-PI-Wxg9xMVz1pQhyzA,ceedling,L,not set,11923,153,"['/m/019_rr', '/m/019_rr']",NA,NA
UCDWmp9u3xBGwFR1iEIeEyOg,SkepTorr,L,IL,27344,275,"['/m/098wr', '/m/02jjt']",NA,NA
UC7r7A8qlvL8hoKJhfpbVb2w,PermacultureMedia,L,not set,16832,71,['/m/019_rr'],NA,NA
UC4zVefzAohLcdju3uJpe-uQ,Nicolás Maduro,L,VE,29192,955,"['/m/05qt0', '/m/098wr']",NA,NA
UCr_dQZ0irQdRiwVatkuHPcA,UK Column,L,not set,21279,612,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCCT8a7d6S6RJUivBgNRsiYg,Three Arrows,L,US,88305,19,"['/m/098wr', '/m/098wr']",NA,NA
UClDy02AFQajL6J__yHjZMtQ,utopietv,L,not set,3480,253,['/m/098wr'],NA,NA
UCSPfo7KIDceSngm30cNGqZg,MorganPaigeLoves,L,not set,37856,296,['/m/019_rr'],NA,NA
UCp7NBbx93BDRMe2jM2h-Wpw,Capital Research Center,L,US,13117,208,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC5FyGGTi6VoT7kRxyPBZ55A,Catholics 4Bernie,L,not set,0,676,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCOoRcFxyEDGS8HOl7-UBmwQ,Jay Dighsx,L,US,10492,879,"['/m/019_rr', '/m/019_rr', '/m/0kt51']",NA,NA
UCNPXLOZRCORjQiQl_sELbpw,Grassroots Booster Club,L,IS,0,820,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCIALPbm65KOlfUhmy1KMg1g,WildwoodClaire1,L,not set,18014,336,"['/m/098wr', '/m/02wbm', '/m/019_rr']",NA,NA
UCxrwoWJ8cYyW9U8Fik7yATw,Dixon White,L,not set,25886,53,"['/m/019_rr', '/m/098wr', '/m/0kt51']",NA,NA
UCq7w2zpl84xWJvZDi-z52Og,CrisisNews,L,not set,9714,463,"['/m/05qt0', '/m/098wr']",NA,NA
UCnIGrvSrQF7uCovnIm8LCSQ,Demos Kratos,L,FR,44756,141,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCk535X5g0IKsQaN3toyWqwg,New Possibilities,L,not set,8052,1260,['/m/098wr'],NA,NA
UCYsAmDZ6jRzQ0PNZEaWovoQ,LavenderLushLuxury,L,US,4376,91,"['/m/098wr', '/m/05qt0']",NA,NA
UCiSYEvjdqgzzUCuHaKIvhdw,Ge0rge0rwell,L,not set,2002,162,"['/m/01h6rj', '/m/098wr', '/m/02jjt', '/m/02vxn']",NA,NA
UCFlVLBEz8BImvDRHLjfOYbw,Campact,L,not set,5210,358,"['/m/098wr', '/m/05qt0', '/m/098wr', '/m/05qt0']",NA,NA
UCCvdjsJtifsZoShjcAAHZpA,TheFinnishBolshevik,L,FI,16980,190,['/m/098wr'],NA,NA
UCeRYN0tYBQVrC2cKsxJjdow,Double Down News,L,GB,17004,52,"['/m/05qt0', '/m/098wr']",NA,NA
UCvTTakI97sQ4SkMnsH8r0qQ,Magdalen Berns,L,GB,22783,64,"['/m/098wr', '/m/019_rr']",NA,NA
UCDqxX6qCZfgg6PTg42YcN-A,Canuck Politics,L,not set,3057,549,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCYs7SrMbAfOV_r_3sG7rXMQ,Dietmar Hübner,L,not set,4416,44,['/m/01k8wb'],NA,NA
UCO-yyhosoalE7W_A1tzimNg,The Chris Lapakko - The King of Earned Media,L,US,6108,759,"['/m/05qt0', '/m/098wr']",NA,NA
UCQ1tGbq471C17xXlZtd9jHg,Political Avenger,L,US,18272,663,"['/m/019_rr', '/m/098wr']",NA,NA
UCJqloayL-p1TP4Ed_fr53CA,Southern Poverty Law Center,L,not set,0,122,"['/m/098wr', '/m/098wr']",NA,NA
UCkd1iKSCgfsK2xpIDExhg9A,Zizekian Studies,L,US,34838,87,"['/m/098wr', '/m/098wr']",NA,NA
UCzDxOqsmcTS0fwUzMEjPhyQ,AgentOfDoubt,L,US,13343,3151,"['/m/019_rr', '/m/098wr']",NA,NA
UCU-kY-lWkEhhFdD-_fCGsZg,Peoples War,L,not set,6952,182,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC1J66cMCW46dOueINxNbFtw,Newsy News,L,not set,12613,296,"['/m/098wr', '/m/02jjt', '/m/05qt0']",NA,NA
UC4uS0WJVijZukDpEikxMZtw,PCP,L,PT,0,4403,"['/m/05qt0', '/m/098wr']",NA,NA
UCdiJdhmCB-KeokIGg_GAJRg,Mathemarius,L,DE,4800,193,['/m/01k8wb'],NA,NA
UCsaEBhRsI6tmmz12fkSEYdw,Hot Mess,L,US,70498,26,"['/m/098wr', '/m/098wr']",NA,NA
UCs6TVy9MVqO6FLIC5mOtx6w,The White Rose,L,not set,52706,25,"['/m/019_rr', '/m/019_rr', '/m/098wr']",NA,NA
UCgV4T1wDRd4AV31qGYbY39g,Official Jeremy Corbyn Channel,L,not set,0,537,"['/m/05qt0', '/m/05qt0', '/m/098wr']",0,0.28006748392129766
UCmeOWP8WVtc3SKQuzjgYQCQ,Ippolit Belinski,L,GB,4287,143,['/m/098wr'],NA,NA
UCV-ZJdwMlWHox0_TM1rC_kQ,Gordon Dimmack,L,GB,9023,287,"['/m/05qt0', '/m/098wr']",NA,NA
UCuheZcRX5c9ntMzejI0afrA,Proletarian TV,L,GB,10893,472,"['/m/05qt0', '/m/098wr']",NA,NA
UCcqW3gmpn9xHHYVtdjJVWdg,Partido Comunista de Venezuela,L,not set,3638,1175,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCegeYNZdLvPQWQktawxYfUA,TheBritisher,L,not set,26680,249,"['/m/098wr', '/m/05qt0']",NA,NA
UCc7E9A4P_HhiuZMabGrCX5Q,Zaunstar,L,not set,17673,292,"['/m/098wr', '/m/019_rr']",NA,NA
UCB-5u8VgFc_TI1aAj8_SmDA,RichardDWolff,L,US,42537,173,"['/m/098wr', '/m/05qt0', '/m/01k8wb']",NA,NA
UCyOOQJzQSNMjFJqb3gQENtg,Nightmare Fuel,L,not set,9574,341,"['/m/02jjt', '/m/098wr']",NA,NA
UCwQKTzuzDIazT37whnR0lqQ,WSWS,L,not set,5277,563,"['/m/098wr', '/m/098wr']",NA,NA
UC74VHgJTqFXXsmcbffHyYiQ,Ed Schultz,L,not set,0,664,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCtCTSf3UwRU14nYWr_xm-dQ,Jonathan Pageau,L,not set,36773,87,"['/m/06bvp', '/m/098wr', '/m/06bvp', '/m/019_rr']",NA,NA
UCkpqQuaE3ZCHm5pyKq4fS6g,1917rpm,L,not set,0,47,"['/m/01h6rj', '/m/098wr', '/m/04rlf']",NA,NA
UCSv7x7CZ8TduR2t0SXB5KQA,cecile emeke,L,GB,33449,34,"['/m/02jjt', '/m/098wr', '/m/019_rr']",NA,NA
UC7iZ-JXZqKMAi3_g0n41Mbw,Chomskyan,L,not set,9751,206,"['/m/098wr', '/m/098wr', '/m/01k8wb']",NA,NA
UCy8lfgx23FCO54Rn7gEEeig,worldnews,L,not set,968,34,"['/m/01h6rj', '/m/098wr']",NA,NA
UC1LTWhnte4f7XrkLQvkdRug,Der Artgenosse,L,not set,22518,52,"['/m/019_rr', '/m/02wbm', '/m/098wr', '/m/0kt51', '/m/01k8wb']",NA,NA
UC9qzXVDKmBdbTlID3HLHe9Q,Reading Marx's Capital with David Harvey,L,not set,22469,26,"['/m/098wr', '/m/098wr']",NA,NA
UC25Exuob0AKXCSLBpR899tQ,Ando,L,US,25845,34,"['/m/019_rr', '/m/03glg']",NA,NA
UCX-kpswbhYN5NT-Niub6UQA,Kelle Martina,L,not set,6591,9,"['/m/019_rr', '/m/019_rr', '/m/098wr', '/m/032tl']",NA,NA
UCCJnjEil9hTPJE8Yo_qT-WQ,CaribNation TV,L,not set,6991,205,['/m/098wr'],NA,NA
UCEH6tBpVCBQ3lH-wv5uPCXA,Denkbar,L,DE,5867,330,['/m/01k8wb'],NA,NA
