channel_id,channel_title,leaning,channel_country,channel_subscribercount,channel_videocount,channel_topic_ids,pR_vid,pR_usr
UCRXmcTAigRjd2aKSJzUaCFg,UK Column News,L,not set,391,29,"['/m/05qt0', '/m/098wr']",NA,NA
UCh36VH6GHLs-lMXJsXnhdrw,socialisteducation,L,not set,351,8,"['/m/098wr', '/m/05qt0', '/m/01k8wb']",NA,NA
UCNRIwWkH2zvctc6L2ZrCyew,NewBlackPantherTV,L,not set,237,18,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCAE_zli_T2F6afpqALJjGOg,Antonio Wolf,L,US,516,31,"['/m/01k8wb', '/m/01k8wb', '/m/098wr']",NA,NA
UC8hmNqOyd8XJHS9mxlz8klg,sdajTV,L,not set,349,39,"['/m/098wr', '/m/05qt0']",NA,NA
UCsOwFpUvCZ0RMM1c7HpJ3fg,Angry Green Giant,L,AQ,285,68,"['/m/098wr', '/m/019_rr']",NA,NA
UC3-oMyTXwAmICDRyZ7HSOVg,Brother Neuro,L,GB,2270,30,['/m/098wr'],NA,NA
UC89ak_KGxGmfBRVeOwwpbLQ,The Flame of Liberation,L,not set,230,22,"['/m/05qt0', '/m/098wr']",NA,NA
UC5rA6LDTwLoA1g8RePrLTJA,Living Income Guaranteed,L,not set,496,146,"['/m/098wr', '/m/098wr', '/m/019_rr']",NA,NA
UCh7HOji_nEPlzolBC0BTFdg,Tom Sequitur,L,US,901,54,"['/m/098wr', '/m/02jjt']",NA,NA
UCb0gCgc42n8gTSxdJRhO8kg,Kit Kaup,L,US,562,65,"['/m/019_rr', '/m/019_rr']",NA,NA
UCJ09BwYJkxUZU_pgoKGiBbw,Socialist Partisan,L,not set,379,8,"['/m/098wr', '/m/05qt0']",NA,NA
UCWlLdZ24IfDIPxth02Nt8Xg,Elly Arrow,L,DE,728,35,"['/m/098wr', '/m/098wr', '/m/02jjt']",NA,NA
UCrpMPTQrm1kw8YsJeS7FQnA,Antirass_Trier,L,not set,272,52,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCRotNQig3BFLhONmMyOiXnA,Donatella Barbarella,L,not set,49,91,"['/m/098wr', '/m/098wr']",NA,NA
UCJ-2cIRcdaUgmt8dslV5TtA,Deutsche Kommunistische Partei,L,not set,234,1,"['/m/05qt0', '/m/098wr']",NA,NA
UCv8UOQirOO7LJbhiuSgAH3g,Barbute,L,not set,113,28,"['/m/098wr', '/m/019_rr']",NA,NA
UCF6oic-nwvqxDmYH20c-VWg,EcotopiaTV,L,not set,208,31,"['/m/019_rr', '/m/098wr']",NA,NA
UCNMewECUrrfveLC1gWr-EBQ,SJW Tactics,L,US,574,40,"['/m/05qt0', '/m/098wr']",NA,NA
UC3sjX27Dz4kmOR9b-c7nYdQ,Alliance for Peace and Freedom (APF),L,IT,600,21,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC4j7I5MJiwJ9oOvwDnKTmrg,Civilisationism,L,AU,1011,9,"['/m/098wr', '/m/01k8wb', '/m/05qt0', '/m/06bvp']",NA,NA
UCYhHIcK85vRw1qFk7XS849w,MaoismLinBiaoism,L,not set,138,8,"['/m/098wr', '/m/02vxn', '/m/02jjt']",NA,NA
UCSrRd2uc0p51VSpTPwaOSTA,Tom Duggan,L,not set,1226,67,"['/m/098wr', '/m/019_rr', '/m/02jjt']",NA,NA
UCh2VV_Sj6ksXmW-cU-6oqZw,Hope Over Fear,L,not set,233,9,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCJKRgO2BCpcwKwggw8717_A,Comrade Rat,L,not set,221,39,"['/m/098wr', '/m/02jjt']",NA,NA
UCKlz0YZatELLoyxw-MABi-g,Eastern Marsh Lands,L,US,601,135,"['/m/098wr', '/m/05qt0']",NA,NA
UCXp35fpCYbWoLVN7mfcWgUg,Small Steps and Footprints,L,not set,145,39,"['/m/02wbm', '/m/019_rr']",NA,NA
UCdOAL2_mpBKEW4YO4YAPNIA,Dr RadFem,L,not set,728,30,"['/m/098wr', '/m/019_rr']",NA,NA
UCqGEgqtIps-10L9858YeQag,Culture Shots,L,not set,185,22,"['/m/098wr', '/m/02jjt']",NA,NA
UCC9gX_cnzKjZnsUwcQ1gGcA,TheFreeFlow,L,not set,655,25,"['/m/098wr', '/m/098wr', '/m/01k8wb']",NA,NA
UC5irXEV0jAnXb66-TqZ2ioQ,Eliot Rosenstock,L,not set,253,15,"['/m/02jjt', '/m/0kt51', '/m/019_rr', '/m/098wr']",NA,NA
UCOwm76v9I6v_opLEDguqvfw,Raymond Lotta,L,not set,230,11,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UC75gvttpMRrHh9Vj9c5QaSg,caesarscook,L,not set,160,52,"['/m/098wr', '/m/098wr', '/m/01k8wb']",NA,NA
UC3BUtIOzx7DbD7E3vzorvAg,Owen Macdonald,L,GB,596,126,['/m/098wr'],NA,NA
UCqkOUTBf6-oWTw7_lLOZibg,revolutionary socialism in the 21st century,L,not set,548,72,"['/m/098wr', '/m/098wr']",NA,NA
UCslMdw5bALLOIMfZRa7Ucyg,the_exmatrikulator,L,not set,18,25,"['/m/01k8wb', '/m/019_rr']",NA,NA
UCXfVMkTIKBfR3_cSjTnBTCA,LeftPress,L,US,178,31,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCuyPhh0vURG7VASHS6Ce-zg,Growing Freedom,L,US,343,37,['/m/019_rr'],NA,NA
UC4A88OWEMLCw3y0OjI8Ly7A,SAV Sozialistische Alternative,L,not set,218,93,"['/m/098wr', '/m/098wr']",NA,NA
UCByQIFBijGe_605IJWPRHnw,DefTheMarxist,L,not set,366,90,"['/m/098wr', '/m/01k8wb']",NA,NA
UCXZ4Hjs_5piHrc5BHwKhKwA,NJ AFL-CIO,L,US,53,69,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCjWcPGNh2xs9yE1SDxPfIfw,Anarchy is Autonomy,L,not set,447,1,"['/m/01k8wb', '/m/01k8wb']",NA,NA
UCekID9ksqOFx57X9Q3roRDw,Marcus Khaos,L,not set,330,3,['/m/01k8wb'],NA,NA
UC7NFPkW93Tl35n8P9ZQGGng,Tobias B. D. Wiggins,L,not set,64,1,['/m/019_rr'],NA,NA
UCUG-gnV-8ZHl6MtYjkpv6mw,SoulShakeDownDC,L,US,190,31,['/m/098wr'],NA,NA
UCc4hW7EVdLRQm2Tx5YW-aCA,Matters of Degree,L,US,62,24,"['/m/098wr', '/m/098wr']",NA,NA
UCHtsRTQFO_TRAiXd3EkR1Pg,Sunflower Socialist,L,US,315,37,"['/m/05qt0', '/m/05qt0', '/m/098wr', '/m/019_rr']",NA,NA
UCBMG_ZyCtJXF-ibId8RNfcg,ProSocialism,L,not set,4442,6,"['/m/098wr', '/m/098wr', '/m/01k8wb']",NA,NA
UCLLvlkLGTeaBu4dlyz_NpqQ,Politicore,L,not set,328,234,"['/m/098wr', '/m/05qt0', '/m/019_rr']",NA,NA
UCt8dnbNdfDhKJlsIfbTkQ7A,Marxist Student Federation,L,not set,810,51,"['/m/098wr', '/m/01k8wb']",NA,NA
UCS-Tq877vRIDO_GCfaarDsQ,Dori G.,L,not set,1593,30,"['/m/098wr', '/m/098wr']",NA,NA
UCD5HU7KvLjJzkzh-BcAMrPQ,RosaluxEuropa,L,BE,521,51,"['/m/098wr', '/m/098wr']",NA,NA
UCZUNENyQHMqZqqgrBhLAhEQ,Red Spectre,L,US,1696,32,"['/m/098wr', '/m/01k8wb', '/m/019_rr']",NA,NA
UCA0LyZQCFT8SffRT28vc4gQ,Solidarity Scotland,L,not set,168,39,"['/m/098wr', '/m/05qt0']",NA,NA
UCZtsGaFhckxmYGp_Nrikxcg,NAZBOL WHITE JUCHE VIDEOS - BANNED BY 1984,L,not set,289,3,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCZTknFa9j77qq_6AbTx7PDQ,Democratize The Media,L,not set,360,47,"['/m/02jjt', '/m/05qt0', '/m/098wr', '/m/019_rr']",NA,NA
UCO7DubmT7szkiixC3tb74LA,The Climate Mobilization,L,not set,473,91,"['/m/05qt0', '/m/098wr']",NA,NA
UCzUSG8NR13GAqB6PCTbLVmA,Red Vanguard Radio,L,not set,1136,32,"['/m/098wr', '/m/098wr', '/m/07c1v', '/m/019_rr']",NA,NA
UCPPrbgMO1ZGoAl1mlvaJTXA,Bewegung für den Sozialismus - BFS,L,CH,89,39,['/m/098wr'],NA,NA
UCafG7nuzt7dBn_1ZNAYr_yQ,Canada's New Democrats / Le NPD du Canada,L,not set,5600,64,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCYtJq0ujmIU3dDYChzHQ2WQ,Vicious Tacticious,L,not set,47,3,"['/m/05qt0', '/m/098wr']",NA,NA
UCdiqah_R4cbsHLtUw1rddJQ,Otro Viento,L,not set,133,36,"['/m/098wr', '/m/019_rr']",NA,NA
UCjY-RcmWw9dK4OK5RZZbSuQ,Krystal Kiamond Wolfurry,L,FR,177,85,"['/m/019_rr', '/m/0kt51']",NA,NA
UC7K62aVQG4hQ2hIlnpAfjnQ,Alu Hut,L,not set,67,3,"['/m/098wr', '/m/098wr']",NA,NA
UCeyRQG3JiPwG55xy8TKlgbg,Red Emma's Bookstore Coffeehouse,L,not set,266,21,['/m/098wr'],NA,NA
UCeWVu7iJx8Z_uB5UjTJq3hA,We Charge Genocide,L,not set,130,24,"['/m/098wr', '/m/098wr']",NA,NA
UC1I7AIRrx1eREGUs3hSGPbg,Alternative Political Analysis,L,not set,53,1724,['/m/098wr'],NA,NA
UC8FEQxbtgDxk2VgRxAtGJbA,QuickScope,L,DE,2283,28,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC5n56RK4nR6nHByx2nbF41A,Connor Gillis,L,not set,383,66,"['/m/019_rr', '/m/098wr']",NA,NA
UC7pArIhDzyCDPYJ2nMAHdQg,may1mike,L,not set,50,98,"['/m/098wr', '/m/098wr']",NA,NA
UCQkgdty5_bmDrw19dolYZcg,Professor Danny Shaw,L,not set,457,126,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCSWM13k1I2KQ7wRGitcxbxg,The Noun,L,not set,131,7,"['/m/02jjt', '/m/02jjt', '/m/098wr']",NA,NA
UCuD2B7cXtOHXIzAWwlA9NZw,Jacktion,L,not set,687,15,"['/m/098wr', '/m/04rlf']",NA,NA
UCXK55SrU12RfI2rIJFwrawA,RSCC NYC,L,not set,131,40,"['/m/098wr', '/m/019_rr']",NA,NA
UCxapGefEqBt-FTZ2Jk-xCFQ,casersatz,L,not set,274,2,"['/m/098wr', '/m/02vxn', '/m/02jjt']",NA,NA
UCjtdun4AwEZY09jp91cHbuw,Alan Pollock,L,not set,19,35,"['/m/098wr', '/m/019_rr', '/m/04rlf']",NA,NA
UCKgujSkbii6vR6NGogAr3HQ,Earthling Liberation Kollective - ELK,L,CA,209,25,"['/m/098wr', '/m/098wr']",NA,NA
UCA2OI4l7hRCXHCoBQspWihw,La Toile d'Alma,L,FR,3450,12,"['/m/098wr', '/m/098wr', '/m/0kt51', '/m/019_rr']",NA,NA
UCG5AOVDV2RmKpzNPwXLT-Zg,M. Beck Ph.D. Philosophy,L,not set,379,77,"['/m/02jjt', '/m/098wr', '/m/01k8wb']",NA,NA
UCGG72gbouBwk-1famuGR_sw,Linkswende jetzt!,L,not set,116,55,"['/m/098wr', '/m/05qt0']",NA,NA
UC5EIeBzRcNV69CgxJNc_iaA,Benjamin Behrman,L,not set,610,16,"['/m/098wr', '/m/04rlf']",NA,NA
UCqA997_Aj1SsVhiU-svaH3Q,Next Door Anarchist,L,US,348,29,"['/m/098wr', '/m/019_rr']",NA,NA
UC81D_lZCJk5a7JSHRAmV90g,Hampus Henningsson,L,not set,164,77,"['/m/019_rr', '/m/019_rr', '/m/0kt51']",NA,NA
UC_V9wKk1Dd2rpZ4fxj7pKXA,Radical Reviewer,L,not set,1247,46,"['/m/019_rr', '/m/098wr', '/m/068hy']",NA,NA
UCLDWYyC5iK3fwOHpcLyoH2Q,Columbus Indymedia,L,not set,29,61,"['/m/098wr', '/m/098wr']",NA,NA
UC7w6MNvnZJ0DKU41wa7yA8w,SOUTH FRONT DE,L,not set,714,13,"['/m/01h6rj', '/m/098wr']",NA,NA
UCecBp2G08Mldm6Km20wus_A,Walk off Life,L,not set,97,6,"['/m/019_rr', '/m/019_rr', '/m/03glg']",NA,NA
UCwYsAiFA7-SIBTL_KZtkgRQ,NATIONALCOMMUNISM666,L,not set,242,146,"['/m/098wr', '/m/02jjt']",NA,NA
UC1V-roBXM8ftztU3pDyeLyA,Non Serviam Media,L,not set,433,23,"['/m/098wr', '/m/098wr']",NA,NA
UCF7JX0HTNSShROe1CA6J5zA,Left Forum Videos,L,US,267,10,"['/m/098wr', '/m/098wr', '/m/01k8wb']",NA,NA
UC5txvdy7t4_vKBl7-EEQO3w,transgenderwarrior,L,not set,276,13,"['/m/098wr', '/m/019_rr']",NA,NA
UCkCkZ66vmTHD1MB-9EiEjsA,"Busting Liars, Inc.",L,AU,1570,14,"['/m/019_rr', '/m/019_rr', '/m/098wr']",NA,NA
UCSWrxDmsCp7xpQe4PepaRsw,The World Transformed,L,not set,650,26,"['/m/05qt0', '/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCQthnvv31QOFi1my0WoWeMw,Hounddowg1,L,not set,46,18,['/m/098wr'],NA,NA
UCs0xbAmnd9I4gPwW7_HbYIg,Anti Imperalist,L,not set,139,6,"['/m/098wr', '/m/098wr', '/m/02jjt']",NA,NA
UC-S9Q22TzOg0I5oGe6614fg,TheIndustrialWorkers,L,not set,1090,37,['/m/098wr'],NA,NA
UCHWjjLEaCBCzsa7bC4Uz1Ww,Sander Hicks,L,not set,115,46,"['/m/019_rr', '/m/098wr']",NA,NA
UCEocfQGoJRe8gthJV2l8PmA,Nader Talebzadeh,L,not set,300,15,"['/m/05qt0', '/m/098wr']",NA,NA
UC8AsjEZORHecOJEz85UNyfA,Ben Lewis,L,not set,50,48,"['/m/098wr', '/m/098wr']",NA,NA
UChGGQHglsCgMbZTPbGtFAag,Communist Party of Sri Lanka,L,not set,36,25,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UC-oDsoEXSOl3-WPIGT-haMQ,OxfordUnion2008,L,not set,33,5,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCydxJuNwocqI8AHY2Mg_kyw,Mike Ballard,L,AU,97,74,"['/m/098wr', '/m/019_rr']",NA,NA
UCibJu4_AwtHBNLSiJda8FKQ,Kathryn,L,not set,5634,4,"['/m/019_rr', '/m/019_rr']",NA,NA
UCcNXj9s1Pt5XO8gEOwmPg-w,Tom Woods,L,not set,129,284,"['/m/05qt0', '/m/098wr']",NA,NA
UCxEcmYpTMYX5rl0t4NM20eQ,Socialistnyc,L,not set,146,22,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCeUNBJrXxCvcsLQFXJmAXlQ,Nocturnus Libertus Feminism,L,US,308,22,"['/m/098wr', '/m/098wr']",NA,NA
UCkQMnoO-BiKyU-Hk2uvFRiw,CaptainMikul,L,not set,840,2,"['/m/098wr', '/m/02jjt', '/m/019_rr']",NA,NA
UCDBKdHN6AhhFSPSKUBEb7PQ,Siuz,L,not set,184,12,"['/m/02wbm', '/m/02wbm', '/m/019_rr', '/m/098wr', '/m/02jjt']",NA,NA
UCyePeCtB7kdc_ZIZsam-Xzw,Allison Edrington,L,not set,44,19,"['/m/019_rr', '/m/019_rr']",NA,NA
UCyjaJCGmsieJCIX_DwG1jXA,ABC's of Communism,L,not set,262,201,"['/m/098wr', '/m/098wr']",NA,NA
UCrPGrJKZeZWZSKldVQeolWg,Left Communist Videos,L,not set,196,5,"['/m/01k8wb', '/m/01k8wb']",NA,NA
UCEaCaY-ThaiIGzBEO84ljVQ,Venezuelanalysis,L,not set,302,83,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UC7pAK5kOCPFBEpH0tbPLfJw,Partido Comunista Brasileiro - PCB,L,BR,1311,33,"['/m/098wr', '/m/098wr']",NA,NA
UCcsxAKii4I-L8nmJ7U9okTA,MP Media,L,not set,815,60,"['/m/019_rr', '/m/019_rr', '/m/098wr']",NA,NA
UCXE8ioOg-Axy2w1uf-Ud__w,BrownieWifOpns,L,US,831,17,"['/m/098wr', '/m/019_rr', '/m/02vxn', '/m/02jjt']",NA,NA
UC3ZNzU1O1iXIDHZo3-zAtdA,unionsocialist,L,SE,390,27,"['/m/098wr', '/m/02jjt']",NA,NA
UCVb7bbm-UfrR22p_uT1MOeQ,Bruce Bartup,L,GB,120,93,"['/m/098wr', '/m/019_rr']",NA,NA
UCbkHO2hEvpOHpMyh8eTdjzw,Mike Gimbel,L,not set,121,11,"['/m/098wr', '/m/098wr', '/m/01k8wb']",NA,NA
UCZr87ishQI2eIVtU-2TJ8Zg,Kevin Doyle,L,not set,39,23,"['/m/098wr', '/m/019_rr']",NA,NA
UCOSvkc7UJ7uWBuyBcteCmsg,Mumia CC,L,not set,167,15,"['/m/098wr', '/m/02jjt']",NA,NA
UC9mb_TEq_l1i1DapVlWgtDw,Emptycages LA,L,not set,65,13,"['/m/098wr', '/m/098wr']",NA,NA
UCDht7mNN2yPH_vupxUsZS0g,weilmeier,L,DE,503,39,"['/m/019_rr', '/m/05qt0', '/m/098wr']",NA,NA
UCakjVvFQ8T-2FIyafu45y1A,MySocialCanvas,L,not set,10,3,"['/m/019_rr', '/m/098wr', '/m/02wbm', '/m/03glg']",NA,NA
UC7TZkWCsxMk4VRjiYROKZdQ,Left of Wreckage,L,not set,301,39,"['/m/01k8wb', '/m/01k8wb', '/m/098wr', '/m/02jjt']",NA,NA
UCq8yXU7IWIFcqhsNI7wEfpw,Single Spark Marxist-Leninist Archives,L,not set,164,5,"['/m/098wr', '/m/01k8wb']",NA,NA
UC6GB0IfQjNNb4F5U-MUer2w,Berta Joubert-Ceci,L,not set,32,42,"['/m/098wr', '/m/098wr']",NA,NA
UCxqWnjnizxFGScuO-x8r6Qg,Socialist Alternative,L,not set,346,3,"['/m/02jjt', '/m/05qt0', '/m/02jjt', '/m/05qt0', '/m/098wr']",NA,NA
UCJQiGGETlHvJvrS3RYp16SA,Theory And Practice,L,GB,259,4,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UC6JuwrD4ISEYq7sPnTiuZKg,Colby Smith,L,not set,111,60,['/m/098wr'],NA,NA
UCWP05j6VvO7aV4b1FTqHmdA,That Girl in Pink,L,not set,449,15,"['/m/027x7n', '/m/019_rr']",NA,NA
UCl1Kbfj13ZrqdRhXn2VfXMA,Brisbane Anarchist Direct Action & Solidarity Syndicate,L,not set,11,2,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCiD2xBwwafLmF9zXduOjF2Q,USFSovietPeople,L,not set,91,20,"['/m/098wr', '/m/02jjt', '/m/01k8wb']",NA,NA
UCSrad2ah3GKKDLK3_j0hogg,leftist perspective,L,not set,258,46,"['/m/098wr', '/m/019_rr', '/m/02jjt']",NA,NA
UCXaN7a7gEQ9n7kcb50AbZDQ,Egalitarian Feminism,L,not set,238,31,"['/m/01k8wb', '/m/019_rr']",NA,NA
UCZtETWkXOblKAN5V1GUfnyg,ComradeSloth,L,GB,313,16,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCgFgh5Sx01j4N7N_HYLwTvw,Brenton Lengel,L,not set,80,90,"['/m/098wr', '/m/098wr', '/m/019_rr']",NA,NA
UCAq4zxS7a_PxzhBhYautlXA,City Rebel,L,not set,55,5,"['/m/098wr', '/m/098wr']",NA,NA
UCHuOYthArUNblJ2EnyZ__kQ,John Wallace,L,not set,22,11,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCX7gQJZG4T8j6eFruOdF_Zw,Ron,L,US,323,37,"['/m/019_rr', '/m/098wr']",NA,NA
UCDvpQAyUnvSBm31v6u2ouUA,Rémi Thériault,L,not set,13,9,['/m/019_rr'],NA,NA
UCLCvRt114tkqAwWSqi2Y6Bw,Yeah Nah,L,not set,343,19,"['/m/098wr', '/m/098wr']",NA,NA
UCQn-kJHBeis6rmdsT2uPxUA,Vin Maratty,L,not set,39,19,"['/m/01k8wb', '/m/098wr', '/m/019_rr']",NA,NA
UCM_K6f8Bel5C0eXyiMLydlA,CommunismTV,L,not set,255,4,['/m/098wr'],NA,NA
UC9tWOwx_mODUIu8qWEjbTDw,Drinking With A Marxist,L,not set,287,18,"['/m/098wr', '/m/01k8wb']",NA,NA
UCY3C15G5UeUi6eiJ3aL2GaQ,JoycianExskirtsions,L,not set,98,2,"['/m/098wr', '/m/019_rr', '/m/02vxn', '/m/02jjt']",NA,NA
UCEywsWWPho1-MnSdd54XhHw,Socialist Kurd,L,not set,95,13,"['/m/098wr', '/m/05qt0']",NA,NA
UC9eUwLlUR9pAnKnF-J0Vgjg,Hellion,L,not set,50,24,"['/m/098wr', '/m/019_rr', '/m/02jjt']",NA,NA
UCLWyl3Eh1KDR5s91_PO59bA,Jess Sundin,L,not set,19,24,"['/m/098wr', '/m/019_rr']",NA,NA
UCbrAzopsF_vs9UA1MbwKKRg,Brenda Drumm-Tobin,L,not set,10,56,['/m/019_rr'],NA,NA
UCQJc8EroXVDK4tQSccLL0QQ,Gender Mx.,L,not set,141,89,"['/m/019_rr', '/m/019_rr']",NA,NA
UCLuNjXNn4gy1G-NPToenZkw,The Anarchists,L,not set,285,11,"['/m/098wr', '/m/098wr']",NA,NA
UCkYZHlg2s-N16JaxhgV1XrQ,Learn Socialist Justice,L,not set,340,20,"['/m/098wr', '/m/098wr', '/m/01k8wb']",NA,NA
UCDDmRn7cA4cOt4_fYEHZKyQ,freedomisnot,L,not set,8,6,"['/m/098wr', '/m/098wr']",NA,NA
UCfXCHGwHgT2nnm_sGykZvnQ,Sam Martina,L,AU,240,9,"['/m/019_rr', '/m/098wr']",NA,NA
UCbbsW7_Esx8QZ8PgJ13pGxw,BlackGoat 666,L,not set,547,5,"['/m/098wr', '/m/04rlf']",NA,NA
UCwIFVmQFMKdVsoP8WbdoxWg,TradeJusticeNYMetro,L,not set,17,47,"['/m/05qt0', '/m/098wr']",NA,NA
UC23G1bgAOF8z5mCA__RxUSA,Anarchism Documentary,L,not set,102,1,"['/m/098wr', '/m/098wr']",NA,NA
UC5VBMIo_yjyOaF7G-NWCgwA,Lucy Blissett,L,not set,238,3,"['/m/01k8wb', '/m/01k8wb', '/m/098wr']",NA,NA
UCzOECsMKIjPBDwX3cu2XGbQ,RedYouthUS,L,not set,25,11,"['/m/098wr', '/m/02jjt', '/m/05qt0']",NA,NA
UCjQIhDp1JsyEhlIIWWV7iTg,Jose LaSalle,L,not set,313,39,"['/m/098wr', '/m/019_rr']",NA,NA
UCDe3PnXOcglHXEgLULJCD2A,Michael Perelman,L,not set,79,11,"['/m/098wr', '/m/01k8wb']",NA,NA
UC_eVoWypGkXMHeuMG1WjPJw,Anna Parsons,L,not set,48,1,not set,NA,NA
UCRFgtQNKBG19NUpiUvIp1yQ,ComradePearl,L,IE,45,2,"['/m/098wr', '/m/098wr']",NA,NA
UC-STCNpPs7Q1Y1MW4sEnVvQ,iopsociety,L,not set,142,10,"['/m/098wr', '/m/098wr']",NA,NA
UClQjPtZQEtQBG8XBWykXvfw,ʔ꧁꧂ *【Ѕӧҫіaʆїᵴ̧m̧】 ๏r 【ӖҲҬӀNҪҬӀӦN】*ᄂ ̅࿙᨞࿙〴༽༼༽༼༼𒊹༽༼ཊཌ༒,L,not set,199,18,"['/m/098wr', '/m/07c1v', '/m/019_rr']",NA,NA
UCmDHZCVjsvzFuw-ONduoaCw,Nader Awad,L,not set,26,12,"['/m/019_rr', '/m/07yv9', '/m/03glg']",NA,NA
UCWmU4NkTbbh68YBVW3xQybA,Privilege Cheka,L,not set,136,1,"['/m/05qt0', '/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCV3FH758zC5Kpt0ODJqkUhg,Red Chilean,L,not set,210,11,"['/m/01k8wb', '/m/01k8wb', '/m/098wr']",NA,NA
UCwk1NUZ0PQpUxNeekiIwwEA,flazavlogz,L,not set,658,1,"['/m/098wr', '/m/098wr']",NA,NA
UCN_mkE_-QF9Ez9Y7Nu3Sjww,NBAGOATS,L,not set,132,7,"['/m/018w8', '/m/018w8', '/m/06ntj']",NA,NA
UC2EpeK4kattabQ79MGJ0iDg,A Broken-Hearted Liberal,L,US,120,52,"['/m/098wr', '/m/02jjt']",NA,NA
UCjsCBrnFLTMQ4rt65T8Mv_A,Anarchist Mugwump,L,not set,282,19,"['/m/098wr', '/m/098wr']",NA,NA
UCHGeEGZxV4sz0DOG4RhQ4SQ,michael lebowitz,L,not set,52,24,"['/m/098wr', '/m/098wr']",NA,NA
UCNgG4MCwZ9RyOAqnRRiUlYQ,ComradeBun,L,not set,203,2,"['/m/02jjt', '/m/05qt0', '/m/02jjt', '/m/05qt0', '/m/098wr']",NA,NA
UCPfqTFybVShWyMjJG-1qy2Q,Stalin Society of North America,L,not set,175,1,"['/m/05qt0', '/m/05qt0', '/m/098wr']",NA,NA
UCVrZxu2wWzQMeN88EiLoj1g,West Coast Women Warriors Media Cooperative,L,not set,77,18,"['/m/098wr', '/m/019_rr']",NA,NA
UCOqo_l1kLw_WZ-Oa0_O1qDw,History Of Socialism,L,GB,319,11,['/m/098wr'],NA,NA
UCOTKSzA2YYWgSERKHFL_9eA,Sue Harris,L,not set,29,32,"['/m/098wr', '/m/098wr']",NA,NA
UCAnVuO808LarZVwCS9UQUKg,Paul Robeson American Party of Labor,L,not set,93,8,"['/m/098wr', '/m/098wr']",NA,NA
UCUlqmmAOtNF3v60uRjoUeSw,FISTnetwork,L,not set,44,19,"['/m/098wr', '/m/098wr', '/m/05qt0']",NA,NA
UCOxOdvSLPufkWHyO0Kz8C6A,m k,L,not set,33,34,"['/m/098wr', '/m/019_rr']",NA,NA
UCz1Cj_0GY3Xmy1KigUJdhCQ,Enact Philosophy,L,US,0,4,"['/m/098wr', '/m/01k8wb', '/m/02jjt']",NA,NA
UCtDPqeSEJOOOSVrOrHUqIZw,Marxist Perspectives,L,not set,34,35,"['/m/098wr', '/m/04rlf']",NA,NA
UCZkasvepWWazCaYN3QKIHoQ,Molotov,L,not set,56,9,"['/m/098wr', '/m/098wr']",NA,NA
UCGz5KS3SlLJHSVc4HtYH3QA,Revolutionary Left Radio,L,not set,345,2,"['/m/098wr', '/m/098wr']",NA,NA
UCCfAZOucHj_3sVMJ3qBU9Aw,Andrew Self,L,not set,89,57,"['/m/02jjt', '/m/098wr', '/m/0f2f9']",NA,NA
UCLDTG4Du7Yrb7ltVKJ-E8yA,Bananarchy,L,KP,62,7,"['/m/07c1v', '/m/07c1v', '/m/019_rr', '/m/04rlf']",NA,NA
UCmV1qvSxPeW4TM89ZDhbGgA,Bolschewist,L,not set,77,1,"['/m/098wr', '/m/05qt0', '/m/098wr', '/m/05qt0']",NA,NA
UCZoX2aK3x6mIfQ9bR1cPiHA,Steven Lamb,L,not set,4,5,"['/m/098wr', '/m/05qt0', '/m/098wr', '/m/05qt0']",NA,NA
UCjgrvIfv_r7m2UD4pHMnLeQ,Comrade Willow,L,not set,145,9,"['/m/098wr', '/m/098wr']",NA,NA
UC2mxwU-AwXQjp2XuqN0iJ7A,Socialist Gun Channel,L,not set,137,1,"['/m/019_rr', '/m/019_rr']",NA,NA
UCd-QaZvnLgUJCwu0eV2Rpfw,Struggle Committees Initiative,L,not set,52,2,"['/m/098wr', '/m/098wr']",NA,NA
UCJwnKhEg4Myp_F6YEiLNvsg,maoslittleredcook,L,not set,131,2,"['/m/02wbm', '/m/019_rr']",NA,NA
