video_id,in_deg,out_deg
v76B8GUYflk,1,1
2hFkWqToYpc,3,2
inlV5X8AyHA,1,3
GOGru_4z1Vc,1,1
S1aHEURRh4M,2,2
PuNIwYsz7PI,2,3
YQZ2UeOTO3I,5,3
WdeiEvRQBWM,5,1
VbeQSPzJkVM,3,1
ep-YdZUoKjI,1,1
x9ueaxf75SU,2,2
-Kr5VJ9V2U4,1,2
AWBI0e9aw9E,1,1
nzAiFIzHB6I,1,2
UoIGbYv89bA,1,2
P1r8pCVcmG4,1,1
eS_ym2wswUc,1,1
kIqQZHJHPwY,1,1
0Rnq1NpHdmw,1,1
L0jQz6jqQS0,3,2
GUizvEjR-0U,3,1
WhMGcp9xIhY,2,1
PYpWSZBw3-M,1,1
0wi6b3wWwnw,1,2
_oG6mQ5rjFI,1,1
PsbQYwbPaGM,1,1
twMrpJa95jU,1,1
0yqC4BYZWnM,3,1
LvDCS045xdI,1,1
8pIp5dYYR60,2,2
42l2yl4Ak_0,1,2
ekQk08Hd_eM,1,1
u7qjo-9n0-E,1,1
n4drj5J9mVk,5,1
YSaQbWaEKTI,1,1
f4C077265dU,3,2
yweRegfuw4g,1,1
zdVuEpD9_IY,1,1
5yxCwuKSnMI,1,1
-ifJcQ6uq0Q,1,1
VMxjFTtTquc,1,3
ldl9whGFtHo,1,3
uQRnSIa-qQM,1,2
zXeA8Kw4cEs,4,1
4JzUCcuYOuA,2,3
HzxGg9u8DTc,1,3
t7a0eQleWiw,2,2
FzUUIY9g0wQ,1,1
pKSVYwl6-Mk,1,1
5HRU5yonyK8,2,1
KK5KTQGuXSQ,3,1
Eznkhm71Vg4,4,1
WWJSaZ_2xuw,1,1
ntlXfphBDNA,1,1
dbGeHO0QrWI,1,1
h19JSATqZWQ,4,3
Z_-GymgIQaQ,3,1
wNgRSOerj3U,3,1
sS2sibbxETk,1,1
xv9Y2Isnqi4,2,1
RHRbxkSEGYk,1,1
d4FbHzeCJjM,1,2
WaoKap4vEK4,1,1
jkFYD7R_Xig,2,1
ccK2GifNn4A,2,2
u7BKjp3EfXQ,2,3
9IXvo1w5G0o,1,1
XmG64XDYN9o,3,3
3ou33S08pNc,1,1
zEMrX2vzkj8,1,1
TQM-poQHbeI,1,1
S-dJH7rYBbE,1,1
KtqhYB42w1Y,2,1
vXqbTZZYNak,2,1
14CxOJjD5xA,3,1
EXqMX5SXMnQ,1,2
CHw3nRjj5xc,1,3
oOvl5C6TP9A,5,1
iDAX9lYP8hI,1,1
M3Fx7as_qRE,1,2
CQ6CvAv_lys,6,1
zfDW5TpZLfY,1,1
59W6LOpdeMM,1,1
iaBCBnDF5Rg,2,1
6PZ2Vfcx76g,1,1
poTMMcxy0Yg,1,1
5_1Ez0sNZbE,1,2
MWPFqqtaLTc,1,2
M0bnzpXNWuc,4,1
Uinir94KuFA,3,1
i-AZRtI366w,1,1
rgfSDVFzDSg,5,2
l-085TjhUPo,1,1
ykoVoMYjF_Y,1,1
JHbE-DL5ZHc,1,1
iJpL25ygt8c,1,1
Z44hQPWt6QY,6,1
bh08la7J0_s,2,2
kvvjlKZnw_Y,1,1
JKkZwLAoo9U,4,1
58AtQ5TpCiQ,1,2
sFdhoEw8eWw,1,1
29kOZASHROA,1,1
2OZiV7vrR5k,1,1
z4uRIdvuEPU,1,1
ptlsXtTf6n0,1,2
btEl0tT-gIw,1,1
079DJie2mKM,1,1
e_8cmUx99Hk,1,2
maCRgwBEKVc,1,1
PLdPKRnATDQ,1,1
sOJvPGTWxAU,1,2
_Gqp9W_-mFE,1,2
oEr3wzsn_Gk,1,1
BnwtysymYbA,2,1
vmDTj2py-1k,1,1
9LPasUjYkcw,3,1
TPM0_Y9kyiY,7,2
UvoqR5JuYCA,2,1
gJs3tasDpyI,2,1
ITJ502jbh0Y,1,1
0cS1SMptlnQ,9,1
DN1wEaQ7xTg,1,2
MzFiyKyWfWU,1,1
bnmo7aqkXBQ,2,1
6-lsJP5hPrM,2,2
smA6kJiSPRM,1,1
BZrPj68MKFo,1,1
BpoLkOB_c1w,1,1
QeHGDr81XwM,6,2
MhJ34tMpyro,1,1
lYuK06wQxU4,2,2
rG_A7aSqYpQ,1,1
n5rNm5oWwsM,1,1
4ILqX_qoY_8,1,1
7kHx6zTedGU,1,1
3DiXSAPFbHE,2,3
NxLmnjzqgIw,2,3
KjlT4BME2aE,3,3
RdROONa4v7I,2,3
jgYJ5V2HYy4,2,3
5rPIiopJeAk,5,1
EHIKEHCXfjU,1,3
ceyoIIDb7WE,1,2
oM-FrI5Hqto,1,1
MCI4bUk4vuM,1,1
0xK1DJ691sE,1,2
VOC0rvsCYwU,1,1
708SLGjViC0,1,1
LRK-aMnJdqg,2,1
QRen8nI8_aM,4,1
_j9nFced_eo,1,1
S0oJGWHeGZM,1,1
PkmB6v-x5AA,1,1
kjSJteUu20c,1,1
NN1d6_h9skc,7,3
8Ul5uIpJWbQ,1,1
7DRkPvsknrs,1,2
ImBTtTdYgRY,1,1
bLY45o6rHm0,2,2
k2rhaXmOA5M,1,2
TkWWJiOmlcE,1,2
Gjt-3hpS86M,1,3
rrBxZGWCdgs,2,2
cLqKiuHJFLQ,1,1
JbW0agGFv88,1,1
XcYwAyq3kPU,2,1
fwLP7XjALj8,2,1
sDGBYzqZOQE,1,1
PIVzua11qYc,1,2
BGbo9EXWGcI,1,2
e3n_hYjQ1DE,2,1
bEYuNKVW0Ns,1,1
Q9v5wpgt8Ls,1,1
dtbJMTPi2zQ,1,1
GCzXIUT_wHI,1,1
rtWuA_dU2C4,2,2
kdy6K3ja9xo,1,3
_dfW8OAO1mo,2,1
K-UvUcoOFRg,1,1
QK9AiiPI_cc,1,1
0mTxpFIw-3g,1,1
kw1Z12JMo6A,4,1
umqvYhb3wf4,1,1
i8xwLWb0lLY,1,1
Gwh5iyGbrxI,1,3
SedOTu0hQxY,2,1
2YkZCS02_N8,1,1
j2wrv3S0kG8,1,1
M9GYw59dWtg,2,2
1ATOp9zs-ws,3,1
Apzy_kIEUCY,1,1
MZKLPiLQk_c,3,1
mWuA46vvcZA,2,1
fA5sGtj7QKQ,2,1
N2PLNngNtQc,1,1
JDn5vz-fR00,2,1
bjui2jShNaw,1,1
2d2vZV87YJM,1,1
vX6FuBnbF5E,3,1
OVx1ot7NpqE,3,1
4JxXVlOkWLM,1,1
TIw1OPH6QvM,7,1
rk_SMBIW1mg,1,1
v6HvvPC2hL0,1,1
noZGjPklLaQ,1,1
3XIRswIfepE,2,1
qLAzubOpOtg,2,3
MepXBJjsNxs,2,1
BY7hYeJfK0g,1,1
4tWBm1bcNm8,1,2
PpUa4P1ujDE,1,2
CSpalJOjX3g,1,1
FkevH42sEl4,1,1
kg_63wV7bL8,2,2
Qa3e7TLVc3o,1,3
6QGPIgSeE5k,1,1
agz7ATD73jw,1,1
A2EqhIV4u50,1,1
A7EtalqfYq0,2,1
jmxSWM8tjQI,2,2
erRrF8YWGd4,1,1
-OH99CFzhFM,1,1
JpRJLg9Lq5g,1,2
HRl0dvPRkSI,1,1
ffaTOD8O-Qs,1,1
bn91fmADN00,1,1
VZpKJVj7S48,1,1
to2xSBJx6eg,1,1
kuc6C2_Txmw,1,1
6ziPljXoQ9U,1,1
CzfB0OXImUg,1,2
vRMohJWzuzw,1,1
KBF-QDDTAqE,1,1
DBkg8ibZMbg,1,1
7Y7BIvec5ns,1,1
WSR26q244p8,1,1
ExyeyrcFPFM,1,1
Ddzf9Mm4hdY,1,1
AKTyPgwfPgg,3,1
H5L33hbhLrI,1,1
23oGc97XQUg,1,1
tmRrN-9YkcA,1,2
wIt7JYJgt4c,1,1
fEU4JQwe_YY,1,1
JAMxbHQyPdk,1,1
iGGgiGuFoqI,1,1
lW2pXu97Yvo,2,1
C7h0M-imFb8,1,1
bmtIizXdh88,1,2
s1UT2Ms5E2k,1,1
eMBFhaxUIew,1,1
f3KkxDCyacU,1,1
Ju08AFpo3uQ,1,1
ejZhFtlazFU,1,1
hpP36QTjNNU,1,1
nE7mun63BtE,1,1
yzjv20sC5CY,1,1
uV5MSGWMMSg,1,2
q_z-9Xr8SZM,1,1
DHk94YoC95k,1,1
49ueZ9fl78g,1,1
1UTJjJD-7oU,1,1
R9STI37rRQo,1,1
NiARHO2d3Rs,6,1
kMxjO0c5ZR4,1,1
VqnAD_8pna0,1,1
JaG3htrfJpI,1,3
TdkgN4OWZTw,2,3
xEI0as5tkmQ,1,3
Cw8SvK0E5dI,2,3
Se0PQSPJuB8,1,3
YKXPlkhLIPw,1,1
7y1xJAVZxXg,11,1
8rHxCmTwyus,1,1
M4_bAACb6cc,2,3
nFuZXQkMg5Q,1,2
G16BjDvNGsU,1,1
qfJP77kDMRQ,1,1
v1lYnqjzH7o,9,3
VKNzht-JOXE,1,1
_Y-TWFKw4tU,1,1
EUWCj-d2heM,1,1
y4X3OSd6HzY,1,2
DkbG84Dq1rY,1,1
Iecl9RSdc34,1,2
iLf3NB2SRA4,1,1
ivXhHOUPF7Q,1,1
AHgL8fZbaq0,1,1
aYaj8aqkdbA,1,1
G-SWFBgiJEw,1,1
47NWmhalMD8,1,1
snwXT6tfqUU,1,1
SYtni31jIMM,2,1
_kKcJUPnz8k,1,1
bYm_oEO5iyE,4,1
qzv6EhE7Cbo,5,1
gGbT0l3LoTs,1,2
PgygIuf8b8E,2,2
yGhEdcwXxdE,2,1
_iudkPi4_sY,3,1
tKW3vKpPrlw,1,1
ZWH2fdzZmLc,1,1
knwNeeExO6w,1,1
yo_5Qy32wPg,2,1
8ZUoYGAI5i0,2,1
IQMGgMw-gq0,2,1
F4VoVLlyuS0,3,3
rPAu-tksO-s,2,1
t6m49vNjEGs,1,1
kybenSq0KPo,1,1
kjAgBbO3KJU,1,1
hsVLWlfAleg,1,1
tq5LdcaEZuc,3,3
tzkyGXYks6U,1,1
bWtH6VIfnAQ,1,1
JUrd0h8-a6A,1,1
zco4jN7zouI,2,2
z-QqmJimv_U,2,1
0b51SKLTZNY,1,1
CKgRZ0Ttfzw,1,1
MPrTZUosFdU,1,1
LGJ6D3KNJ9E,1,1
Z6U6LIemQIY,2,1
M5jgxWcCTe4,1,1
b3dSRxtlj6U,2,1
1YwxUMjkye8,2,1
lj7QRP37Wn0,3,2
A_set7Do_gg,1,2
2Vl5tEgtOoI,1,1
R9fgWop8wZI,1,1
SbWEuF99vZg,1,1
XzzP1ui_aGk,7,1
bSjVZEYEC1I,1,1
z6AxFwXNuRM,1,3
R2O3dkPVfco,1,1
nJqQi0msdq0,1,1
sC7sdjjqRrg,1,1
FS7VAqQ6eT4,2,3
Z02cpmj-FXQ,1,1
RBnxKg4eOk0,3,1
KmH00rza5Ds,4,1
dIZsI7QKNK4,1,1
PvOgjowzVr8,1,1
DMcVGr4BoSc,1,1
0oW_aMuwI2M,2,2
lDjiIs0cqDg,1,3
siyW0GOBtbo,4,3
NNOyxYYQUyA,1,3
sGADIXhJje8,1,3
HAnw168huqA,3,3
CdVWmJXoZqk,2,3
_x5AnAmJLAA,2,2
erMvGQwiUSo,2,3
JHqKpg-LeYc,1,2
QC2yOrXfkUs,1,1
dQf_vE7tOlw,5,1
5h64_fTOUVg,3,1
ZKMVvKI87yw,1,1
uT_GcOGEFsk,1,1
pi86Nr9Mdms,1,2
-fjmSE9Ez6w,1,1
AbH2tJrCoAE,1,1
yu-w-baYJ3s,1,1
b-KK6X4xxGs,1,1
ahNWUhKkbC8,2,1
T2br1fAKOGU,1,1
VN_-r9qGacQ,1,1
1jFMroHSi0Y,1,2
mmPZ_rWN8Sc,1,1
jDIZS4IQlQk,1,1
Bg_Q7KYWG1g,1,2
fTCQ2IA_Zss,1,2
2P-rTmujgS4,2,1
Uq-4aqqXCD4,1,1
1mCL_pxr0zk,1,1
Qgo_oQednXE,2,1
2SxXjN7WT90,1,2
8l-YpiiBH4o,2,1
pxBQLFLei70,2,1
k6hTa5ti35E,1,3
gI5qV-kvLeg,1,1
RYYf8cLUV5E,3,1
2O-iLk1G_ng,2,1
yoc9whnOs4o,1,1
MY_4VmvXrMw,1,1
TftGVf5345g,2,2
iCx_b_ODqqU,6,1
_U7mshkeH20,1,1
82Oh6xJ25U0,1,2
HFL9FLygC6g,3,1
N-bZ2kmr1yA,1,1
ApGwGYXM6q4,1,2
q4ONRJ1kTdA,1,1
hVu844ZcCdU,1,1
t6rHHnABoT8,1,1
YtdE662eY_M,1,1
ND4Kn1wtrVg,1,1
U4XknGqr3Bo,1,1
T3YeonnAXyU,2,1
Tg9cBJNiHYg,1,1
TsA4SHhUzt4,1,3
4lzs5wpLkeA,2,1
4SvkaK2Al0o,1,1
jHASGSss7RQ,3,3
Bmvxx_YbDsM,2,1
4WvKeYuwifc,7,3
gujPVrvskPE,1,3
6774taZjIRE,1,3
R3TtuMLPYLA,1,3
Wx_2SVm9Jgo,1,3
NU0RqwweuWY,1,3
5r90DYjZ76g,3,3
UDmBEx-ibpM,2,3
Q8euLzn01eA,1,3
N0x9MmKIzXI,1,3
zDbq7y20wpw,1,3
1xbt0ACMbiA,2,1
LY_Yiu2U2Ts,2,3
R_ViOLgvsuY,1,3
9vit2Myiwro,1,3
jdNDYBt9e_U,2,3
ZcDwtO4RWmo,2,3
NxFkEj7KPC0,2,3
ozfhJ5zZ5yg,2,2
Kz_F0oGb3QQ,1,1
EdDeNih73eI,1,1
vSSxF-rhOYo,1,1
VfG6_bie8y8,1,2
qDUWdnFrYSk,1,2
zURVpUZf7qA,2,1
8MpStkuNKEc,1,1
ECch2g1_6PQ,1,1
-E4OqN9tJnw,2,1
a_wuykzfFzE,1,1
-VI5zDQJoN8,1,1
NDa_SpvbeCQ,1,1
n1QEj09Pe6k,2,2
KgsxapE27NU,2,1
hiRBQxHrxNw,1,2
HCT-FurFVLQ,2,3
dGXahSnA_oA,1,2
Egzd7PsmNTo,2,2
mCx77zaPW6M,1,1
MP1OAm7Pzps,1,2
u3SuVLiFkos,2,1
pT18Ba73orQ,1,1
VgaCMpOkAzc,1,1
4HchGsN7eM4,1,1
2zaUOUiNjJY,2,3
ZR2GpiDE4FI,1,2
N4PW66_g6XA,1,1
ql0Op1VcELw,1,1
EJxwWpaGoJs,1,2
bL2WPDtLYNU,2,1
TNUomfuWuA8,2,2
E3jfvncofiA,1,1
zcikLQZI5wQ,1,1
cmtCtP5UXRk,1,1
SjWYbDFmkak,1,1
RN5abyeO4Ok,1,1
-w7gzIQAHf0,4,2
p7Cq2z3vGZ0,2,1
Vkmu7IJCreA,1,2
bEghu90QJH4,1,1
VYl8RI6DuoQ,1,1
OxhUmwP4AoU,1,3
4zEMv_9Edd0,1,2
hwnY_toqvVM,1,1
sBr8hbtyMtk,1,1
v394vC23HW0,1,1
imm_j1dURnc,2,1
-RUtxxMUDd8,1,1
Qaf6baEu0_w,1,1
csoP8Didoi0,1,1
6BsXLnLn9ok,1,1
lfo8XHGFAIQ,1,2
dWr29KIs2Ns,1,1
4GemXQ2ARA0,1,2
BfNEOfEGe3I,4,1
ENe89j89tBA,5,1
f7MzFfuNOtY,3,1
YhhH3xtImLM,1,1
o9La48OPwnc,1,1
zN3OiiBlla4,2,1
KKGjANiHm_o,1,1
C_9c7639VU0,1,2
op2Ci9qO68A,1,1
LWtnHFYF3js,1,2
R3V94ZtmdbQ,1,1
jH_OI3Sfo0U,1,1
0qCmjSKAlvk,1,1
_eda_3_Q0CI,1,1
4Cl0kVE94E0,1,1
SN7YFw3pQKI,1,1
S3KHOXq4-Oc,1,1
lVxlRLyCS9Y,1,2
5E8fAw5-gas,1,2
0JDoll8OEFE,1,2
7Lc_dlVrg5M,1,1
ecxCL84n26g,1,1
h5cm7HOAqZY,1,1
UwNqdc788QM,1,2
dP-pLUgw3j0,1,1
2fS9ixfQ_no,4,1
SENlu34OazM,1,2
T0Z73Zbtlyg,1,1
S_L70MPKADo,1,1
HNTfLGt59qo,1,1
kFtlY4HkfvY,1,1
HIaMTQpFsrg,1,1
3Xa_PHpFB5c,1,1
hi5GVXYlxg8,1,1
87a9-wgkCaQ,1,2
V0WEA52rDLY,1,1
lP-Aj9gBih0,1,1
4-Gx23vH0CE,1,1
beRlvujKZRQ,1,1
4TVvRqBvnys,1,3
r1AP6TCvdTA,1,3
et8Cn9q_A-g,2,1
qzv_wQBkSvM,1,1
itdYS9XF4a0,1,1
Zo4gRhG90S4,1,1
I2vYr6gx56o,1,2
ATAudjynAi0,1,1
Kj5nCaqd58Y,2,2
52NSTjTXYlU,2,1
6Z6wDTRcTL8,2,2
gkllFaRbGxc,1,1
bFf7qdZfHvw,3,1
As2-JwaH3BE,1,1
c0w7R5s6Zq0,2,1
BGwG4cMiTjw,1,1
m8WMtfycYsQ,1,1
qHVPJJ33b2M,2,1
WMaTyg8wR4Y,1,1
XSGRd5Ve1zI,1,1
vikg-h3KktE,1,1
ifcInHC2p7w,2,1
3ukLLCtdUU4,1,3
Isa5c1p6aC0,1,1
lbqyQqEO8ME,1,1
VxCLop9apQA,1,2
PI5dv_5CsJE,1,1
Q5YJ7mh8zWc,1,3
EBebWBjpWIQ,1,2
TiUNcxEvI74,1,2
kjURsDCIJws,2,1
EBLh_GAE7_w,1,1
yL8BKvWV0UM,1,2
TCzar0oJ3jc,2,3
h7gL4c9d8ic,1,1
sfk4Zul_Gd0,1,1
HCdqWNn6bsA,1,1
F-nNTGK0wFw,2,2
YzhSmnGcSkE,1,1
c2cvn9y7rVA,1,1
maT1vk8iOLk,1,1
3FaqdlY_9pA,1,1
RnWCGwB7idc,3,1
dhW0YQf_aoc,1,1
2wT0H21lMjg,2,2
KqpmAdtn6d4,1,1
qX6ONPQGBfo,1,1
8pohjm89TCA,1,1
ZVlZMOB-Sq0,1,1
aZF2zlRP10c,1,2
mTwS9_PReM4,3,1
_mgDW_U1prQ,1,1
8-dWSIUNF10,1,1
jyRLJPLTCGA,2,2
Z3OXagZzr_A,1,2
GDU7lEmiiD8,1,1
GofREVeNbcw,3,1
TjybXsyCjv0,1,1
LIjxV9QsYGU,1,1
tJNk7DcFIkk,5,2
TZH-K0theTg,1,2
4sx_AxoK7Cc,1,1
w7hnM6_3WV4,1,2
yk-3x5N9aL4,1,1
YhibHGWFVaY,2,2
TYxg3D6uQVI,1,1
Rtafn6lM-cs,1,1
PeHc4vbQrNY,2,1
6UDLnjh9Y0M,1,1
Bj20TKaRgN8,1,1
MN7W0Vs4xrk,1,1
YT5VECbL3Os,2,3
xcVzEJdkGEE,1,3
VyPGeFbe5hw,2,3
SDdkkTLCUUQ,1,1
LzrAKrWz05M,1,1
DpEtc6F9Jl0,1,1
LpsxXpIyAoI,1,1
o7gvOPz1CdY,1,1
G1HdmjDXv7Q,1,1
YJ0c7V9aeng,1,1
z0ish567ZgU,1,1
1P6O2hYRvT0,1,1
hx1tEXrYZLE,1,2
1biDxaT0ED4,1,1
3saEeDkemOA,1,1
9yJ7XfB1ydA,1,1
GPLeQ3R6W5A,1,1
-3fnVLHXu5c,1,2
EYPs-ya_GDA,1,1
UQCipqsjsW8,1,1
jey_CzIOfYE,1,1
j0GL_4cAkhI,1,1
Y0c5nIvJH7w,1,2
URKkqvX267k,1,2
uaDienwfOBc,1,1
SgOTaXhbqPQ,1,1
XI5frPV58tY,1,1
PwwgGOBw1oE,1,2
1FMUysy5fss,3,1
1KEe_615yUE,1,1
c0Z7KeNCi7g,4,1
hBl0cwyn5GY,1,1
vuoOZRK1gO8,1,1
QoqohmccTSc,1,1
rojft7g2BSI,2,3
eLhctg8j5kI,1,2
WJ_5PpzY_Tc,2,1
MVq7-XkEX_o,5,2
JrsIhrv0nxQ,1,1
1XDpa2HLXV0,1,1
PPySn3slfXI,2,1
Y12mA5oLSgM,1,1
MULmRFaMcw0,1,1
3TX-Nu5wTS8,2,2
U_hbIPJuiac,1,2
W0jTZ-GP0N4,1,1
6pY7EjqD3QA,3,1
RA7Kh6cgwks,1,2
3vRr-A-_j7E,1,1
TdlyV7fZpEY,1,2
_0hxl03JoA0,1,1
tNM8zQ0Wla8,4,1
6ZyxrLG6j64,1,1
REHMEA7FfJ8,1,1
bzVCIhP7Gmk,2,1
aa0dzZlPsGM,2,1
N5e8juvBrp4,1,1
Nr6wiT3ElVo,1,1
5oQbCOz9nlU,1,1
LgDCRegyo7Q,3,1
WXZm_RSTaKQ,1,1
h3vei4jUjtY,1,1
_NL9fXY1Xdc,1,1
kwnPgscg0vU,2,2
M7w986ni7_g,1,1
8AadwkiyOck,1,1
hLkdPS4pY5k,1,1
vKMNZyJRhBg,1,1
tJ3vN22KFYg,1,1
SOqZA5iT2dI,1,1
AmbKQmy4RZA,1,1
eTu9kgsZoV0,3,3
JEH4fNOqIjM,3,2
JVas26AFeAs,1,2
1_yOI_WVGdY,1,1
89rCmjb9wHk,1,1
4_G1uVrzLU4,1,1
8wRLQ8MVi0Q,1,2
IZfMfN1Z-Zg,1,1
WRXBtQZ0zrQ,1,1
tJmrODCZmmw,1,1
lbarjpJhSLw,1,1
kdAVn5JWkhs,1,1
nP3ey0DT4Qs,1,1
n_yR7uz2ftE,1,2
rLD17r0U2D0,1,1
l312_qj6quQ,1,1
lv3PDZVz52Q,1,1
n1JNuFPiTbs,1,1
i_irOlBJKWc,1,1
Fj0N2iS5g_k,1,1
9lQLXArjNs8,8,1
j48Z3W35FI0,1,1
iMkVwr-K4WA,1,1
4yugDvzvv04,1,2
NikuIurQtiM,1,1
l0CtmrMtGu4,1,1
YtgpHFUAGEA,1,2
-vew6LJPtKY,1,1
GzhdxSsoT0g,1,2
yhB2YEpfYQo,1,1
Q1lU6vfhi4Q,1,1
b3m-5wT_oNs,2,1
LM2iVXAA770,1,2
2XvMZmcVPf0,1,1
GESBI9pWWmI,2,1
DIZxqQl1QJc,2,3
OEifM-CkXWQ,1,1
g53DkNWRgDE,2,1
zJ-ZPv05cRc,1,1
eV77b6f4zqM,2,1
L-MuER-31SI,1,2
R2NzN1ew9j0,4,1
7nL10C7FSbE,1,1
IPe3aUGMafY,1,3
RSwwO00qeB0,1,1
NDXnBcCvkOc,2,1
lD9ZPQrZdvg,1,2
3sm-XGVca3c,3,2
_XneTBhRPYk,1,1
44ig4q-wo0Q,1,1
EkRRo5DN9lI,1,1
awNWfIKKIBo,2,1
fCXtjr0SrX0,1,1
SpCLTWsPT8M,1,1
kA9PAgPg838,3,1
OykXhUK2S04,7,1
v_1UO1GTsg0,1,1
F8YaG7aPJbU,1,1
ITfn1XOwZVo,1,1
k8IF5jZXosM,1,1
RAjuyhLMV6Q,1,1
eSCMtpNCAgs,1,1
ClQgxTgIQNk,1,2
b8XfPeVsD6w,1,1
lA2Hu1pildY,6,1
DRlsjTVC5HE,1,1
iwGTQdgYeDY,1,1
hC4eog5cY9Q,1,1
0ENOJBLVgjw,1,2
B2Fiy8DY63A,1,1
CeibmZzfkA8,1,2
S8tWQ7Ubt_s,1,1
6_NzXdJWCco,1,2
Y22F9O3A0EM,1,1
jfiJrSMaAcY,1,1
BTlzhBY2hco,1,1
StcHqlUZn4g,1,1
b2N5lB0-iok,2,1
IsgVFplffl0,1,1
SlX-1mEMa4U,1,2
5oKMD8iuAJY,1,1
o5peOhJbSvk,1,1
UlWqj4n7AGg,2,1
UD0iJLB590U,1,2
b2QNNvZ_vmU,1,2
LhqLn1wKJAw,1,2
hdpRl2A6lZ4,1,1
_SzZhhp2fgs,1,1
F9dzzxWsTqg,4,1
PgKXuGiHCGo,1,1
kW304fXuG1M,1,1
3-sc4rlV93g,2,1
AZsiAISEq7s,1,1
3Pqet4Bp_w4,7,3
AQuPMydVRoQ,1,3
Ch_hoYPPeGc,2,1
_o7vV7miEGs,1,3
ijGyHNWUGAM,3,3
qiESb9HwsAs,2,3
AYhdlHiCqas,7,3
Pm3a6B26HFc,2,3
aeu7moSGLeA,2,3
q4o-8gLK2A8,1,2
ROjW2UxFJv0,2,1
sfSpq0KmC8o,3,1
dngr21U-_IY,2,1
nRBRxwldgNU,2,1
MA9ZjF3Szdo,1,1
IWbQyRAvZRc,5,1
CXOVB4Zw9LU,2,1
lv5pavmipjw,9,2
UmoSqhJVlFI,1,2
QRsCXUkTJyM,1,1
0-H5utKlWtg,1,3
RKPUI6P25jI,7,3
C68pNP2GCA0,7,2
Eue_tAory8k,2,2
JdnWmKnUcWg,1,1
qmVvSDpej3w,1,3
_OILuF8Tvo8,1,1
vAnxaYDRGek,2,1
EmBQ_etNz4A,1,1
U7rpSjo5LRc,1,1
m4HqfrZwhog,1,1
Gu9Jf6V2JwA,1,1
r4VKhKU1gTQ,2,2
48UGS9zi948,1,1
hgxpkXLGD98,1,1
ksOnBy8P4iY,1,2
R3IqpuAodHQ,5,1
DkSYF_YpjDE,1,1
wYmrg3owTRE,1,2
Nfe2MoPDdkM,1,1
udZ79wqA8hc,4,3
B_am0oaoPNw,2,1
dn_IDmHYzFs,1,1
BfubdVY4vg4,1,2
kSnzcPXndVc,7,1
oTkHsF4CQNI,1,1
tUhQ6XIzqSw,2,1
UlFef-_VArg,1,1
j81xOLS1-BM,1,2
PZhBRSxq0kM,1,1
N-8zrTdvxSA,1,1
Z9Z5gGaChvk,1,1
907bGTXy2rU,1,1
zi4n25gE_Ns,1,2
1X8hsPklmaw,2,1
PyNU7sQFU6U,2,1
I3IEv3CLI4c,1,1
WRiTuD9VTNo,1,1
BiTdcF-pi5k,1,1
EqulyMs_M2M,2,1
GDIc_HAwnAw,1,2
5ZgICeN3Oc8,2,3
0ZL_q7oUVrQ,7,1
kYI9V_pApuc,1,1
wMmSWnZh0gc,1,1
C5Ox67Bsw0Y,1,1
Ll1i-ALe4gE,2,1
gGxdvkoYqrc,2,3
U-XnWz0WmE8,1,3
NiUmcSmWmjc,1,2
aSYLnPNPCuA,1,1
4PM37Emufy8,1,1
vzK0v_hsWvc,1,1
1ZufziHTQ2k,1,1
Uscc61V9YTg,1,1
fKvPL_tLHdw,2,2
No8-mBek3rs,2,1
z7fVhnUvcvs,3,1
AeLkzWyM0QY,1,3
f4G0nbtLLeQ,1,1
9i_aOi1eaQo,2,1
nPfTmCUXIKw,1,2
sGsgSJ5ZQaY,1,1
QQ8l83uqYcs,1,3
MJNQ-IdymO0,3,1
sMdOivBCgig,1,1
Ml_z4jbguH4,1,1
C-IiiFvfdVo,1,1
MfURZW1_r88,1,2
_JaYiMYbKGE,1,1
dwV04XuiWq4,1,1
ZSHBmS_GG7o,1,1
5GkZRw21kho,2,1
RuR1IMJflvc,2,1
MzIIh5UwR-U,1,1
Z9ciHpT4WuM,2,1
0gxKStPXyn8,1,1
IaIt5SgHl3Q,1,2
GOp889W0u9A,2,2
VcIs0Lvbsj4,2,2
Ryh87mkw7Mc,1,1
jmrPXttwHNo,1,1
iI_M9DP5BGw,1,1
HBv00ZBVrzo,3,2
0gYrmuONGYU,2,1
L_S3KauQWqk,1,1
ICS9cFukRoQ,1,1
n2fnUiAZL9Q,1,2
EUnlc84g47s,2,1
tWMG1PsR21U,2,1
5HXeqR2c6xc,1,1
YTG1EHw1XZw,1,2
kyG_tmCaA_4,1,1
trs1ma03jkU,3,3
IxHHsaqXTIw,7,3
nhwAJPfGkAo,1,3
WwFEEmzqTmQ,3,3
lPy33W0_Xxc,4,3
iuBBTIFgqt4,2,3
CUP_3tNGB2g,4,3
TK5tx35Nv9U,6,3
nZZu2IXlq60,1,3
It_3ICjkBw0,12,3
rZMX4FwUTvc,2,3
j0hI1k8zhxM,2,3
S8FEHc4HDUs,5,3
OFQ5MOcQq3E,1,3
RGAPaMdJosM,3,3
-PFLFfgRWoE,1,3
4pYRyStGURc,2,2
hI4uFmyqnJ4,1,1
-t7jZDHaPDM,3,1
4CQgxefaojg,7,1
7Cn88KyTAF4,4,1
o65dopjgqiU,2,1
2Hhz7gp8HJQ,1,2
Sj8hKLNCVzY,3,1
Ke3Q08MavGY,1,1
