parent_channel,child_channel,out_deg
FOX 13 News - Tampa Bay,"['Scott Lewis', 'deziking']",13
FOX 5 Atlanta,"['X-List', 'On Air With Ryan Seacrest', 'chattanooga times free press', 'Black & Blonde Media']",13
FOX 5 DC,"['CBS Los Angeles', 'ABC7 WJLA']",13
FOX 9 News | KMSP-TV Minneapolis-St. Paul,"['Grey Disciple', 'DJs Rib Shack']",13
FOX Sports,"['Michael Glass', 'Michael Glass']",13
FRANCE 24 English,"['The Hannity', 'FRANCE 24 English', 'FRANCE 24 English', 'FRANCE 24 English', 'FRANCE 24 English', 'DW News', 'Never Stop Exploring', 'ProductiehuisEU', 'Al Jazeera English']",13
FREEMAN,"['FREEMAN', 'FREEMAN', 'Crysta', 'C-SPAN', 'Amicus Humani Generis', 'Domination Station', 'Domination Station', 'American Patriot', 'FREEMAN', 'Media Buzz', 'Certified Liberty', '24 HOUR NEWS']",13
FRONTLINE PBS | Official,"['60 Minutes', 'FRONTLINE PBS | Official', 'FRONTLINE PBS | Official', 'FRONTLINE PBS | Official']",13
FUD TV,"['FUD TV', 'Crypto Kirby Trading']",13
FUELHEAD HD,"['MrShoptaw', 'Machines News', 'MAD LAB', 'Bruce Wilson']",13
FUSION,"['DW Documentary', 'Randy White']",13
Face PC Gaming,"['Face PC Gaming', 'Jonny Arnett -NBA YouTuber']",13
Face the Nation,"['MSNBC', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'MSNBC', 'Fox News', 'MSNBC', 'Gamer 2018', 'NBC News', 'CBS Sunday Morning', 'Face the Nation', 'CBS Sunday Morning', 'University of California Television (UCTV)', 'Face the Nation', 'Face the Nation', 'Face the Nation', 'Face the Nation', 'Face the Nation', 'Face the Nation', 'Face the Nation', 'Face the Nation', 'Real Time with Bill Maher', 'CBS News', 'PBS NewsHour']",13
FaceLikeTheSun,"['Mythra13', 'FaceLikeTheSun']",13
Fact Feed,"['Amazing Stock', 'Fact Feed', 'Mind Boggler', 'Web Watch', 'Talltanic', 'TopTenz']",13
FactFaction,"['#Mind Warehouse', 'FactFaction']",13
FactoFusion,"['Got Talent Global', 'FactoFusion', 'FactoFusion', 'DAVID COPPERFIELD CHANNEL']",13
Factores De Poder,"['NTN24 Venezuela', 'Discovery Channel']",13
Facts About Herbalife,"['StateAlpha Capital', 'StateAlpha Capital']",13
Facts Verse,"['ListJumbo', 'Lutch Green', 'World Unearthed', 'BE AMAZED', 'Simple Willderness', 'Daddykirbs Farm - A Homesteading Story', 'KRQE', 'Fall Line Ridge', 'Did You Know ?', 'Did You Know ?', 'Terrifive', 'Brummies Outdoors', 'Advoko MAKES', 'Cal McKinley - Go Local', 'Facts Verse', 'nollygrio', 'nollygrio', 'Facts Verse', 'The Abundant World', ""Bogglin' Stuff"", 'Facts Verse', 'Top Trending', 'nollygrio', 'Facts Verse', 'Berry Trailers', 'Facts Verse', 'Crystal Kirstie', ""Nuke's Top 5"", 'Top 10s', 'Let Me Know', 'Facts Verse', 'Allec Joshua Ibay', 'Facts Verse', 'InfoByte', 'Top5Central', 'Facts Verse', 'THE TOP 10', 'ComedyOn', 'Trend Wave', 'Facts Verse', 'Heart Of Champions', 'Did You Know ?', 'Did You Know ?', 'Facts Verse', 'Missing Kids Rescued Kids 2', 'nollygrio']",13
Factswiz,"['ErikJohnston', 'bobsurgranny']",13
Fail Force One,"['Fail Force One', 'Fail Force One', 'Fail Force One', 'Fail Force One', 'Fail Force One', 'Fail Force One', 'Fail Force One', 'Fail Force One', 'Fail Force One', 'Fail Force One', 'Fail Force One', 'Fail Force One']",13
FairWertung,"['marktcheck', 'Verbraucher Tipps']",13
Fall Line Ridge,"['Machines News', 'KingOfQuartz', 'tomthesawyervids', 'Keith Veronesi']",13
Family Feud Classics,"['FamilyFeud', 'Johnny Carson', 'Family Feud Classics', 'Family Feud Classics', 'KillianM2', 'Family Feud Classics']",13
FamilyFeud,"['Bonus Round', 'FamilyFeud', 'FamilyFeud', 'Billy Bob Joe', 'FamilyFeud', 'Got Talent Global', 'Got Talent Global', 'FamilyFeud', 'FamilyFeud', 'FamilyFeud', 'MusicTalentNow', 'FamilyFeud', 'FamilyFeud', 'FamilyFeud', 'FamilyFeud', 'FamilyFeud', 'Bonus Round', 'rusty6of6', 'FamilyFeud', 'Bonus Round']",13
Fan Advocacy Network,"['Thor Skywalker', 'BanditIncorporated']",13
Fandango All Access,"['The Late Show with Stephen Colbert', 'OSSA']",13
FarFromAverage,"['BE AMAZED', 'FarFromAverage', 'Attract Great Guys', 'FarFromAverage', 'FarFromAverage', 'Motivation Madness', 'FarFromAverage', 'FarFromAverage', 'FarFromAverage', 'InsightJunky', 'FarFromAverage', 'FarFromAverage', 'FarFromAverage', 'FarFromAverage', 'FarFromAverage', 'FarFromAverage']",13
FarmLife Magazine,"['Efficient Farm Solutions', ""Roan's Dairy goes to the Moovies""]",13
FastTheLatestNews,"['Weird History', 'List OMG']",13
Fate Unbound,"['Fate Unbound', 'Fate Unbound', 'Long Long Honeymoon', 'Fate Unbound']",13
Federica Palma,"['Federica Palma', 'Federica Palma']",13
Felipe Benítez Ulloa,"['Redeemed Productions - Wedding Videography & Photo', 'ABC123']",13
Fermilab,"['Fermilab', 'Fermilab', 'Fermilab', 'Fermilab', 'Fermilab', 'Fermilab', 'Fermilab', 'Fermilab', 'PBS Space Time', 'Fermilab']",13
Fight to Fly Photography,"['Squatch253', 'Fight to Fly Photography']",13
Fillask,"['Fillask', 'Fillask', 'Fillask', 'Reijer Zaaijer', 'Reijer Zaaijer', 'mike holca', 'Fillask', 'Fillask', 'Fillask', 'Fillask', 'Fillask', 'Fillask', 'Fillask', 'Fillask', 'Fillask', 'Fillask', 'Fillask', 'Fillask', 'Fillask', 'Reijer Zaaijer', 'Fillask', 'Reijer Zaaijer', 'Fillask', 'Reijer Zaaijer', 'Fillask', 'Fillask', 'Fillask', 'Reijer Zaaijer']",13
Film For Justice,"['Dr. Katherine Horton - Stop 007', 'Dunamis.TV']",13
Film Independent,"['Film Independent', '92nd Street Y', 'Film Independent', 'cocksandballs123']",13
Film One,"['Matrix Wisdom', 'Zohar StarGate Ancient Discoveries']",13
FilmArtsy,"['Screen Rant', 'EpicMashups', 'Funny Actors', 'Funny Movie Talk Interviews']",13
FilmRise,"['FilmRise', 'FilmRise', 'FilmRise Documentaries', 'FilmRise Documentaries', 'Forensic Files', 'Forensic Files', 'FilmRise', 'Reel Truth Crime - True Crime', 'Reel Truth Crime - True Crime', 'FilmRise', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise', 'FilmRise', 'FilmRise Documentaries', 'FilmRise', 'FilmRise', 'FilmRise', 'FilmRise', 'FilmRise', 'FilmRise True Crime', 'FilmRise', 'FilmRise', 'FilmRise']",13
FilmRise Documentaries,"['FilmRise Documentaries', 'Free Documentary', 'Dunkrag 1', 'FilmRise Documentaries', 'FilmRise Documentaries', 'Manu John', 'FilmRise Documentaries', 'FilmRise Documentaries', 'FilmRise', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise Documentaries', 'dunebasher1971', 'FilmRise Documentaries']",13
FilmRise True Crime,"['Forensic Files', 'FilmRise True Crime', 'FilmRise', 'FilmRise Documentaries', 'FilmRise', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise Documentaries', 'FilmRise True Crime', 'FilmRise True Crime', 'FilmRise True Crime', 'Chicagoman36']",13
FilmesJP,['Al Jazeera English'],13
Filming in Russia,"['Science Channel', 'DCODE by Discovery']",13
Final Call News,"['IRONMUHAMMAD68', 'Saviours Helper', 'IRONMUHAMMAD68', 'IRONMUHAMMAD68']",13
Financial Services Committee,"['C-SPAN', 'CBS']",13
Financial Times,"['Channel NewsAsia', 'Learn Liberty', 'USA TODAY', 'PBS NewsHour', 'Financial Times', 'RT Documentary']",13
"Firing Line with William F. Buckley, Jr.","['Eva Collins', 'Archy L']",13
First Amendment Strike Team,"['HonorYourOath Civil Rights Investigations', 'The California Citizens Watch']",13
First We Feast,"['First We Feast', 'First We Feast', 'First We Feast', 'First We Feast', 'First We Feast', 'First We Feast', 'First We Feast', 'First We Feast', 'First We Feast', 'First We Feast', 'Complex AU', 'First We Feast']",13
FishyThought,"['FishyThought', 'FishyThought', 'FishyThought', 'FishyThought', 'FishyThought']",13
Fix it Restore it,"['TysyTube Restoration', 'Salvage Workshop']",13
Fixed Point Foundation,"['The Film Archives', 'Fixed Point Foundation']",13
Flicks And The City Clips,"['dimitreze', 'Studio 10']",13
FlightChops,"['Jeff Quitney', 'JustPlanes']",13
FloatingJetsam,"['The Royal Institution', 'FloatingJetsam']",13
Florida Citizens’ Alliance,"[""Dinesh D'Souza"", 'Ken Garner']",13
Florida Virals,"['Good Morning America', 'The Late Show with Stephen Colbert']",13
FloridaFlying,"['stefan', 'FloridaFlying']",13
FlySBAcom,"['Bits and Pieces', 'Parker Reed']",13
Flyboytr,"['TigerCreekFarm', 'Engineer775']",13
FlyingTexas,"['Interesting Facts about Vehicles', 'Washington Flyer']",13
Forbes,"['CBS News', 'CNBC', 'TEDx Talks', 'Curbed']",13
Forces TV,"['Dunkrag 1', 'Weekend paradox']",13
Ford Brewer MD MPH,"['Justin Smith', 'Ford Brewer MD MPH', 'Ford Brewer MD MPH', 'The Wellness Hour', 'Santino Rider', 'Ford Brewer MD MPH', 'Ford Brewer MD MPH', 'Dr Sam Robbins']",13
Foreign Policy Research Institute,"['TheJohnBirchSociety', 'University of California Television (UCTV)', 'The Heritage Foundation', 'Center for Strategic & International Studies']",13
Forensic Files,"['FilmRise Documentaries', 'NTT27k', 'Forensic Files', 'Reel Truth Crime - True Crime']",13
Forfuntv,"['Machines News', 'Tiger Funnies', 'Fail Force One', 'MrMrMike1337', 'Fail Channel', 'Nothing on TV ?!', 'Nicky Bazz', 'Heavy Equipment']",13
Forget It Not,"['Did You Know ?', 'Americans Channel']",13
FormerAdventist,"['Rivers In the Desert', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'Prophecy Watchers', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'Prophecy Watchers', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'FormerAdventist', 'Bruce Gore', 'Bruce Gore', 'AlfredStreetHD', ""Jesus' Word"", 'FormerAdventist', 'FormerAdventist', 'FormerAdventist']",13
Fort Worth Star-Telegram,"['Fox News', 'Fox News', 'VH1', 'CNN']",13
Fortune Magazine,"['CBS News', 'Bloomberg', 'CBS News', 'SABC Digital News']",13
FoundMyFitness,"['BetterHealthGuy', 'FoundMyFitness']",13
FoundationINTERVIEWS,"['Joseph Stefanelli', 'givethechanceakid', 'givethechanceakid', 'FoundationINTERVIEWS', 'Zeke62 Nostalgia', 'FoundationINTERVIEWS']",13
Four Worlds International Institute,"['GenSix Productions', 'knmedotorg']",13
Fox Business,"['CBS News', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'CNN', 'PBS NewsHour', 'CNN', 'TEDx Talks', 'NJ.com', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Savage Nation', 'CBC News', 'Fox News', 'Fox News', 'CNN', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Andrew Yang for President 2020', 'WMUR-TV', 'Fox News', 'Fox News', 'Washington Post', 'Fox News', 'CBC News', 'Fox Business', 'Fox Business', 'Fox News', 'Fox Business', 'Fox Business', 'Fox Business', 'CNBC Television', 'Fox Business', 'Global News', 'Fox Business', 'Fox News', 'Fox News', 'Fox News', 'iqsquared', 'TED', 'SpaceRip', 'PilotMax', 'Fox Business', 'Fox Business', 'theDoveTV', 'Fox News']",13
Fox News,"['Fox News', 'Fox News', 'CBS News', 'CBS News', 'CBS News', 'MSNBC', 'SBS Dateline', 'SBS Dateline', 'SBS Dateline', 'SBS Dateline', 'SBS Dateline', 'Fox News Insider', 'HISTORY', 'Fox News', 'Fox News', 'Fox News', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'Johnny Carson', 'The Official 700 Club', 'The Official 700 Club', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'PBS NewsHour', 'PBS NewsHour', 'CNN', 'CNN', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'ABC News', 'TEDx Talks', 'TEDx Talks', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'CountryBall Animation', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Savage Nation', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'abcqanda', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Business Insider', 'Business Insider', 'CBS News', 'TheDC Shorts', 'Fox News', 'Fox News', 'Fox News', 'BBC America', 'Fox News', 'Fox News', 'The Daily Wire', 'Fox News', 'The View', 'CBC News', 'CBC News', 'CBC News', 'PBS NewsHour', 'Global News', 'ABC News', 'ABC News', 'FOX 10 Phoenix', 'CBS News', 'MSNBC', 'PBS Space Time', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Top Trending', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'ABC News', 'Fox News', 'Fox News', 'Bret Weinstein', 'VICE News', 'FOX 10 Phoenix', 'FOX 10 Phoenix', 'Real Time with Bill Maher', 'ideacity', 'Big Think', 'Big Think', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Engineering Explained', 'Fox News', 'American Conservative Union', 'Big Think', 'Big Think', 'Fox News', 'Fox News', 'Fox News Insider', 'Fox News Insider', 'Fox News Insider', 'Fox News Insider', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox Business', 'FOX 10 Phoenix', 'Fox News', 'TED', 'FOX 10 Phoenix', 'FOX 10 Phoenix', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'MSNBC', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox Business', 'CNN', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Big Think', 'Fox Business', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Chris Cuomo & Anderson Copper', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Savage Nation', 'ITV News', 'MSNBC', 'RT', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Church Militant', 'CNN', 'Fox News', 'PBS NewsHour', 'CNBC International TV', 'The Guardian', 'Fox News Insider', 'Fox News', 'Fox News', 'TED', 'Fox News', 'Fox News', 'Fox Business', 'Fox News', 'abcqanda', 'Fox News', 'Fox News', 'Fox Business', 'PilotsEYE.tv', 'Fox News', 'Fox News', 'Fox News Insider', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'Fox News', 'The Late Show with Stephen Colbert', 'PBS NewsHour', 'Fox News', 'Fox News', 'Fox Business', 'Fox News', 'Fox News', 'Fox News', 'JRE Clips']",13
Fox News Insider,"['FREEMAN', 'Crysta', 'Savage Nation', 'Savage Nation', 'Fox News', 'Fox News', 'Fox News', 'WIKIPOLITICS', 'Golden State Times', 'Liberty University', 'Domination Station', 'Informative', 'Savage Nation', 'FreedomProject Media', 'TheBlazeNow', 'Fox News Insider', 'True Liberty', 'CBS News', 'The Daily Conversation', ""Don't Walk, Run! Productions""]",13
Fox News Live Now,"['USA Politics', 'Fox News Live Now']",13
Fox News Shows,"['Savage Nation', 'Savage Nation', 'Fox News Shows', 'Freedom Watch', 'Freedom Watch', 'Fox News Shows', 'Fox News Shows', 'Fox News Shows', 'Fox News Shows', 'Fox News Shows', 'Fox News Shows', 'Fox News Shows', 'Fox News Shows', 'Fox News Shows', 'Fox News Shows', 'Fox News Shows']",13
Francis Dignam,"['silverstream314', 'TheBeastIncarnate', 'Francis Dignam', 'Agatan Foundation', 'patnmax', 'Francis Dignam']",13
Francis Greene,"['ErrorY2K', 'Big Game Productions']",13
Frank Hoose,"['MyRobertadams', 'Frank Hoose', 'Andy Phillip', 'Frank Hoose', 'Frank Hoose', 'TimNummy', 'Frank Hoose', 'Frank Hoose']",13
François Evangelista,"['Perry Stone', 'Perry Stone']",13
Fraser Cain,"['TEDx Talks', 'Fraser Cain']",13
Frazier Savannah,"['THỜI SỰ THẾ GIỚI', 'Frazier Savannah', 'Luiza de Almeida', 'Luiza de Almeida', 'Дмитрий Губенко', 'Frazier Savannah']",13
FredFlix,"['doctrDave', ""MaTeOWaNnA ReMaSt'RzEr of LoLs"", 'Grunge', 'Australian Musician']",13
Free Documentary,"['Woodworking TV', '786hunzavalley', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'Fillask', 'Free Documentary', 'Free Documentary', 'Machine Thinking', 'Dunkrag 1', 'DUST', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'Free Documentary', 'zarcon42', 'Free Documentary', 'Free Documentary', 'Historytube']",13
Free High-Quality Documentaries,"['RT Documentary', 'Free High-Quality Documentaries', 'Free High-Quality Documentaries', 'wocomoTRAVEL']",13
Free To Choose Network,"['DarthMarston', 'American Academy of Achievement', 'Free To Choose Network', 'Foreign Policy Association']",13
Free Your Soul With 7,"['meal', 'David Whitehead']",13
Freedom Speaks,"['Certified Liberty', 'WIKIPOLITICS']",13
Freedom Watch,"['Savage Nation', 'Savage Nation']",13
Freeze Lists,"['ANIMAL MIX CHANNEL', 'Freeze Lists']",13
Fricks Elvie,"['Fricks Elvie', 'LQMB Game', 'Fricks Elvie', 'Fricks Elvie', 'Fricks Elvie', 'US BREAKING NEWS', 'Coldclough', 'whassigo']",13
From Surviving To Thriving!!,"['From Surviving To Thriving!!', 'From Surviving To Thriving!!', 'From Surviving To Thriving!!']",13
Full Frontal with Samantha Bee,"['Mostly Bill Maher Clips', 'Mostly Bill Maher Clips', 'Mostly Bill Maher Clips', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee', 'Montemayor', 'Alex Dilon', 'Politicus Media']",13
Full Throttle,"['Tech Planet', 'Car News Central']",13
FullEnglishBrexit,"['FullEnglishBrexit', 'CNBC International TV']",13
Fun200shhh Tv,"['OMG Facts', 'Bill Ratekin']",13
FunkensteinJr,"['TIME', 'The B1M']",13
Funny Local News,"['Funny Local News', 'Funny Local News', 'Sujan Jay']",13
Funny Movie Talk Interviews,"['Funny Actors', 'justdenise']",13
Funnystuffcollector,['MyTalkShowHeroes'],13
Fury Road,"['Fury Road', 'Fury Road', 'Fury Road', 'Fury Road']",13
Future Lab,"['fullychargedshow', 'Viodi']",13
FuzionYouthNetwork,['Pretribulation'],13
GCMarshallFoundation,"['The Dole Institute of Politics', 'Libertarianism.org', 'The Museum of Flight', 'GCMarshallFoundation']",13
GE Aviation,"['AgentJayZ', 'Kyoko Kauffman']",13
GEORGE CHANIOTAKIS,"['Imperial College London', 'The Good Stuff']",13
GH SUPERIOR TV,"['Smart Ghana Update', 'GH SUPERIOR TV']",13
GIFLIF - The Great Indian Film & Lit Fest,"['Aaj Tak', 'Jashn-e-Rekhta']",13
GMA Network,"['GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network', 'GMA Network']",13
GMA News,"['GMA Public Affairs', 'GMA News', 'GMA News', 'GMA News', 'GMA Public Affairs', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News', 'GMA News', 'GMA Network', 'GMA News', 'imineo Documentaires', 'GMA Public Affairs', 'GMA Public Affairs', 'ABS-CBN News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA Public Affairs', 'GMA News', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA Public Affairs', 'ABS-CBN News', 'GMA News', 'GMA News', 'GMA News']",13
GMA Public Affairs,"['GMA News', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News', 'GMA Public Affairs', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News', 'GMA Public Affairs', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', '60 Minutes Australia', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'Mark Nowhereman', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'Shotokan Kyukushin', 'anne Dioneda', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs']",13
GODDUNNIT PROMOTIONS,"['StichtingSOLMA', 'Roberto Channel']",13
GODISMYJUDGE,"['Philly StreetRace Team', 'Black Biggot']",13
GOP War Room,"['CBS', 'Reflect']",13
GRIM'S CHANNEL,"['Bonus Round', 'Bonus Round']",13
GTG,"['GTG', 'Kenny Morris', 'ivototo ade', 'GTG']",13
GTOger,"['highdesert community watch news network', 'Sergey322', 'GTOger', 'GTOger', 'GTOger', 'GTOger', 'GTOger', 'GTOger', 'GTOger', 'DC TV']",13
GWPF,"['tmcleanful', 'London Real']",13
Galileo,"['FairWertung', 'Galileo', 'Galileo', 'Galileo', 'Galileo', 'Galileo', 'Galileo', 'Galileo']",13
GameFAQsWisdom,"['Gotcha News Network', 'Acts17Apologetics']",13
Gamer 2018,"['Gamer 2018', 'Gamer 2018', 'The Hannity', 'Face the Nation']",13
Gaming Gossip,"['Got Talent Global', 'MusicTalentNow']",13
Gary Allhiser,"['CoasterFan2105', 'NATIVE NOUSE']",13
Gary Carter,"['HGV Dash Cam Footage', 'Gary Carter']",13
Gary Gramling,"['Classic New Orleans TV', 'Alan Eichler']",13
Gary Peterson,"['Alex Munro', 'Groucho Marx - You Bet Your Life']",13
Gary Zukav,"['OWN', 'Gary Zukav', 'Gary Zukav', 'Gary Zukav', 'Gary Zukav', 'Gary Zukav']",13
Gelix Close,"['ADVEXON TV', 'Masert duk']",13
GenSix Productions,"['GenSix Productions', 'Godrules', 'GenSix Productions', 'Rob Skiba']",13
General Commission on Religion and Race of The UMC,"['Crysta', 'Seattle Channel']",13
Generation Films,"['Grunge', 'Generation Tech']",13
Generation Tech,"['Generation Films', 'Junkball']",13
