parent_channel,child_channel,out_deg
UCEY1ejsweY4DgMwOVJeEaBA,"['UCEY1ejsweY4DgMwOVJeEaBA', 'UC4pTrQqndbuz1XxGyp_i6Zg', 'UC8zVdKGantAaHGdGDmyeEoA']",13
UCEYLdM2bdhmw-TS3c0TjFNw,"['UCEYLdM2bdhmw-TS3c0TjFNw', 'UCEYLdM2bdhmw-TS3c0TjFNw', 'UCEYLdM2bdhmw-TS3c0TjFNw', 'UCEYLdM2bdhmw-TS3c0TjFNw', 'UCEYLdM2bdhmw-TS3c0TjFNw', 'UCH41Q1sp4_h5cguBaUYAHqQ', 'UCEYLdM2bdhmw-TS3c0TjFNw', 'UCEYLdM2bdhmw-TS3c0TjFNw', 'UCEYLdM2bdhmw-TS3c0TjFNw', 'UCEYLdM2bdhmw-TS3c0TjFNw']",13
UCEZE8Efmed6TfgN1BJSFDng,"['UC6L1BFNKuQb6jqf8jb0rlEQ', 'UCqH-qoS5rU2pEKPtWnfCzHw']",13
UCEZWc7vyAShar0hJVEVlmwA,['UCJWJfUI3imMPCj3FXTllGhw'],13
UCE_--R1P5-kfBzHTca0dsnw,"['UCPD_bxCRGpmmeQcbe2kpPaA', 'UCiP5wcrt10b49in1db3qkGw']",13
UCEbF8h3T2XvEmw_uNWd0hUQ,"['UCQxdMMwjFXLcPQ65M-8MByg', 'UCQwT19wQm23dVTOHiap-u7w']",13
UCEbU52pOVZ_JNsfQGT0OcHA,"['UCZaT_X_mc0BI-djXOlfhqWQ', 'UC3ZAfS1Z3J_Itfy7Rp745cg', 'UCEbU52pOVZ_JNsfQGT0OcHA', 'UC3_WamCQSQbP6weftHQkRVA', 'UCl8vmJIqxQeg5R_BohRSvDg', 'UCEbU52pOVZ_JNsfQGT0OcHA']",13
UCEbwPic2U3uIUKUGjkOr0rA,['UChQFfKPfdkuXLFkSM24sSbA'],13
UCEfs_wnU9kwD4_WWC-myVYA,['UCvS6b-XRCzb0AGF4KtM816A'],13
UCEgHpnAtGtt8GyFS6G2enLg,"['UCm344bNV9IDtdc9MC-Aw0yw', 'UCEgHpnAtGtt8GyFS6G2enLg', 'UCEgHpnAtGtt8GyFS6G2enLg', 'UCH-ErMezMrjFimjdHaBbhHA']",13
UCEgYhf84VjXDz-W7a9-rdCQ,"['UCEgYhf84VjXDz-W7a9-rdCQ', 'UCEgYhf84VjXDz-W7a9-rdCQ', 'UC6oRG0rIAIQAaKcBMS8w7hA']",13
UCEhJLsShZt8McryMf_DHLZQ,['UCigPwB_DERbV5BlwV4OY9mw'],13
UCEjob60oMSyDc11qB9EJb_Q,['UCEjob60oMSyDc11qB9EJb_Q'],13
UCEl_a5NNIpC80qImSecHQkA,"['UCLhnUdWkXyAJTQ34qw5ormA', 'UCf3YrYY7VJPqonRtRRlHAVQ']",13
UCEmKj1lIrofRdzWuRV0TTBA,"['UChvjVfQxmWncuevxfDxq-qg', 'UCEmKj1lIrofRdzWuRV0TTBA']",13
UCEpXutdtH_IlNEts3gx7vfA,['UC6n_HeL8xgWIQsKsWs4KO4w'],13
UCEqKKebvZbAQoD3NRIn4jaQ,['UC7LTkaePoUYc5N3D0Uc5JRQ'],13
UCEqzvZxdGAQ8LyfZoDlk9TA,['UC16XnyWT1iFYuIhQVrbtQIQ'],13
UCEs-zSwH2NYGskxF-ptoT1w,"['UCUxc0iEpV8wZV4WLOui0RwQ', 'UCw3fku0sH3qA3c3pZeJwdAw', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCW0dnvm9NRJYbmKxhtnpWqQ', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCp0hYYBW6IMayGgR-WeoCvQ', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCEs-zSwH2NYGskxF-ptoT1w', 'UCEs-zSwH2NYGskxF-ptoT1w']",13
UCEsAUOXRw6GLZz9gv1vKNTQ,"['UCn_XS9lTZxm-PUTmjSkzTwg', 'UChptDyxepnGWQa1Z4FS3_2w']",13
UCEsJiTDJ3A5QelEo_DNr-Qw,['UCEsJiTDJ3A5QelEo_DNr-Qw'],13
UCEszlI8-W79IsU8LSAiRbDg,"['UCmOCpBKeoBPp-HwarhIBA2g', 'UCsT0YIqwnpJCM-mx7-gSA4Q', 'UC9pYOJPB5UYlMlGKKZWo-Bw', 'UCEszlI8-W79IsU8LSAiRbDg', 'UCEszlI8-W79IsU8LSAiRbDg', 'UCEszlI8-W79IsU8LSAiRbDg', 'UCEszlI8-W79IsU8LSAiRbDg', 'UCEszlI8-W79IsU8LSAiRbDg', 'UC2C_jShtL725hvbm1arSV9w']",13
UCEuMQ0H-7VYfox21BvmjjsQ,"['UCJkc1COQO0WiZ2CI7dRdwAQ', 'UCGWkDcYbDKP9r--ym28YwAQ', 'UCGWkDcYbDKP9r--ym28YwAQ', 'UC2hMKdWmTBVJ_PnD4Utubbw', 'UCotp-2HoG2QI4PagzkCnA6A', 'UCw3fku0sH3qA3c3pZeJwdAw', 'UCBi2mrWuNuyYy4gbM6fU18Q']",13
UCEv1W3P9FpalPhiukyeA7Gg,['UC9PgFYNHKFzMTgnXW5acjug'],13
UCEwIUtFBhaI2L2PuKv0KL2g,"['UCEwIUtFBhaI2L2PuKv0KL2g', 'UCxrT8mcDpBM6z_a21fsWHRA', 'UCKk1DfbCOBm_42PMyz7HqEA']",13
UCEyr6FYPqXj3agOBSBPyLWw,"['UCSSqc6uBFz_yx-LBrjyRrvw', 'UC7w6Xs8EduiNp6_mcZLJHdQ', 'UCEyr6FYPqXj3agOBSBPyLWw', 'UCEyr6FYPqXj3agOBSBPyLWw', 'UCEyr6FYPqXj3agOBSBPyLWw']",13
UCF1B7fSwgL1A5Ce77E1_zLQ,['UC3dOr5Bu5Y4H3ysou4F1-QQ'],13
UCF1JIbMUs6uqoZEY1Haw0GQ,"['UCUpgAaom7CiLGVaj2Yw_Vbg', 'UCF1JIbMUs6uqoZEY1Haw0GQ']",13
UCF326xyA0QHI7Z5xAwKQDJg,['UC1DGpYiEiqBrQtYXFbLhMVQ'],13
UCF4LEacx9sDvAbEJnlaJfKQ,['UCxZMOY2RdtK6LQUbIYgec4A'],13
UCF5I8e663JxssPWf1fb7zKg,"['UCF5I8e663JxssPWf1fb7zKg', 'UCF5I8e663JxssPWf1fb7zKg', 'UCogwMpkLankTVtmkO6ldEkA']",13
UCF7jMw3AKK6eKIUZihF3Y3A,"['UCFnbMhff2fJ9Zf8i_vuRNIg', 'UCR9EuMWhNOQ5xbMRnAxl5Vg']",13
UCF8HUTbUwPKh2Q-KpGOCVGw,"['UCIHdDJ0tjn_3j-FS7s_X1kQ', 'UCF8HUTbUwPKh2Q-KpGOCVGw', 'UC8p1vwvWtl6T73JiExfWs1g', 'UCrp_UI8XtuYfpiqluWLD7Lw']",13
UCF8X-WXpO3oW_RzOb9zEcAQ,"['UCF8X-WXpO3oW_RzOb9zEcAQ', 'UChi08h4577eFsNXGd3sxYhw', 'UChi08h4577eFsNXGd3sxYhw']",13
UCF8wolFTq0_yuI750CC7Wcg,['UCeH0QW6Nzu4-Wd23R7hAp5Q'],13
UCF99RBk6coVNS5JXolcukdw,['UCTfdxr97xdMdtsqW3hjubdA'],13
UCFADw8u-NI7OOo0aw5xvf_Q,['UC522meTsOjFWjSdLLrEMMBA'],13
UCFB5MZ1uYOsGgg7kVZazp1g,"['UCnoUKype0fVkWtCleYWBT1w', 'UCFB5MZ1uYOsGgg7kVZazp1g', 'UCFB5MZ1uYOsGgg7kVZazp1g']",13
UCFC2gKgUIdE0S4z09EMAMvw,['UCbGDA2DswV2rnEbbzdMxwbA'],13
UCFC8Vt3FY_7svm_SOBK5aIQ,"['UC51AinQBFYvMpmJiY7FR_1Q', 'UCFC8Vt3FY_7svm_SOBK5aIQ', 'UC5ujvySyX2svDmsle_--dpA', 'UCFC8Vt3FY_7svm_SOBK5aIQ']",13
UCFCTrfb1JUJjs3Im8OZDtBw,"['UCFCTrfb1JUJjs3Im8OZDtBw', 'UCFCTrfb1JUJjs3Im8OZDtBw']",13
UCFDidMd82mpDkKijLUqHp7A,"['UCIHdDJ0tjn_3j-FS7s_X1kQ', 'UC3XTzVzaHQEd30rQbuvCtTQ', 'UCaXkIU1QidjPwiAYu6GcHjg', 'UCOTPo2y-NHJjg1EuENrxypA', 'UCFDidMd82mpDkKijLUqHp7A', 'UCDVYQ4Zhbm3S2dlz7P1GBDg', 'UCLXzq85ijg2LwJWFrz4pkmw', 'UCFDidMd82mpDkKijLUqHp7A', 'UCFDidMd82mpDkKijLUqHp7A', 'UCqFzWxSCi39LnW1JKFR3efg', 'UCFDidMd82mpDkKijLUqHp7A', 'UCLXzq85ijg2LwJWFrz4pkmw', 'UCFDidMd82mpDkKijLUqHp7A', 'UCa6vGFO9ty8v5KZJXQxdhaw', 'UCLXzq85ijg2LwJWFrz4pkmw', 'UCXZLPMShQcI18Uu7uwmihSQ', 'UCMtFAi84ehTSYSE9XoHefig', 'UCFDidMd82mpDkKijLUqHp7A', 'UCIv0wH_CdWgttwX6B-Cyt8w', 'UCDVYQ4Zhbm3S2dlz7P1GBDg', 'UCFDidMd82mpDkKijLUqHp7A']",13
UCFFCXc9MraTEZ7rbt9f_7oA,"['UCJg9wBPyKMNA5sRDnvzmkdg', 'UCbzRzJNHx7ZLlJML9BjZQVQ', 'UCFFCXc9MraTEZ7rbt9f_7oA', 'UCFFCXc9MraTEZ7rbt9f_7oA', 'UCWPQB43yGKEum3eW0P9N_nQ', 'UCFFCXc9MraTEZ7rbt9f_7oA']",13
UCFFRFz7Dou2xDOlBYmIjsAg,"['UCqHr8Y29dVnwiJaNRD4aXrA', 'UCPKCf06mjHRFrNwWRVRqWJg']",13
UCFM5Rd4OHzl_kxZNC9EoOvA,"['UCFM5Rd4OHzl_kxZNC9EoOvA', 'UCVFYikepF-avelvuIaQ_lHA', 'UCFM5Rd4OHzl_kxZNC9EoOvA']",13
UCFQ6Gptuq-sLflbJ4YY3Umw,['UCzQUP1qoWDoEbmsQxvdjxgQ'],13
UCFQ_Mfg6_5tnElf6JJA9fdw,['UC4rlAVgAK0SGk-yTfe48Qpw'],13
UCFQgi22Ht00CpaOQLtvZx2A,"['UC_E4px0RST-qFwXLJWBav8Q', 'UCTrQ7HXWRRxr7OsOtodr2_w']",13
UCFRP5HEKjXt-KQyR1LG7jwA,"['UC0L1suV8pVgO4pCAIBNGx5w', 'UC0L1suV8pVgO4pCAIBNGx5w']",13
UCFRdFX29bDTKu-BnCXSZriw,['UCrvhNP_lWuPIP6QZzJmM-bw'],13
UCFSILgKCKo35QYGz8Kob51g,"['UCAuUUnT6oDeKwE6v1NGQxug', 'UCYtXWBOTmJNcsVFE0DKybug']",13
UCFSbfJhPz8WRJeMCDZiayHQ,"['UC_knzpag39gaAIPNaocR3yQ', 'UChyM83KlssL1K1atzN-capw']",13
UCFTXfccqfkzxItFk0_gAWOw,"['UC03uDwvT6Jy2YjYJAsU4J7g', 'UCzG30Vh6IQuDEVWznYwI0xw']",13
UCFYQ0gJgERmR3Hhj4lBuI7g,['UCPHK14vdO-dvH8By2Wtk0IA'],13
UCFZFIo4_-n2fCikz42WrKUg,"['UCIHdDJ0tjn_3j-FS7s_X1kQ', 'UCw-kH-Od73XDAt7qtH9uBYA']",13
UCFZO6aPugMrZjUOobX7IQDA,"['UCJWJfUI3imMPCj3FXTllGhw', 'UCFZO6aPugMrZjUOobX7IQDA', 'UCFZO6aPugMrZjUOobX7IQDA']",13
UCF_vufCDJblr_jlHyN0bnfA,['UCecXxbQx7-kk1-mjz6fRB5Q'],13
UCFbb5v6I-bxiQfZumWn2S2A,['UCBEA4tDfsIvem3xq7JXjJ8w'],13
UCFjtgk1RFfFF_yL7_OF3I7A,"['UCZT0rPKq7tmuDWS8TSZOYVA', 'UCztbFRVm8F2MxFNKoND-jgQ']",13
UCFkDAsyfvgxqNyue4F4HHww,['UCnT1R08f7FHLab3nB4f0AGQ'],13
UCFkFUrV28yy4kpg9b6LNhuQ,"['UCFkFUrV28yy4kpg9b6LNhuQ', 'UCFkFUrV28yy4kpg9b6LNhuQ', 'UCFkFUrV28yy4kpg9b6LNhuQ', 'UCFkFUrV28yy4kpg9b6LNhuQ']",13
UCFm9GKBpsVDLt96cNo1gI-A,"['UCcVUe5mgB4KG9LXrwWi9MYA', 'UCTDqrYtLTj_cNLz9vN4ITRg', 'UCsDblVEBwru5ocWoZaI0QPA', 'UCFm9GKBpsVDLt96cNo1gI-A', 'UCOYEd3DK-hcOXkq9NOMH1DA']",13
UCFnMitKuGzPufXKRTxTF6nw,['UCg2K1o9ajxLBudUKA-MZaKA'],13
UCFnbMhff2fJ9Zf8i_vuRNIg,"['UC2Stn8atEra7SMdPWyQoSLA', 'UCR9EuMWhNOQ5xbMRnAxl5Vg']",13
UCFoKXoDoExwtBWdSTCIdEVQ,"['UCFoKXoDoExwtBWdSTCIdEVQ', 'UCLLibJTCy3sXjHLVaDimnpQ', 'UCA3mpqm67CpJ13YfA8qAnow', 'UCFoKXoDoExwtBWdSTCIdEVQ', 'UCFoKXoDoExwtBWdSTCIdEVQ', 'UCLoWcRy-ZjA-Erh0p_VDLjQ', 'UCFoKXoDoExwtBWdSTCIdEVQ', 'UCMIgOXM2JEQ2Pv2d0_PVfcg', 'UC1XrG1M_hw8103zO2x-oivg', 'UCFoKXoDoExwtBWdSTCIdEVQ']",13
UCFoV9izIemDaDLg3qDRMIng,"['UCFoV9izIemDaDLg3qDRMIng', 'UCO4AaIooUgGTlBH64KWO76w', 'UCFoV9izIemDaDLg3qDRMIng', 'UCFoV9izIemDaDLg3qDRMIng', 'UCviUFQprcsZkzXDsKRL6CYQ', 'UCWVfOHJKdoqKF6Rcu6RrdDg', 'UCFoV9izIemDaDLg3qDRMIng', 'UCFoV9izIemDaDLg3qDRMIng']",13
UCFouidPBuJXFkAUYSIyWpQg,['UCSSqc6uBFz_yx-LBrjyRrvw'],13
UCFqUPZv-vLM3WzXx04iE7uw,['UC-Q5mijdyjVjmRJ2TfDT4ig'],13
UCFqcNI0NaAA21NS9W3ExCRg,"['UCFqcNI0NaAA21NS9W3ExCRg', 'UCFqcNI0NaAA21NS9W3ExCRg', 'UCSI8aDw6I9OvUSajOASACvw', 'UCFqcNI0NaAA21NS9W3ExCRg', 'UCFqcNI0NaAA21NS9W3ExCRg', 'UCFqcNI0NaAA21NS9W3ExCRg', 'UCFqcNI0NaAA21NS9W3ExCRg', 'UCFqcNI0NaAA21NS9W3ExCRg', 'UCFqcNI0NaAA21NS9W3ExCRg']",13
UCFr2ON6h2c_KngTvM1-d3Og,['UCWXuWA6W7Xqp8Mfmd-KTQVQ'],13
UCFrO-dKhooOuTtix5dia2_g,"['UCFrO-dKhooOuTtix5dia2_g', 'UCR_kFbcwWy1cKLCkmcMf4lg', 'UCFkFUrV28yy4kpg9b6LNhuQ']",13
UCFrZ3fzDthS1X5YzhSajrRw,['UCNHhHn8b4b33g0cMmnVCcdQ'],13
UCFsXccQmek5E6JfDFoqtuyg,['UC6n_HeL8xgWIQsKsWs4KO4w'],13
UCFtUKCY-7Q7hI8IftpxSMwA,['UCednVMqIWQ1d_z2odydJweA'],13
UCFu29-LKyux_EBrh2QQthow,"['UCkvplC6hgRnjEIQ9PqGU-_w', 'UCIYocUCja9Ug_XiYROeb_cw']",13
UCFvPvwa0SwuJ230VYRMA5BQ,"['UCZ4P6JaFzImeSWPAr3gGGCQ', 'UCBoXjMgqTNDcY395KJQkSRw', 'UCoVJEtEK7y-L7nNc7DP5V_A', 'UCFvPvwa0SwuJ230VYRMA5BQ', 'UCFvPvwa0SwuJ230VYRMA5BQ']",13
UCFvub3YrEUoXl8aPHZBbHqw,"['UC3XTzVzaHQEd30rQbuvCtTQ', 'UCFvub3YrEUoXl8aPHZBbHqw', 'UCFvub3YrEUoXl8aPHZBbHqw', 'UCvcQgWQ3sYZz83wcnSPtC8Q']",13
UCFw_iIlT7IS9zrs1viO_q5w,['UC79SocSGu3-t6iCwbYIIAlg'],13
UCFxHplbcoJK9m70c4VyTIxg,"['UCJg9wBPyKMNA5sRDnvzmkdg', 'UCnoUKype0fVkWtCleYWBT1w', 'UCIHdDJ0tjn_3j-FS7s_X1kQ', 'UCFxHplbcoJK9m70c4VyTIxg', 'UCFxHplbcoJK9m70c4VyTIxg', 'UCFFCXc9MraTEZ7rbt9f_7oA', 'UCFxHplbcoJK9m70c4VyTIxg', 'UClIHawzMOBFQc1QZu2XYuoQ', 'UCzmd9Aj2wmPggWZJpLdBB8Q', 'UCFxHplbcoJK9m70c4VyTIxg', 'UCFxHplbcoJK9m70c4VyTIxg', 'UCFxHplbcoJK9m70c4VyTIxg', 'UCFxHplbcoJK9m70c4VyTIxg', 'UCHEZcUuC5ulaAFDq1LDqdTw', 'UCFxHplbcoJK9m70c4VyTIxg', 'UCFxHplbcoJK9m70c4VyTIxg', 'UCFxHplbcoJK9m70c4VyTIxg']",13
UCFxf3hjNRSQ706L3jgDYnBw,['UC4I1sSqwTIKfcb9TFokkTwg'],13
UCG1-NlZz7ww58KVOugwYdVA,['UCbOR319v-TJdn8ZJK4kh8Tw'],13
UCG2tODD7ys5CYEu6qYvj1SA,['UCBi2mrWuNuyYy4gbM6fU18Q'],13
UCG38eNTt_GlasSyTYiCr7WQ,['UC5FRZgNYutYIHv7GvXs-kxQ'],13
UCG4RAbuivJx1E_b_M1sNuBA,"['UC51AinQBFYvMpmJiY7FR_1Q', 'UCyeKv9R3D3NnuE5Td3VYEFQ']",13
UCG4aUmNL9W0I5hx6Zzp_3-A,"['UCG4aUmNL9W0I5hx6Zzp_3-A', 'UC_0r3EheCnp-wVvndYDGviQ', 'UCPkhD5vImM9wmbmhn2DzyFQ', 'UC_0r3EheCnp-wVvndYDGviQ']",13
UCG4wrKr49p67jgytWnUpPpA,"['UCG4wrKr49p67jgytWnUpPpA', 'UCb8PgTTvHLZkaYFmzbEsrmA']",13
UCG4zWCUwIt_xUYo1cE9DXew,"['UCG4zWCUwIt_xUYo1cE9DXew', 'UCW0dnvm9NRJYbmKxhtnpWqQ', 'UCgUA5FM149_xLWY-p9itmhw', 'UC5w5rFxcZ4UL_IJSOFWo9OQ', 'UCG4zWCUwIt_xUYo1cE9DXew', 'UCn4F32CYu5yCI5Hw8XTlMpA', 'UCG4zWCUwIt_xUYo1cE9DXew', 'UCG4zWCUwIt_xUYo1cE9DXew', 'UCG4zWCUwIt_xUYo1cE9DXew', 'UCG4zWCUwIt_xUYo1cE9DXew', 'UCzLX1VtE602zNXnJpAze84w', 'UCG4zWCUwIt_xUYo1cE9DXew']",13
UCG6L225D2o0af7jdbnS2TxA,"['UCgQ7d059Ep9B5aPfetp7STg', 'UCG6L225D2o0af7jdbnS2TxA', 'UCG6L225D2o0af7jdbnS2TxA', 'UCMXfL7HNKKwngFN2Jozg1qQ', 'UCG6L225D2o0af7jdbnS2TxA', 'UCG6L225D2o0af7jdbnS2TxA', 'UCulJ7FwgzZFDsivjLnnbuHQ']",13
UCG7rUZxxtQ12A02LgravleA,['UCCnXqVJZq_cD9wpycpml9LQ'],13
UCG909Y-wJ_sBiBRnB_v8ONw,"['UCG909Y-wJ_sBiBRnB_v8ONw', 'UCG909Y-wJ_sBiBRnB_v8ONw', 'UCG909Y-wJ_sBiBRnB_v8ONw']",13
UCGAM6oUAhazeKWHpF_5KMsw,['UCyumnXEW3YCQqUf4ujMiMKA'],13
UCGBReNTvYnplK60E7uUeqDg,"['UCe_Fx4EZAgKjDz0aQ_Y7hSA', 'UCyjJaR6Am8f7Q03B8Vw3xaA', 'UCSo6-z1ghq4sM0A8oxh1hkw', 'UCXyZJsC24qNVmwsCHpkTaYQ', 'UCt7_7CL4KbvqRH57xjblySA', 'UCg0SrsSXKR3oWsUVAlSnaqA', 'UCWrfw2dFlJmWdvE0x5lXIzw', 'UCzlIDC6RIY4eCI7NafyKXkg', 'UCQSrdt0-Iu8qVEiJyzhrfdQ', 'UCXyZJsC24qNVmwsCHpkTaYQ']",13
UCGBZ5K_fE0Dpyftuiie4Tnw,"['UClZfULUjGh5YFdM-LtrTi7w', 'UCKRgCUrU4ep0ZCO_vH7LU_g']",13
UCGCTIfa_1f9EBJl3TZ8thlQ,['UCuVPpxrm2VAgpH3Ktln4HXg'],13
UCGCVyTWogzQ4D170BLy2Arw,['UCbAwSkqJ1W_Eg7wr3cp5BUA'],13
UCGDEkwZgRp7z5CMv-36DETw,['UCq9rBa-YDHXfjl9t-I423Vw'],13
UCGDV4-Gr3gyc-eGCgRtXknw,"['UCYzEMRKqrh01-tauv7MYyVQ', 'UC56D-IHcUvLVFTX_8NpQMXg', 'UCS0KXU5GtuQOOPFcnBQg4cw']",13
UCGHZpIpAWJQ-Jy_CeCdXhMA,['UCGHZpIpAWJQ-Jy_CeCdXhMA'],13
UCGJbV3_E3eb-OywDUwjhtZw,['UC74mcB4CXqFIW51RA76Dqgg'],13
UCGKyS8Tfwc9AwEos6VSWgIg,"['UCazrRXTYO0nUuKFrSp3fvEQ', 'UC9tITbCjC9utfk1TJc6lJLg', 'UCy2XbOdXZ4Myx5N9AS4NSuQ']",13
UCGLSZj7A1T93IQ3t3cbcXDg,"['UCGLSZj7A1T93IQ3t3cbcXDg', 'UC4wKvWJ7qP40kioq0sicRLQ']",13
UCGMCH9ZQRfLT3qQpZIqGPzg,['UCP2DKXuFumZN4rWhnpeFKMg'],13
UCGOxLRYpzNVXFxqhb35a97g,['UC8KQ6_RNAvc7a3B5hZ980iQ'],13
UCGSvNGDkhdvuokEVVZ-Co_g,"['UC-No2ITxJsNt50oJQ3fLmUA', 'UClZfULUjGh5YFdM-LtrTi7w']",13
UCGTluZeop66lDGa2rOHY8aA,"['UC6ZFN9Tx6xh-skXCuRHCDpQ', 'UC6ZFN9Tx6xh-skXCuRHCDpQ']",13
UCGU76f75BVHaNmlt8sTth0Q,"['UCn3tCpTRxPvL2riXzU4bG6Q', 'UC3xqIVHkfnteF5wY3vcNGTQ']",13
UCGWkDcYbDKP9r--ym28YwAQ,"['UCu1wUSjVGL2azTLNN_rqo3Q', 'UC3-XP_zRye-BywerpbuOuCg', 'UCwsWa65jkbHfvAblmmW_Z-Q', 'UCwsWa65jkbHfvAblmmW_Z-Q', 'UCGWkDcYbDKP9r--ym28YwAQ', 'UCp8S85oDVWCHLZZbaUD33mw', 'UCGssMuyIO3KNSFFqmBoY8jQ']",13
UCGXbLrVe8vnkiFv7q2vYv3w,"['UCupvZG-5ko_eiXAupbDfxWw', 'UChDKyKQ59fYz3JO2fl0Z6sg']",13
UCGXyvfl5hpYSu5il14-odpg,"['UCGXyvfl5hpYSu5il14-odpg', 'UCGXyvfl5hpYSu5il14-odpg', 'UCGXyvfl5hpYSu5il14-odpg', 'UCGXyvfl5hpYSu5il14-odpg', 'UCOtqW7MRKBhEe82e5zszq7w', 'UC2i_hx_UfauBFh5DA3YWfDg', 'UCrNg_13PdqKAZRPqyclRq1g']",13
UCGZTq-xIn202fH8j8jc88qg,"['UCGZTq-xIn202fH8j8jc88qg', 'UC0L1suV8pVgO4pCAIBNGx5w', 'UCGZTq-xIn202fH8j8jc88qg', 'UCw-wDrfkqS1eRZ3kWfhuDcg']",13
UCGZitzIvgXbJaEjDDI8xJlA,['UCGZitzIvgXbJaEjDDI8xJlA'],13
UCG_75BEPZEp8BLzg3dvKL1Q,"['UC5MDHafE8QjHAQ-C527hCTA', 'UChvYbeCD74IIsai4ZPdetew']",13
UCG_PAl87QBKt7hZpWfJbWiA,['UCV1Z8qcRJbfwfBF516PcpvQ'],13
UCG_Qif8SJIS3XxU8iqHoInw,['UCxUD8G1jO8T-Ef2tuADCZOA'],13
UCG_xCloLaV2TvXtKOCH-lSA,['UCkrgMThbHZ3pzthqLnnEhKA'],13
UCGaOvAFinZ7BCN_FDmw74fQ,"['UCGaOvAFinZ7BCN_FDmw74fQ', 'UCGaOvAFinZ7BCN_FDmw74fQ', 'UCGaOvAFinZ7BCN_FDmw74fQ']",13
UCGbI_iDmzUAS55mSKgV3nbQ,"['UCGbI_iDmzUAS55mSKgV3nbQ', 'UCGbI_iDmzUAS55mSKgV3nbQ', 'UCGbI_iDmzUAS55mSKgV3nbQ', 'UCGbI_iDmzUAS55mSKgV3nbQ', 'UCGbI_iDmzUAS55mSKgV3nbQ', 'UCGbI_iDmzUAS55mSKgV3nbQ', 'UCGbI_iDmzUAS55mSKgV3nbQ', 'UChptDyxepnGWQa1Z4FS3_2w', 'UCGbI_iDmzUAS55mSKgV3nbQ', 'UCGbI_iDmzUAS55mSKgV3nbQ', 'UCGbI_iDmzUAS55mSKgV3nbQ', 'UCGbI_iDmzUAS55mSKgV3nbQ']",13
UCGbQJy-531_5vfphay-rChQ,"['UCVTyTA7-g9nopHeHbeuvpRA', 'UC0L1suV8pVgO4pCAIBNGx5w', 'UCjDsbbzHgTrGc4Ff26TJtsA']",13
UCGcLqvOP3-j1fx9fHMnLO-g,['UCE2LEhYd2pG4gUlL07VeVTQ'],13
UCGfxHp2yuimtLsFaq1r7aIQ,['UCg6jOxpPC46mnBs9NsgLcvg'],13
UCGhk8Q_LwBKGaFuo3ECZGiA,['UCuVPpxrm2VAgpH3Ktln4HXg'],13
UCGhqRJxpQNpZDEN0wKs-piQ,"['UCAuUUnT6oDeKwE6v1NGQxug', 'UCDttISJ8lpx_476pF3i3sfA']",13
UCGiQZArhIQ3l7EY0WxcXOUw,"['UCpDl4WPpgvvOeZFpw4ewycA', 'UCFvPvwa0SwuJ230VYRMA5BQ']",13
UCGi_crMdUZnrcsvkCa8pt-g,['UCMV3aTOwUtG5vwfH9_rzb2w'],13
UCGieG0SoGN7o3ZKzHGhHhUw,['UCGieG0SoGN7o3ZKzHGhHhUw'],13
UCGk1LitxAZVnqQn0_nt5qxw,"['UCsdJxGA27BSz7IiPMn9VV1g', 'UCGk1LitxAZVnqQn0_nt5qxw']",13
UCGmXJuTfgrBdaEBZCH9YRbQ,"['UCQW-17p5SRp7B-lNjYoUVrg', 'UCGmXJuTfgrBdaEBZCH9YRbQ', 'UCXRNHTVpEdhz9BIvomETGiQ']",13
UCGp149TJAo6nUqBPKdRjOaw,"['UCjgjQf5OMZizKBSjmwUFiuA', 'UCuTxbaNVVMOnerZ03oE-5kw']",13
UCGq3tO7Qd2rtT92cN_7sVhQ,"['UCcsja3nlq2R1belenHR0j0Q', 'UCqjfAdUaL3TtVMhGhh7pbog']",13
UCGssMuyIO3KNSFFqmBoY8jQ,"['UCr1B1_rIR1kBvWonA_hZp5A', 'UCGWkDcYbDKP9r--ym28YwAQ', 'UCu3pDheBV5chOddcuOSqTnw']",13
UCGuJWvU5C1wVvUb9Z3g_hnA,"['UCeqCtcU2mf7vfqhiE5d2ztg', 'UCGuJWvU5C1wVvUb9Z3g_hnA', 'UCGuJWvU5C1wVvUb9Z3g_hnA']",13
UCGvF47lmhFeNQvj03puADVg,['UCGvF47lmhFeNQvj03puADVg'],13
UCGvIBxqin_rx3sY9qacQEhQ,"['UCe7xSKYPYvKG0rw7e08y9Ew', 'UCGvIBxqin_rx3sY9qacQEhQ', 'UCGvIBxqin_rx3sY9qacQEhQ']",13
UCGvW4zPgVJgbwKsxdcMXf3A,"['UCBHh2OP3AslvrJJtzp_D-YA', 'UCjlgDApB1OrU_3-1dLMHOZg']",13
