channel_id,evec,indeg,outdeg,pr
UC--MxpGXJ3LVD8KvlNzRlcA,5.441325579498241e-11,0.00023629489603024575,0.00023629489603024575,0.00013488702643323409
UCIEv3lZ_tNXHzL3ox-_uUGQ,0.0013313164530937786,0.0011814744801512287,0.0011814744801512287,0.0005074649862196476
UC--i2rV5NCxiEIPefr3l-zQ,5.441325579498241e-11,0.00023629489603024575,0.0014177693761814746,8.778451250777244e-05
UCY3NEq2LYrmdoGkevo9BH5A,0.0026816790447903717,0.0033081285444234404,0.0033081285444234404,0.0012967487643809421
UCDRmGMSgrtZkOsh_NQl4_xw,0.0014621381522868895,0.0014177693761814746,0.000945179584120983,0.0008033494810192072
UCRijo3ddMTht_IHyNSNXpNQ,0.0006591944314610391,0.0016540642722117202,0.0016540642722117202,0.0004902270010281821
UCqZQlzSHbVJrwrn5XvzrzcA,0.014369769253621422,0.0016540642722117202,0.0025992438563327033,0.0003913847655480198
UCmyjVwYZbp5YPYTUyeopO2g,0.0032372324181891288,0.000945179584120983,0.00023629489603024575,0.0007904698213079904
UC-0HF2ieuJ_K6F5YkXugggg,1.3284486278071877e-14,0.0,0.0004725897920604915,6.026218406281941e-05
UC8YAz8K6egQTuSIi8MKNOmQ,2.3872522283636842e-05,0.0007088846880907373,0.00023629489603024575,0.0006612325440116228
UCa3jGce6NJQIqrZKLivO7_w,1.726983216149344e-13,0.00023629489603024575,0.0004725897920604915,8.589931214913525e-05
UC-2MJlKSq9_pYk5-bdvMhnw,1.3284486278071877e-14,0.0,0.00023629489603024575,6.026218406281941e-05
UCE0UPDWdE4YVkaS7rZS1F5w,1.726983216149344e-13,0.00023629489603024575,0.0,0.00011153644023545109
UC-2YHgc363EdcusLIBbgxzg,0.012586325778906164,0.0011814744801512287,0.0007088846880907373,0.0006695081290536958
UC6i-se5IU8hRbPov5-ON1tw,0.02189709627702671,0.0023629489603024575,0.00023629489603024575,0.0005490603978911201
UC-SJ6nODDmufqBzPBwCvYvQ,0.03118829515923116,0.0014177693761814746,0.0025992438563327033,0.0002235674778996682
UC-2gI6c4Hgc8JZiN7-TNNNg,1.3284486278071877e-14,0.0,0.00023629489603024575,6.026218406281941e-05
UCI44Zcw52UErsFokiKMHlSg,1.726983216149344e-13,0.00023629489603024575,0.0,0.00011153644023545109
UC-3jIAlnQmbbVMV6gR7K8aQ,0.027522456269213673,0.0016540642722117202,0.0007088846880907373,0.0005635100461659833
UClIIopOeuwL8KEK0wnFcodw,0.00368124402100508,0.001890359168241966,0.000945179584120983,0.0006948876616490155
UCYqujAD5831EywH1jldBu5w,0.0026893934227298086,0.00023629489603024575,0.00023629489603024575,0.00022049699578397062
UC-5SWslTPR16wsTwCYPh2Ng,1.2072924816162579e-05,0.0004725897920604915,0.0004725897920604915,0.00019976661589681774
UC7P2vU0_8TuDDWBk0SGLFNQ,1.1865413940307534e-06,0.00023629489603024575,0.0004725897920604915,0.0001453215502817477
UC-6YywIWUU9YLMywEihEJFg,1.3284486278071877e-14,0.0,0.00023629489603024575,6.026218406281941e-05
UC6SFjH91kdbaM6q_f14wjxQ,1.3683020866414032e-12,0.0007088846880907373,0.0,0.00025772490241764693
UC-9b7aDP6ZN0coj9-xFnrtw,3.346112246799082e-05,0.0004725897920604915,0.0004725897920604915,0.00011013156720012429
UCEIwxahdLz7bap-VDs9h35A,0.0005060572828673915,0.0014177693761814746,0.0007088846880907373,0.0003734972235253464
UCOavg1FtdeuyUTLz3wmuIKQ,0.0028726682010739744,0.0007088846880907373,0.0004725897920604915,0.000197503930550153
UC-AM7PeaHHHD4xyzQlJVzKQ,2.033589490230952e-05,0.00023629489603024575,0.00023629489603024575,0.00019144884737171155
UCjLVHOL7Ez9LnaNU5lUGDWg,2.053197326883403e-06,0.0004725897920604915,0.00023629489603024575,0.0002964585313269312
UC-D7nbYCWQgqTVwWyltelgg,1.3284486278071877e-14,0.0,0.00023629489603024575,6.026218406281941e-05
UC66Gu0YHFQXth-aPcHrpi7w,1.726983216149344e-13,0.00023629489603024575,0.0,0.00011153644023545109
UC-DLf-HLfKSbSEOHljhdPpA,1.1151703759267815e-05,0.00023629489603024575,0.00023629489603024575,0.00010193344173318677
UCTLrbUN8W0S4BDruToEtVQA,9.003205905748569e-06,0.0016540642722117202,0.0004725897920604915,0.000948136616816399
UC-FQUIVQ-bZiefzBiQAa8Fw,0.0004526539084851806,0.0004725897920604915,0.0014177693761814746,0.00010146988749164989
UC5CYu9SJ35CwuJftSbDQjXA,4.934527761711043e-05,0.0004725897920604915,0.0004725897920604915,0.00013000925473379278
UCu5jfQcpRLm9xhmlSd5S8xw,4.934527761711043e-05,0.0004725897920604915,0.0004725897920604915,0.00013000925473379278
UCdHkLMxTYwV66Sky1xXVrxQ,0.018675955174510813,0.000945179584120983,0.000945179584120983,0.0001603083232612528
UClWCQNaggkMW7SDtS3BkEBg,4.444983808132828e-05,0.00023629489603024575,0.0004725897920604915,7.466439894367221e-05
UC4PziMH5MvvsmqM0VCZTy-g,0.003026736746176048,0.0014177693761814746,0.0021266540642722116,0.000543678098552907
UC-GyCr41G_0whgJLT0y2sag,3.466707915200145e-06,0.0004725897920604915,0.0004725897920604915,0.0001659141218831215
UCtR4wMjyFalWGaCYnjr6V4A,3.406233147583773e-07,0.00023629489603024575,0.0,0.0001309008017624984
UC-H66WoRQeEKWoXXjRHiSgg,0.0012371544019104297,0.00023629489603024575,0.0004725897920604915,8.924418690342651e-05
UCNnnebGhmIJ8MQ4X1HwphRw,0.00013385026426618272,0.0004725897920604915,0.00023629489603024575,0.0006346781550352456
UC-DsqEjA3e7f1kbRX6s05qA,0.0001207851179284963,0.00023629489603024575,0.0,9.823625076461288e-05
UC-J3Rig6mrJhGECH-yVMwSg,0.0002804755346091075,0.0004725897920604915,0.00023629489603024575,0.0010283272877848852
UC-KCrFNNLea1C6opy8TGLoA,1.3284486278071877e-14,0.0,0.00023629489603024575,6.026218406281941e-05
UC2ClojK5KOi7fixHTf_8FoQ,1.726983216149344e-13,0.00023629489603024575,0.0,0.00011153644023545109
UC-KsqnbQAR_3XMaJBk5CUZQ,5.443318252439952e-10,0.00023629489603024575,0.00023629489603024575,0.00013768844676477843
UCzmd9Aj2wmPggWZJpLdBB8Q,2.7395493438906562e-08,0.0011814744801512287,0.0011814744801512287,0.0004851514586278768
UC-MScbG70trVVP57NUC3j5A,1.3284486278071877e-14,0.0,0.0007088846880907373,6.026218406281941e-05
UCi6eRMC7vKE2n0sdRJNHpWw,0.03124401495388286,0.0025992438563327033,0.0,0.0011443076497903298
UCChyMtM5jp1juRX6ZCjNiCg,1.726983216149344e-13,0.00023629489603024575,0.0,7.308074810597732e-05
UCu3pDheBV5chOddcuOSqTnw,0.0003313497827749339,0.000945179584120983,0.0004725897920604915,0.00020424222266788786
UC-NPQYmHM9AagZg2GfaiiBw,1.3284486278071877e-14,0.0,0.00023629489603024575,6.026218406281941e-05
UC7inQKzboHn42YPPpubdcAg,1.726983216149344e-13,0.00023629489603024575,0.00023629489603024575,0.00011153644023545109
UC-NlyhOdTK4C30NhptvD7UA,1.3284486278071877e-14,0.0,0.0004725897920604915,6.026218406281941e-05
UCSSqc6uBFz_yx-LBrjyRrvw,0.0036179722132650776,0.006852551984877127,0.0004725897920604915,0.003203243484174306
UCeGs_CBZ672TFlBgHI90UZw,0.0039302776548149065,0.002835538752362949,0.0,0.0006278593545656511
UC-No2ITxJsNt50oJQ3fLmUA,5.441325579498241e-11,0.00023629489603024575,0.00023629489603024575,0.00013488702643323409
UCGSvNGDkhdvuokEVVZ-Co_g,5.441325579498241e-11,0.00023629489603024575,0.0004725897920604915,0.00017511174726763572
UC-OnEFjHwrJaJLVQgMEh5YA,1.3284486278071877e-14,0.0,0.0004725897920604915,6.026218406281941e-05
UC7BOi9RdU5cupFXXCV6nekg,1.726983216149344e-13,0.00023629489603024575,0.0,8.589931214913525e-05
UCp5GJwicabopYu51XOYRiSQ,1.726983216149344e-13,0.00023629489603024575,0.00023629489603024575,8.589931214913525e-05
UC-PNHjUt-6pBFgkzluYhbYg,2.0404970923118407e-10,0.00023629489603024575,0.00023629489603024575,0.00014899223133699717
UCztRuAwqXkVh1NyVSlJ0WVg,2.312563371286753e-10,0.0004725897920604915,0.0004725897920604915,0.00020812788148591205
UC-Po06059DOMqDCItQBz7SA,4.4721080416610756e-05,0.0004725897920604915,0.0007088846880907373,0.00025592541428876356
UCn_XS9lTZxm-PUTmjSkzTwg,0.061854280432017315,0.006616257088846881,0.00023629489603024575,0.002576767274785949
UC69uYUqvx-vw4luuX7aHNLQ,0.118134949852263,0.008034026465028356,0.004253308128544423,0.004733470542362053
UC-Q1sqLr9TNCQIgmzJ8p-7A,1.0494744159676781e-12,0.00023629489603024575,0.00023629489603024575,7.671741059238837e-05
UCPGGqnKKHww4UMXT_Z4IUhA,2.937417781656654e-08,0.000945179584120983,0.0004725897920604915,0.0004091372981070509
UC-QMCivnCi5YXDZ4-X_i8Kw,3.611366966543549e-05,0.00023629489603024575,0.0004725897920604915,0.00021199115223019947
UCLPEORs7miyJjlbROzYky_g,0.0003688134022084849,0.0007088846880907373,0.0004725897920604915,0.00035638210226850695
UCzIIUbbyK31KR_jur6bfecA,3.5507723303505913e-06,0.00023629489603024575,0.00023629489603024575,0.00015051825273085405
UC-QjlGBA-MAeEvmeLLp3DsA,1.3284486278071877e-14,0.0,0.00023629489603024575,6.026218406281941e-05
UCMuDqExNJkCJpOHsX4VKY9g,1.726983216149344e-13,0.00023629489603024575,0.0,0.00011153644023545109
UC-RngfOMZXLYzpgus10674w,9.007525518532617e-05,0.0004725897920604915,0.00023629489603024575,0.00018418594819475049
