parent_channel,child_channel,out_deg
Fox News Insider,"['LBC', 'Fox Business', 'SciShow', 'Fox Business', 'Fox News', 'CNN']",13
France Mikalas,"['UK To The World', 'West Coast Rail Productions™ HD Railfanning Videos']",13
Frank James,"['We Need to Talk with Kris Godinez', 'TLDR News']",13
Frazer Langford,"['How It Should Have Ended', 'Frazer Langford']",13
Freakin' Reviews,"['The King of Random', ""Freakin' Reviews"", ""Freakin' Reviews"", 'Scrap & Pallet Man', 'Mr.Boson', ""Freakin' Reviews"", 'Vivian Tries', ""Freakin' Reviews""]",13
Freaktography,"['Chris Hopkins', 'Raynerbr0z', 'RnK All Day', 'Syrbex Finland Exploration']",13
Fred. Olsen Cruise Lines,"['Javier Rullan Ruano', 'CruiseMiss']",13
Free Documentary,"['SideNote', 'Wowowin', 'Free Documentary', 'Free Documentary', 'Free Documentary', ""Life Where I'm From"", 'Sunday Night', 'Radio Free Europe/Radio Liberty', ""Hoosier Tim's Travel Videos"", 'Free Documentary', 'The Daily Conversation', 'Best Documentary', 'Heerema Fabrication Group', 'Free Documentary', 'Free Documentary', 'tenzin jamphel']",13
Free Latifa,"['Bloomberg Markets and Finance', 'قناة لي', 'peterfry', 'ZeitgeistMinds']",13
Free Thinker,"['Humanist Society of Western Australia', 'Science For the Win']",13
Free To Choose Network,"['HooverInstitution', 'Brain Bar', 'Free To Choose Network', 'Ayn Rand Institute', 'BasicEconomics', 'BasicEconomics', 'BasicEconomics', 'BasicEconomics', 'The Agenda with Steve Paikin', 'Gabi Plumm']",13
Friday Night With Jonathan Ross,"['Top Gear', 'Friday Night With Jonathan Ross']",13
Friday Politics,"['Raatnam', 'Praja Chaithanyam', 'Cinema Politics', 'journalist sai']",13
FrogFootTV,"['WWLP-22News', 'Aviation Videos & Wildlife FULL HD']",13
Full Frontal with Samantha Bee,"['PBS NewsHour', 'Late Night with Seth Meyers', 'The Tonight Show Starring Jimmy Fallon', 'Guardian Supporters', 'News Worthy', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee', 'SideNote', 'Haydn Dunn', 'Saturday Night Live', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee', 'Comedy Central UK', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee', 'The Jim Jefferies Show', 'Late Night with Seth Meyers', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee', 'Full Frontal with Samantha Bee']",13
FullEd English,"['JoshuaG', 'Creative Thought']",13
Funniest Commercials Compilation,"['Jean Gixxer', 'XEMTV']",13
Funny Avenue,"['Funny Avenue', 'Funny Avenue', 'Steve TV Show', 'Funny Avenue', 'Funny Avenue', 'karina goad', 'Funny Avenue', 'Michael Norris', 'My Amazing Life', 'TODAY', 'TODAY', 'Funny Avenue', 'Just For Laughs Gags', 'Funny Avenue', 'Candid Camera Classics', 'Funny Avenue']",13
Funny Local News,"['K Smith', ""GRIM'S CHANNEL""]",13
Funny Text,"['Qurbon Negmatov', 'Funny Text']",13
Funnystuffcollector,"['Jackson Harris', 'jojo1233477']",13
FuryTV,"['FuryTV', 'Poker Golden', 'Poker Golden', 'Poker Golden', 'partypoker LIVE', 'FuryTV', '1tripz1', 'DealCards']",13
GAME SHOW MUSEUM,"['GAME SHOW MUSEUM', 'GAME SHOW MUSEUM']",13
GAR MED,"['OWN', 'PBS NewsHour']",13
GAZ,"['Доктор Дью', 'ЗОМБИ ЧЕЗ']",13
GBR,"['Wes Moss Money Matters', 'Money Curriculum']",13
GC,"['Paul Chowdhry', 'Ovid']",13
GC SNOOKER,"['Great Old Pool', 'GC']",13
GMA Network,"['D&Dtv', 'Raffy Tulfo in Action']",13
GMA News,"['Skip and Shannon', 'GMA News', 'GMA News', 'Idol Philippines', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA Network', 'GMA News', 'GMA News', 'GMA News', 'GMA Public Affairs', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'GMA News', 'ABS-CBN News', 'ABS-CBN News', 'ABS-CBN News', 'Tech Insider', 'ABS-CBN News', 'GMA News', 'RTVMalacanang', 'GMA Public Affairs', 'ABS-CBN News', 'GMA News', 'ABS-CBN News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News', 'GMA News', 'ABS-CBN Entertainment', 'ABS-CBN Entertainment', 'ABS-CBN Entertainment', 'GMA News', 'GMA Public Affairs', 'GMA News', 'GMA News', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'Rappler']",13
GMA Playground,"['ABS-CBN Entertainment', '5-Minute Crafts']",13
GMA Public Affairs,"['FactoFusion', 'GMA Public Affairs', ""ABS-CBN It's Showtime"", ""ABS-CBN It's Showtime"", 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'D&Dtv', 'Music and Sounds Ph', 'MarkJhey Santos', 'GMA Public Affairs', 'GMA Public Affairs', 'Dada Koo', 'GMA Public Affairs', 'GMA News', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', '渔人刀仔', 'GMA Public Affairs', 'GMA Public Affairs', 'Charles Yulo', 'Charles Yulo', 'GMA Public Affairs', 'GMA Public Affairs', 'Fish Talk', 'Fish Talk', 'HABUMBUM GAMING', 'HABUMBUM GAMING', 'Chiara Zambrano', 'Chiara Zambrano', 'ABS-CBN Entertainment', 'GMA Public Affairs', 'GMA Public Affairs', 'ABS-CBN Entertainment', ""Jatamari's World"", 'GMA Public Affairs', 'Pinoybalagh Oldairport', 'GMA Public Affairs', 'K.F.C', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'Eat Bulaga!', 'Eat Bulaga!', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', 'Jose Hallorina', 'GMA Network', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA Public Affairs', '小穎美食', 'GMA Public Affairs', 'GMA Public Affairs', 'GMA News']",13
GMHikaru,"['GMHikaru', 'Technoblade']",13
GMMTV,"['BABYMOJIKO', 'WorkpointOfficial']",13
GNN,"['Najam Sethi Official', 'GNN']",13
GQ,"['ITV', 'VH1']",13
GRCCtv,"['ArchetypalView', 'AquinasCollegeGR']",13
GREENPOWERSCIENCE,"['Imperial College London', 'New Physicist']",13
GTOger,"['XR21', 'Drain Addict', 'Valic Munt', 'RepoNut']",13
Gabi Plumm,"['Gabi Plumm', 'imineo Documentaires']",13
Gabriel Iglesias,"['Mina. Z', 'Gabriel Iglesias']",13
Gabriel Traveler,"['HolyLandSite', 'SZ A']",13
Gadgets Infinity,"['Newsflare', 'Knowledge Tv हिन्दी']",13
Galaxy KooRa TV,"['Mini Match', 'Pirlo']",13
Galileo,"['Galileo', 'Galileo', 'Galileo', 'Galileo', 'Onefootball Deutschland', 'Abenteuer Leben', 'Maxx', 'LIGA BBVA MX', 'Just Johnny Uncut', 'Galileo', 'Galileo', 'Standart Skill']",13
Gallimaufry,"['Geographic History', 'ceejay960']",13
Game Design Wit,"['Gaming Historian', 'Stop Skeletons From Fighting']",13
GamePlay,"['GooDMooD', 'GamePlay']",13
Gamers Nexus,"['Gamers Nexus', 'Linus Tech Tips']",13
Games Done Quick,"['Formula DRIFT', 'Games Done Quick']",13
Garrett Libertowski,"['House8', 'RV One Superstores']",13
Garrett Sutton,"['nalldavid', 'A Current Affair']",13
Garry W,"['WILTY? Nope!', 'ppotter']",13
Gary Goltz,"['PewDiePie', 'Foxeema Classic TV 2']",13
Geek & Sundry,"['The Late Show with Stephen Colbert', 'Nerdist', 'Geek & Sundry', 'Geek & Sundry', 'Geek & Sundry', 'The Late Show with Stephen Colbert']",13
GeekWire,"['PBS NewsHour', 'Vanity Fair']",13
Geeks Life,"[""Nathan's BMW Workshop"", 'ZerkaaPlays']",13
GeertjeFoots,"['THE ROAD CHAMPIONS', 'Actu Word']",13
Gematria Effect Sports,"['60 Minutes', 'etthehiphoppreacher']",13
Geminess67,"['The Late Show with Stephen Colbert', 'Real Time with Bill Maher']",13
Generation Films,"['Starfleet Captain', 'Trekspertise']",13
George Galloway,"['Sky News', 'Russell Brand']",13
George Payne,"['Rivers In the Desert', 'George Payne']",13
George Saunders,"['Spot Of The Match', 'Jason Wish - Wishwell Farms']",13
GeorgeCarlinCentral,"['GeorgeCarlinCentral', 'beinginaband']",13
Georgetown University,"['PBS NewsHour', 'BBC News', 'Georgetown University', 'Harvard University']",13
Gerard,"['VTV Go', 'The View']",13
Get Involved You Live Here,"['Imperial College London', 'xKallmeKillax']",13
Get Movies,"['Get Movies', 'Z Slime']",13
Get Rich or Die Scratching,"['Get Rich or Die Scratching', 'Xtreme Scratchers', 'Fixin To Scratch', 'ARPLATINUM', 'ARPLATINUM', 'jigsaw jeff']",13
Ghana Abakosem tv,"['Oyerepa fm', 'Ellen Talks']",13
Gibson42a,"['EllenLDegeneres', 'AAmericanStorage']",13
Giesbert Nijhuis,"['Magnet Motor News', 'electronicsNmore']",13
Gina Silva,"[""Stig's Persian Cousin"", 'Looper']",13
Glamour,"['O, The Oprah Magazine', 'BuzzFeed Celeb']",13
Global Health UiO,"['Simon Sinek', 'UniOslo']",13
Global Heavy Equipment,"['1140 rotator work', 'Modern CNC Machines']",13
Global News,"['PBS NewsHour', 'FRONTLINE PBS | Official', 'PBS NewsHour', 'Arizona State University, Tempe Campus', 'NBC News', 'Fox News', 'CNN', 'PBS NewsHour', 'PBS NewsHour', 'CNN', 'CNN', 'Global News', 'CNN', 'MSNBC', 'Graham Bensinger', 'Fox News', 'Global News', 'Sky News', 'LA Clippers', 'KTLA 5', 'Global News', 'memehongkong']",13
GoRadioMN,"['Ball Is Life', ""Who's Next?""]",13
GoUpstate / Spartanburg Herald-Journal,"['FOX 10 Phoenix', 'PlayOverwatch']",13
Goalcast,"['FullEd English', 'Inspiring Habits']",13
GodJesusHolySpirit1,"['GodJesusHolySpirit3', 'GodJesusHolySpirit3']",13
GodJesusHolySpirit2,"['GodJesusHolySpirit3', 'mlucci96']",13
GodJesusHolySpirit3,"['GodJesusHolySpirit3', 'criticofgames']",13
Godvin Wilson,"['New Tamil Movies', 'Godvin Wilson', 'Yuvashri musix', 'GoldenCinema']",13
Golden State Times,"['HooverInstitution', 'LBC']",13
GoldenCinema,"['KING MOVIES', 'Mev HD Audio']",13
Goldman Sachs,"['Bloomberg Markets and Finance', 'Milken Institute']",13
Golf Digest,"['MLB', 'Golf Channel']",13
Golf Focus,"['B Slingzz', 'PGA TOUR']",13
Golfing World,"['Cleveland Golf', 'Golftastic', 'Golfing World', 'Marshall Miller']",13
Golftastic,"['MrShortGame Golf', 'AVID GOLF VID']",13
Goli Zivot TV HAPPY,"['BALKAN INFO - Zvanični kanal', 'BALKAN INFO - Zvanični kanal']",13
GommeBlog.it: Car & Performance,"['Autogefühl', 'Learn Engineering', 'GommeBlog.it: Car & Performance', 'GommeBlog.it: Car & Performance', 'Autogefühl', 'YOUCAR']",13
Good Information,"['Good Information', 'Good Information']",13
Good Morning America,"['The Kennedy Center', 'The Daily Show with Trevor Noah', 'ABC News (Australia)', 'CBS News', 'True Crime Daily', 'E.P. James MacAdams', 'AP Archive', 'Strahan and Sara']",13
Good Morning Britain,"['Conservatives', 'Jimmy Kimmel Live', 'Jimmy Kimmel Live', 'Channel 4 News', 'Comic Relief: Red Nose Day', 'Good Morning Britain', 'Good Morning Britain', 'ITV', ""Dragons' Den"", 'BBC HARDtalk', 'FORMULA 1', 'FORMULA 1', 'CNN', 'Good Morning Britain', 'Good Morning Britain', 'Good Morning Britain', 'Good Morning Britain', 'Popcorn with Peter Travers', 'Loose Women', 'Good Morning Britain', 'Top Gear', 'Good Morning Britain', 'almurray', 'Good Morning Britain', 'The Sun', 'The Sun', 'Good Morning Britain', 'Good Morning Britain', 'Good Morning Britain', 'WatchMojoUK', 'Good Morning Britain', 'Harry Connick, Jr.', 'LIVEKellyandRyan', 'Good Morning Britain']",13
Good Mythical Morning,"['Good Mythical MORE', 'xBCrafted', 'ChannelFireball', 'Good Mythical Morning', 'WatchMojo.com', 'Good Mythical Morning', 'Dan Mace', 'Good Mythical Morning']",13
Gooddays,"['Animal Antics', 'Gooddays', 'Gooddays', 'Hero Media', 'Unq Gaming', 'BossDT']",13
Goofy Dough,"['Madiy Luisi', 'Love Jade']",13
Googan Squad,"['BlacktipH', 'Jacob Wheeler Fishing']",13
Google Cloud Platform,"['PewDiePie', 'CNBC International']",13
GoostyGAM,"['expertvillage', 'National Geographic']",13
Gordon Ramsay,"['Gordon Ramsay', 'Gordon Ramsay', 'Paula Deen', 'Gordon Ramsay']",13
Got Talent España,"['Karljessy Photographer', 'Got Talent España', 'Josef M.C', 'Got Talent España']",13
Got Talent Global,"['TopVideos OfAll', 'TopVideos OfAll', 'Kevas Music', 'fstcar97', 'Got Talent Global', ""Magician's Got Talent"", 'Adam Wilber', 'mike rayner videos', ""America's Got Talent"", 'Kevas Music', 'HurRicaneStyle14', 'Pastor Alph Lukau', 'Kids Got Talent', 'melancholicdog1975']",13
GovChristie,"['Максим Шелков', 'Real Time with Bill Maher']",13
Grace to You,"['Grace to You', 'Grace to You']",13
Graham Bensinger,"['IGN', 'SideNote', 'Worldaviation 4K', 'Skip and Shannon', 'Skip and Shannon', 'Skip and Shannon', 'Skip and Shannon', 'Real Engineering', 'Graham Bensinger', 'Graham Bensinger', 'Graham Bensinger', 'ABC News', 'Graham Bensinger', 'Graham Bensinger', 'PBS NewsHour', 'Graham Bensinger', 'Graham Bensinger', 'Graham Bensinger', 'Graham Bensinger', 'Graham Bensinger', 'Graham Bensinger', 'Goldman Sachs', 'Elon Musk best videos', 'Jay Silva']",13
Graham Elwood,"['MSNBC', 'MSNBC']",13
Graham Norton Videos,"['videogame playerPT', 'Interview Interview']",13
GrahamHancockDotCom,"['TED', 'Oriental Institute']",13
Grand Illusions,"['brusspup', 'Grand Illusions', 'Grand Illusions', 'Grand Illusions']",13
Grasshopper,"['ANHVGTA', 'Grasshopper', 'rooksms', 'rooksms', 'Grasshopper', 'Liberty Hangout', 'bagheadinc', 'bagheadinc', 'Keklop Gune', 'Grasshopper']",13
Great Museums,"['Geography Video', 'Antiques Roadshow PBS']",13
GreatEiEi,"['Actrita', 'DidThatJustHappen']",13
Green Mountain Metal Detecting,"['Storage Auction Pirate', 'Green Mountain Metal Detecting']",13
Greenred Productions - Relaxing Music,"['PowerThoughts Meditation Club', 'Hunters Point Celebration Center']",13
Greg Foot,"['Bubble Vision', 'BlueWorldTV']",13
Gregori Alexatos,"['Ruptly', 'MiGFlug']",13
Gremlin2123321,"['shan2kJ', 'selam57']",13
Greylock Partners,"['Greylock Partners', 'PandoDaily', 'PandoDaily', 'Bill Gates']",13
Grian,"['xBCrafted', 'Grian']",13
Grunge,"['Grunge', 'JFK Assassination History', 'Unknown5', 'OMG Facts', 'China Diorama', 'Antiques Roadshow PBS']",13
Grupo Continental Empresarial Independiente de Omnilife,"['kngy92', 'Christ Fellowship Church']",13
Guardian News,"['Chelsea', 'Channel 4 News', 'Guardian News', 'UK Parliament', 'MSNBC', 'Guardian News', 'C-SPAN', 'The Late Show with Stephen Colbert', 'Guardian News', 'CNN', 'BBC', 'TODAY', 'What Would You Do?', 'The Washington Times', 'Fox News', 'Guardian News', 'Guardian News', 'Guardian News', 'Guardian News', 'FOX 10 Phoenix', 'Fox News', 'EURACTIV', 'Guardian News', 'Guardian News', 'CTV News', 'CNN']",13
Guardian Supporters,"['BrexitCentral', 'Guardian Supporters', 'Institute of Public Affairs', 'bowersgold', 'LBC', 'LBC', 'TIFF Originals', 'JOE']",13
Guava Juice,"['Guava Juice', 'FV FAMILY', 'FV FAMILY', 'Guava Juice', 'Ashton Myler', 'Guava Juice']",13
Guild Of Light - Tranquility Music,"['Sleep Easy Relax - Peaceful Music', 'Jason Stephenson - Chakra Healing Music']",13
GuileMike,"['Brandon F.', 'Syntagma']",13
Gung Ho Vids,"['Breaking Defense', 'Breaking Defense', 'spencerhughes2255', 'PlaneSpottingBerlin ✈ Aviation Videos']",13
Gurka,"['Modern CNC Machines', 'Awesome Earthmovers']",13
Guy Martin Proper,"['Magic Football', 'Guy Martin Proper', 'North One Television', 'Guy Martin Proper']",13
GÖ-TV,"['Spot Of The Match', 'Who wins?']",13
Gökhan Official,"['CNN', 'HooverInstitution', '60 Minutes Australia', 'Face the Nation', 'Channel 4 News', 'FOX 10 Phoenix', 'The Late Show with Stephen Colbert', 'The Late Show with Stephen Colbert', 'MSNBC', 'MSNBC', 'Gökhan Official', 'Gökhan Official', 'jaime andrade', 'Politics News NET', 'Gökhan Official', 'Vat19']",13
H. A. Goodman,"['Fox News', 'Fox News']",13
H3 Podcast,"['Team Coco', 'H3 Podcast']",13
H3 Podcast Highlights,"['H3 Podcast Highlights', 'PowerfulJRE', 'DeloBeast [Musicbestofthe]', 'H3 Podcast']",13
HABUMBUM GAMING,"['Fanatics View', 'Bad Aratiles']",13
HAM TV,"['RKM Team', 'Pháp Thoại Thích Pháp Hòa']",13
HBB Defense Military,"['BlueGum', 'aeronut2']",13
HBO,"['Gordon Ramsay', 'David Lessig', 'Geography Video', 'HBO', 'The Late Show with Stephen Colbert', 'UChicago Institute of Politics', 'HBO', 'The Late Show with Stephen Colbert', 'A Current Affair', 'VICE']",13
HBS AASU Conference,"['PwC US', 'Youth Aflame Winners Chapel International Maryland']",13
HCSOSheriff,"['LifeQuest', 'HCSOSheriff']",13
HD1080ide,"['GreatestKooraHD', 'Javier Rullan Ruano']",13
HISTORY,"['IGN', 'National Geographic', 'HISTORY', 'HISTORY', 'Animal Planet', 'HISTORY', 'HISTORY', 'Timeline - World History Documentaries', 'HISTORY', 'HISTORY']",13
HISTORY Asia,"['HISTORY Asia', 'Rosea Bicke']",13
HLN,"['Johnny Carson', 'Golfing World']",13
HOEHLE -medical GmbH,"['No Knives Better Lives', 'Steve Jarrett']",13
HONEST GUIDE,"['InTouchMediaOnYT', 'HONEST GUIDE']",13
HOT 97,"['Chronicle Speaks', ""SWAY'S UNIVERSE"", 'Celebrity Spill', 'Power 106 Los Angeles', 'Sister Circle TV', 'The Black Authority']",13
HTT Lifestyle & Designs,"['TheTalko', 'Zomomg']",13
HVAComedy,"['Fox Business', 'David Cravit']",13
Hacky's Tv,"['TwisterNederland', 'EPIC']",13
Hagerty,"['PowerNation', 'Mighty Car Mods']",13
Haji Abdullah,"['C-SPAN', 'CBS This Morning']",13
Hal Monroe,"['Hal Monroe', 'Hal Monroe']",13
Half as Interesting,"['SmarterEveryDay', 'Half as Interesting', 'Half as Interesting', 'Mind Boggler']",13
Hall Center,"['WheelerCentre', 'The School of Life']",13
HaltomAPUSH,"['FRONTLINE PBS | Official', 'HBO']",13
HandCraft,"['Fixotronic', 'HandCraft']",13
HandMuffWarrior,"['RICO. TV', 'Top5Dude']",13
Hannity,"['CNN', 'Hannity', 'FOX 10 Phoenix', 'Fox News', 'Fox News', 'FOX 10 Phoenix', 'Hannity', 'Maybach Exelero', 'tick us', 'Hannity', 'NBC Sports', 'Hannity', 'VTV Go', 'topflyman', 'Fox News', 'Maybach Exelero', 'KPIX CBS SF Bay Area', 'Hannity', 'Hannity', 'Hannity']",13
Happen Films,"['L2Survive', 'Happen Films']",13
Haqaiq Info,"['Haqeeqat TV', 'Pak Tube 24']",13
Haqeeqat Ki Dunya,"['Haqeeqat Ki Dunya', 'Haqeeqat TV']",13
Harald Baldr,"['Harald Baldr', 'Harald Baldr', '中国好声音官方频道SING!CHINA Official Channel', 'Tim K', 'Swarnavahini TV', 'ThePapare.com']",13
Haramain Support,"['Haramain Support', 'The Rabbaanians']",13
Hardcore Dortmund,"['NDR Doku', 'german carphotography']",13
Hardware Unboxed,"['Strange Parts', 'Gamers Nexus']",13
Harold Farley,"['475thfightergroup', 'Combat Aircraft']",13
HarperOne (an imprint of HarperCollins),"['HOEHLE -medical GmbH', 'The Rock Church']",13
"Harry Connick, Jr.","['Lior Suchard - Master Mentalist', 'Harry Connick, Jr.', 'Dr. Phil', 'Studio 10']",13
Harry Evett,"['RealLifeLore', 'Rudransh Kids Show']",13
Harvard Kennedy School's Institute of Politics,"['RandomRecordings123', 'U.S. Presidential Inauguration']",13
Harvard Law School,"['FOX 10 Phoenix', 'HooverInstitution', 'HBO', 'The Sun', 'Harvard Law School', 'HooverInstitution', 'Harvard Law School', 'Harvard Law School', 'Harvard Law School', 'Harvard Law School']",13
Harvard Magazine,"['CBS News', 'Bloomberg']",13
Harvard University,"['Arizona State University, Tempe Campus', 'Motivation Madness', 'SABC Digital News', 'Bloomberg', 'Washington Post', 'GMA Public Affairs', 'mooovr', 'HooverInstitution', 'USC', 'Harvard University', 'Harvard University', 'TED', 'SarahLawrenceCollege', 'WellesleyCollege', 'Harvard University', 'Nguyễn Trang Linh', 'OxfordUnion', 'Putty Studios']",13
Hasb e Haal,"['Madde Bey', 'Hasb e Haal']",13
Hashtag United,"['Mark Rober', 'World Top ONE', 'Hashtag United', 'Hashtag United', 'Hashtag United', 'The Strangest', 'DailyTop10s', 'Hashtag United']",13
Hauenstein Center,"['NBC News', 'CTI @ UT Austin']",13
Haydn Dunn,"['Sky Atlantic', 'Supa Shepard']",13
Hds,"['海农阿文', '历史新知']",13
HealingDayByDay,"['Joanna Kujath', 'Thrive After Abuse']",13
Health Apta,"['Beautiful Quotes and Stories', 'Time Waste Top 10s']",13
Heat Check,"['Overtime', 'Joseph Vincent']",13
Heavy Equipment,"['Heavy Equipment', 'eSPeeScotty', 'space googlevesaire', 'TTH - Machinery']",13
Hello Nicki Travels,"['Rick Steves Travel Talks', ""Dr Jake's Very British Reviews""]",13
HelloMaphie,"['A Colorful Life', 'Hatching Change']",13
HelterSkelterForum,"['KRQE', 'HelterSkelterForum', 'ABC7', 'ABC7', 'HelterSkelterForum', 'HelterSkelterForum']",13
Henry Harold,"['SideNote', 'Monarchy Fan', 'Mr Prior History', 'Cosmos Greek Documentaries']",13
Henry Zee,"['Mankuane Makhafola', 'Jayneel Ramjee']",13
Henry-Jim Casulli,"['HinduCowGirl', 'marky marcus']",13
Herald Institute Media,"['Herald Institute Media', 'TLC']",13
Here Be Barr,"['Dawson Adventures', 'Yellow Productions', 'Mark Wiens', 'ActionKid']",13
Hernán Cornejo,"['SashaxxFierceBackup', 'BeyoncéVEVO']",13
Hester's Music Videos,"['lstudiopresents', 'Jaws-of Oz']",13
Hey Pilla!,"['Racha Gang', 'Mr Macha']",13
HiHo Kids,"['TheEllenShow', 'HiHo Kids', 'HiHo Kids', 'HiHo Kids', 'HiHo Kids', 'HiHo Kids', 'HiHo Kids', 'HiHo Kids', 'Troom Troom', 'HiHo Kids', 'Peppa Pig - Official Channel', 'Best of Peppa Pig', 'Official Pink Panther', 'HiHo Kids', 'HiHo Kids', 'Cut', 'Bon Appétit', 'ALEXACHUNG', 'HiHo Kids', 'HiHo Kids', 'HiHo Kids', 'HiHo Kids', 'Tasty', 'HiHo Kids']",13
HiMan,"['SUPER Мишка', 'Официальный канал КВН', 'Роман Алябьев', 'HiMan', 'SlivkiShow', 'Мишка Журавлев Кладоискатель']",13
Highlights Prod,"['EXE-Edits', 'thatsusingyourface']",13
Hillsdale College,"['HooverInstitution', 'Gordon Ramsay', 'TJ Singh', 'Townhall Media', 'The Heritage Foundation', 'The Heritage Foundation', 'ReaganFoundation', 'ReaganFoundation', 'Libertarianism.org', 'Hillsdale College', 'PBS NewsHour', 'The Heritage Foundation', 'Ayn Rand Institute', 'Hillsdale College', 'Hillsdale College', 'HooverInstitution', 'Hillsdale College', 'Hillsdale College', 'Hillsdale College', 'The Heritage Foundation', 'PenguinProseMedia', 'HooverInstitution', 'Hillsdale College', 'FOX 10 Phoenix', 'iqsquared', 'Harvard Law School', 'Hillsdale College', 'Hillsdale College', 'Hillsdale College', 'Hillsdale College', 'HooverInstitution', 'HooverInstitution', 'Hillsdale College', 'Hillsdale College', 'Hillsdale College', 'Dartmouth', 'Hillsdale College', 'Hillsdale College', 'America First', 'Hillsdale College']",13
Historia Civilis,"['Ashton Mante', 'Historia Civilis']",13
Historytube,"['SideNote', 'Questar Entertainment', 'Historytube', 'Elmore Court']",13
"Hochanda TV - The Home of Crafts, Hobbies and Arts","['Pink Poodle Crafts', ""Carmen Katharine's Wreaths""]",13
HolyLandSite,"['LastWeekTonight', 'Universe Code']",13
Home Remedies 4U,"['Eat & Fit', 'Dr. Stephen Sinatra']",13
HomeMade in Lviv,"['HomeMade in Lviv', '5-Minute Crafts']",13
HomeTeam History,"['Timeline - World History Documentaries', 'History Kitchen']",13
Homemade Projects,"['Creative Channel', 'HighTechLab']",13
Homemade Wanderlust,"['Homemade Wanderlust', 'Homemade Wanderlust']",13
Homesteading Off The Grid,"['Awesome!', 'Homesteading Off The Grid', 'gpdailycourier', 'Spot Of The Match']",13
Hoonigan Bonus,"['Hoonigan Project Cars', 'MotorTrend Channel']",13
HooplaKidzLab,"['Babyteeth More', 'Experiment at Home']",13
Hoopologic,"['Haydn Dunn', 'Nicki Swift']",13
Hoosier Tim's Travel Videos,"[""Hoosier Tim's Travel Videos"", 'Factnomenal']",13
HooverInstitution,"['LBC', 'HooverInstitution', 'USA TODAY', 'FRONTLINE PBS | Official', 'Mark Rober', 'Free To Choose Network', 'Free To Choose Network', 'Brain Bar', 'Real Engineering', 'Senator Ted Cruz', 'PBS NewsHour', 'Hillsdale College', 'Ayn Rand Institute', 'Real Time with Bill Maher', 'The Heritage Foundation', 'The Heritage Foundation', 'Hillsdale College', 'Hillsdale College', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'HooverInstitution', 'Hillsdale College', 'Institute for Advanced Study']",13
HopeSwe,"['Professor Cynic', 'True Crime & Mysteries']",13
Hora 23 Bolivisión,"['Hora 23 Bolivisión', 'El guru']",13
Hosam hamed,"['Blake Mitchellota', 'Black Screen Relaxation']",13
House Intelligence,"['MSNBC', 'Fox Business']",13
House of Highlights,"['Hugh Mikes', 'Sports Illustrated']",13
House8,"['Sylvan Secrets', ""Stoltzfus RV's & Marine""]",13
How Farms Work,"['How Farms Work', 'MN Millennial Farmer']",13
How Ridiculous,"['The King of Random', 'FliteTest']",13
How To Make Sushi,"['Mr.Boson', 'How To Make Sushi']",13
How To: Academy,"['VisualPolitik EN', 'GiTi Production', 'Alux.com', 'JRE Clips']",13
HowToBBQRight,"['HowToBBQRight', 'HowToBBQRight']",13
HowToDrillAWell,"['HowToDrillAWell', 'GarrettDetectors']",13
Howie Carr,"['Spot Of The Match', 'NBC News']",13
Howling Wind,"['Jason Stephenson - Sleep Meditation Music', 'Black Screen Ambient Sounds']",13
Huckabee,"['CNN', 'Huckabee', 'Johnny Carson', 'Team Coco', 'Huckabee', 'Huckabee', 'Michael Malice', 'JeanneRobertson']",13
HuffPost,"['SenatorDurbin', 'The Guardian']",13
HumanitiesDC,"['Merv GriffinShow', 'John Fitz']",13
Humo Maya,"['Rob Logan', 'Religion is Cancer']",13
Humphrey Appleby,"['Jacques Dutruo', 'Humphrey Appleby']",13
Hungary599,"['Dale Philip', 'Hungary599']",13
HurRicaneStyle14,"['Nebula Stars', 'Compilation Beast']",13
