parent_channel,child_channel,out_deg
WLWT,"['FOX 10 Phoenix', 'Paternity Court', 'Paternity Court', 'KTN News Kenya']",13
WMUR-TV,"['Late Night with Seth Meyers', 'Sam Harris', 'Michael McIntee', 'TheEllenShow']",13
WORLD.MINDS,"['TED', 'Maglor Valinor', 'TED', 'The Aspen Institute']",13
WOW DIY,"['WOW DIY', 'Do You Know ? - CRT']",13
WOWsoAmaze,"['Facts Verse', 'MadeMyDay']",13
WSN Media,"['TEDx Talks', 'Jess Catorc']",13
WUCF TV,"['PilotsEYE.tv', 'Artur Sarkisyan']",13
WVDOT,"['Reel Truth Science Documentaries', 'David Quam']",13
WWE,"['WWE', 'WrestlingNewsNow', 'WWE Mania', 'WWE']",13
WYFF News 4,"['The East Family', 'FlackeyR']",13
WaLter .NO,"['Gordon Ramsay', 'FaZe Rug']",13
Waddle's World,"['cleantones', 'Clip King']",13
WalamusPrime,"['Arizona Public Media', 'Ron Morroccoli']",13
Walang Preno TV,"[""America's Got Talent"", 'ATLETA TV', 'JHAYZONE TV', 'JHAYZONE TV']",13
Wall Street Insider,"['5-Minute Crafts', 'TradingCoachUK', 'Wall Street Insider', 'Wall Street Insider']",13
Wall Street Journal,"['IGN', 'CNBC', 'Wall Street Journal', 'Wall Street Journal', 'WIRED UK', 'ABC News', 'Wall Street Journal', 'Senator Menendez', 'X Factor Global', 'Invisible People', 'The Obama White House', 'Wall Street Journal', 'BBC', 'ABC News', 'Wall Street Journal', 'Wall Street Journal', 'CNBC', 'Wall Street Journal', 'CBS Sunday Morning', 'Business Insider', 'Wall Street Journal', 'CCTV English', 'Bloomberg Markets and Finance', 'The Verge', 'Apple', 'The Late Show with Stephen Colbert', 'ABC News (Australia)', 'Chasing News']",13
Wall Street Mozart,"['American Museum of Natural History', 'American Museum of Natural History']",13
WallStForMainSt,"['Brain Bar', 'Real Vision Finance']",13
Walt Dixsone,"['snookeram', 'FaDa Vlogs']",13
Wanderlust,"['Wanderlust', 'The Randy & Christa Show']",13
Warthog Defense,"['Spot Of The Match', 'Infinite Defence']",13
Washington Post,"['PBS NewsHour', 'Jimmy Kimmel Live', 'CBS News', 'MSNBC', 'MSNBC', 'South China Morning Post', 'C-SPAN', 'Washington Post', 'ABC News', 'Real Engineering', 'CNN', 'The Late Show with Stephen Colbert', 'CBC News: The National', 'The Late Show with Stephen Colbert', 'SenatorJonTester', 'Washington Post', 'ABC News', 'NBC News', 'BBC Newsnight', 'MLive', 'ABC News', 'SmarterEveryDay', 'C-SPAN', 'SABC Digital News']",13
Washington Watch,"['TheDC Shorts', 'C-SPAN']",13
Washington Week,"['Chelsea', 'Washington Week', 'Russell Wilson', 'Washington Week']",13
Washington and Lee University,"['iqsquared', 'GettysburgNPS']",13
Watch What Happens Live with Andy Cohen,"['Bravo', 'Đức Huy Studio']",13
WatchChannel,"['WatchChannel', 'BD YOUTUBE STUDIO']",13
WatchMojo.com,"[""Dragons' Den"", 'TAOFLEDERMAUS', 'CNA', 'ClarkCountyNV', 'Fanny Kiefer', 'This Morning', 'This Morning', 'Barry Lewis']",13
WatchMojoUK,"['WatchMojoUK', 'WatchMojo.com', 'WatchMojo.com', 'WatchMojoUK']",13
WatchZozo,"['Awesome!', 'Global News']",13
Watchjojo Animals,"['China Diorama', 'Discovery']",13
Watchjojo MDS,"['Billy Wells', 'What The Hales']",13
Waterstones,"['iqsquared', 'British GQ']",13
Way2News Telugu Official,"['Telugu Tonic', 'Trend Setter']",13
Wayne W,"['ball20ball20', 'Anssi Purola']",13
WayoshiM,"['KORA SAUVAGE', 'TPiJ290']",13
We Are Fans Channel,"['Questar Entertainment', 'Who Do You Think You Are?']",13
We Love Facts,"['Aviation World', 'Wendover Productions']",13
We Need to Talk with Kris Godinez,"['LBC', 'BBC News', 'BBC News', 'We Need to Talk with Kris Godinez']",13
Weapons Of The World,"['Interesting Facts', 'Megalithic Marvels', 'Armed Forces Zone', 'BE AMAZED']",13
Web Summit,"['Thoughty2', 'Conscious Pictures']",13
Wei-Chieh Fang,"['xracier numbernine', 'Susan West']",13
Welding and stuff,"[""America's Got Talent"", 'ReaganFoundation']",13
Welker Farms Inc,"['Welker Farms Inc', 'GR Lewandowscy']",13
Wellesley College Russian Department,"['AmherstCollege', 'iqsquared']",13
Weltspiegel,"['Onefootball Deutschland', 'YouTube Movies']",13
Wendover Productions,"['Dale Philip', 'Wendover Productions', 'Wendover Productions', 'SideNote', 'World Top ONE', 'Touch Your Heart', 'Wendover Productions', 'Wendover Productions', 'Wendover Productions', '5-Minute Crafts', 'Wendover Productions', 'Casual Navigation', 'Nordika Steffi Spotting', 'The B1M']",13
WesleyAPEX,"['DaWindy Reels', 'WesleyAPEX', 'New England Dashcam', 'WesleyAPEX']",13
What I've Learned,"[""What I've Learned"", '워크맨-Workman']",13
What The Hales,"['What The Hales', 'What The Hales', 'Locker Nuts', 'What The Hales', 'What The Hales', 'robocurran in havasu', 'Treasure Hunting With Jebus', 'Madde Bey']",13
What Would You Do?,"['Formula DRIFT', 'FaZe Rug', 'What Would You Do?', 'Beardbrand', 'whatwouldyoudo', 'What Would You Do?']",13
What would your kid do? Fan Page,"['Funny Avenue', 'What would your kid do? Fan Page', ""Britain's Got Talent"", 'What would your kid do? Fan Page', 'Guava Juice', 'What would your kid do? Fan Page', 'My Story', 'Omar Gen']",13
WheelerCentre,"['jaime andrade', 'Atlantic Speaker Bureau']",13
Whiskey Politics with Dave Sussman,"['FOX 10 Phoenix', 'Football kariZma']",13
White Heart,"['X Factor Cambodia', 'Bridget Bosch']",13
White October Events,"['AIAA', 'White October Events', 'Confreaks', 'Analog Insights']",13
Who Do You Think You Are?,"['BBC HARDtalk', 'BBC HARDtalk', 'This Morning', 'Who Do You Think You Are?', 'Who Do You Think You Are?', 'Sky News']",13
Who wins?,"['Nobody Touches Jordan', 'First Things First: Cris Carter and Nick Wright']",13
Who's Next?,"['Russell Wilson', 'Stas', 'First Take', ""Who's Next?""]",13
Whoopi Goldberg,"['Madde Bey', 'İlfere Ordula']",13
Wicklow Street,"['Royal Oak Church', 'More Salt Please']",13
Wild Smile,"['The Daily Show with Trevor Noah', 'H3 Podcast Highlights']",13
Will Wild's Outdoor Adventures,"['howtohunt.com', 'Homemade Wanderlust']",13
William Davis,"['Don Giller', 'Richard Rios']",13
Wimbledon,"['Madde Bey', 'Tennis Advocate']",13
Windeck - en français,"['yellitv', 'Windeck - en français']",13
Windies Cricket,"['Cesar Muroya', 'ritesh gad']",13
Windy City LIVE,"['Late Night with Seth Meyers', 'WGBH News']",13
WireleesWorld,"['Andy Jame', 'Ralph Diamond']",13
WiseTemple LA,"['ABC News (Australia)', 'PewDiePie']",13
Wonder Motorcycles,"['Wonder Motorcycles', 'Wonder Motorcycles', 'Slawko K', 'OldChuckie', 'Restoration 2019', 'Yammie Noob']",13
WonderWaageRadio,"['Marc Swayne', 'mistervincenoir']",13
Woodworking Tools,"['Iron & Oak Sawmill', 'TreeCycled']",13
Word of God TV,"['Alfred Street Baptist Church', 'Lakewood Church']",13
WordToTheWise,"['Think Club', 'The Outcome']",13
Working Journalist Press,"['BBC News', 'CNBC']",13
WorkpointOfficial,"['WorkpointOfficial', 'WorkpointOfficial']",13
World According To Briggs,"['Wolters World', 'In the Loop', 'World According To Briggs', 'Nick Johnson']",13
World Affairs,"['60 Minutes Australia', 'The Late Show with Stephen Colbert', 'Brookings Institution', 'Politics and Prose', 'FRESH Speakers', 'Asia Society']",13
World Archery,"['World Archery', 'World Archery']",13
World Evolution,"['Fearless Soul', 'Mindvalley Talks']",13
World Government Summit,"['The New Yorker', 'TED']",13
World List,"['Secret Truths', 'DTTV Studios', 'RealLifeLore', 'Duo Fish', 'THE MAGNUM', 'World List']",13
World Poker Tour,"['LetsGiveItASpin - Casino Streamer', 'ChipmunkTransitionDV']",13
World Science Festival,"['BuzzFeedVideo', 'Graves Gatekeeper', 'AJ+', '92Y Plus']",13
World Top ONE,"['Jelly', 'Secret Truths']",13
World Unearthed,"['Largest Dams', 'megatubeuser8000']",13
Worldaviation 4K,"['PilotsEYE.tv', 'Aviation World', 'ANHVGTA', 'X Pilot', 'Worldaviation 4K', 'FlyMeToday.ca']",13
Worlds Biggest,"['DARKUMENTARY', 'Worlds Biggest', 'Facts Verse', 'PewDiePie']",13
Worlds Fastest Shingler,"['This Old House', '724Ripper']",13
WoundedKnee1890,"['Yesterday Today', 'uooah']",13
Wowowin,"['Wowowin', 'Wowowin']",13
X Factor Global,"['FactoFusion', 'Madde Bey', ""Magician's Got Talent"", 'MR KANCER']",13
X Pilot,"['Allec Joshua Ibay', 'stefan']",13
XEMTV,"['99 Tik Tok', '99 Tik Tok', 'XEMTV', 'KÊNH XỔ SỐ', 'XEMTV', 'İNANILMAZ VİDEOLAR']",13
Xtanislava,"['Spot Of The Match', 'KING 5']",13
Xtreme Scratchers,"[""Jonius Gato's Lotto Scratchin'"", 'Carolina Jackpot']",13
Xìn Ri Official,"['VieBuzz', 'VIỆT _ HÀN TV']",13
Y Combinator,"['Bloomberg Markets and Finance', 'Y Combinator', 'Y Combinator', 'Y Combinator', 'SaaStr', 'SCET Berkeley', 'SCET Berkeley', 'Greylock Partners']",13
YAFTV,"['The Sun', 'Fox Business', 'CNN', '圧倒的不審者の極み!', 'BBC', 'YAFTV']",13
YOUTH GENE,"['Megalithic Marvels', 'YOUTH GENE', 'Top 10 Beyond The Screen', 'TheRichest']",13
YTN NEWS,"['MBCNEWS', 'YTN NEWS', 'JTBC News', 'YTN NEWS', '엠빅뉴스', 'SBS 뉴스', 'SBSCNBC뉴스', '바이스톰 코리아']",13
Yahoo,"['MSNBC', 'The Late Show with Stephen Colbert']",13
Yahoo Finance,"['Yahoo Finance', 'Yahoo Finance', 'Yahoo Finance', 'Yahoo Finance', 'DW Documentary', 'IGN']",13
Yammie Noob,"['VINwiki', 'Yammie Noob']",13
YankeeDiver,"['Joe Dorr', 'Wranglerstar']",13
Yellow Duck Official,"['Extreme Trends', 'Troom Troom SELECT', 'Yellow Duck Official', 'Facts Verse']",13
Yellow Productions,"['Spot Of The Match', 'Dawson Adventures', 'Dawson Adventures', 'Yellow Productions']",13
YesFunnyYes,"['ComedyHeaven', 'Zak Agha']",13
Yesterday Today,"['Touch Your Heart', 'Docs&stuff', 'Docs&stuff', 'Yesterday Today', 'Vintage Today', 'BossaNova Life']",13
Yimnoi yimyai,"['DJ Poom', 'WorkpointOfficial']",13
Yogscast Live,"['Anders Jacobsson', 'Yogscast Live']",13
Yophop123,"['Yophop123', 'Big Brother Remix']",13
You Should Know ?,"['Awesome!', 'Did You Know ?', 'Ron Pratt', 'USMiner', 'USMiner', 'The Filmy', 'Interesting Facts', 'Antiques Roadshow PBS']",13
YouAreCreators,"['Better Mind Better Life', 'Greenred Productions - Relaxing Music']",13
Your Discovery Science,"['biointeractive', 'Science For the Win']",13
Your New Boat LLC,"['Your New Boat LLC', 'G M']",13
Yourges Werhor,"['Yourges Werhor', 'Andy Jame']",13
Youth Aflame Winners Chapel International Maryland,"['Kevas Music', 'AcapellaTV']",13
Yuvashri musix,"['MSK இசை வசந்தம்', 'Mev HD Audio']",13
ZDF wiso,"['ZDF wiso', 'ZDF wiso', 'FOCUS TV Reportage', 'M. Molli', 'ZDF', 'Schweizer Radio und Fernsehen']",13
ZEITreise,"['Hullspeed', 'Best Documentary']",13
ZOE Church Los Angeles,"['Spot Of The Match', 'Football kariZma', 'ZOE Church Los Angeles', 'New Beginnings']",13
Zabar10 Shows,"['Public News', 'Dunya News']",13
Zah Ra,"['lexandr576', 'Fair Play Dance Camp OFFICIAL']",13
Zak Agha,"['Zero Brand', ""It's Navishka""]",13
Zee Zee Top,"['chris lentz', 'Grunge']",13
Zehadi Alam,"['TVO', 'Wall Street Mozart']",13
ZeitgeistMinds,"['The Sun', 'SOH Talks & Ideas', 'Pyjama Princess', 'Guardian Supporters']",13
Zeke62 Nostalgia,"['For Better or Worse 2019 FULL EPISODES', 'Carrie Heffernan']",13
ZenLifeRelax,"['Lounge Music', 'ZenLifeRelax']",13
Zero Brand,"[""It's Navishka"", 'P 4 Pakao']",13
Zhongguo Wu Xue,"['Bronze Goblet', 'NIBB AUHH']",13
Zohar StarGate Ancient Discoveries,"['60 Minutes Australia', 'Brain Bar', ""It's Okay To Be Smart"", 'HISTORY', 'Visit Peru', 'SB Nation']",13
Zoomin Local Heroes,"['Spot Of The Match', 'Radio Free Europe/Radio Liberty']",13
Zsolt Szekretár,"['Zsolt Szekretár', 'Zsolt Szekretár', 'Zsolt Szekretár', 'Zsolt Szekretár']",13
Zvon,"['NextDayBetter', 'The Media Factory']",13
a&j Channel,"['MLB', 'GMA Network']",13
aavichai,"['Johnny Miller', 'Santa Barbara Forever']",13
abcqanda,"['abcqanda', 'The Late Late Show']",13
abusinbel2009,"['Dale Philip', 'intmensorg.com']",13
ac2332,"['ShaqArchive', 'alexmj basketball']",13
acousticjulie,"['acousticjulie', 'acousticjulie']",13
africanews,"['TED-Ed', 'WindTamerTurbines']",13
agadmator's Chess Channel,"[""agadmator's Chess Channel"", 'GM CHESS LESSONS']",13
aircraftrecognition,"['SideNote', 'aircraftrecognition']",13
ajlevante,"['ShaBro', 'Florin Martinez']",13
almurray,"['almurray', 'Stelios Stylianou', 'gan9e', 'Alex Cooper']",13
americancasinoguide,"['Brian Christopher Slots', 'TheBigPayback - Slot Machine Videos']",13
angelsinheavenspiritualguide Tarot,"['Luminous Moochie', 'Tarot of Light']",13
anglovirtual,"['zwirnie2000', 'anglovirtual', 'anglovirtual', 'anglovirtual', 'anglovirtual', 'anglovirtual', 'Graham Norton Videos', 'el brujo']",13
anisotropicplus,"['IGN', 'Imperial College London']",13
annas890,"['ABC COMEDY', 'World Science Festival']",13
arenateam,"['RingSight91', 'Ruby Mac']",13
arul s,"['BreakingNormalProd', 'Emmanuel Meyer']",13
atlanticphil,"['VICE News', 'What Would You Do?']",13
atomiswave1971,"['senderOP5', 'World Transport Viewing']",13
autobahn trainer,"['CK Wraps', 'Ultratint Southport']",13
autoracing1com,"['Chain Bear F1', 'Nico Rosberg']",13
av8rbaer,"['475thfightergroup', 'Robin Takolander']",13
aviator98,"['spainspeaks', 'aviator98']",13
azcentral.com and The Arizona Republic,"['CGTN America', 'Fox News']",13
badazzmofo,"['badazzmofo', 'Grasshopper']",13
batrachious,"['AmericanRhetoric.com', 'thefrockdoctrine']",13
ben02421,"['What would your kid do? Fan Page', 'Channel 4']",13
benjaminMUFC85,"['wuhbvwebv', 'Callan Taverner']",13
bestoffroad,"['MLC Rider', 'bestoffroad']",13
betterbooktv,"['QMSMooTube', 'SIMON廚房']",13
bigclivedotcom,"[""Mr Carlson's Lab"", 'Solid State Workshop']",13
bigellenfan1,"['Wei-Chieh Fang', 'bigellenfan1', 'Susan West', 'SHAWSTRENGTH']",13
billy joe denny,"['BLACKIE THOMAS', 'Total Fisherman']",13
billyonthestreettv,"['billyonthestreettv', 'Channel JERRY']",13
biointeractive,"['ABC News', 'Science For the Win']",13
bnbalenda,"['Vox', 'Welztop TV']",13
bnsgokugreat,"['Top Trending', 'Overcast']",13
bobnutish,"['Cindy572908', 'Laurent Sola']",13
bobsurgranny,"['EAA', 'Infrastructure & Process Solutions']",13
bountyhunter94,"['A&E', 'Caught In Providence']",13
britishtvlover,"['Candid Camera Classics', 'britishtvlover']",13
brookieffbaby,"['brookieffbaby', 'brookieffbaby', 'brookieffbaby', 'brookieffbaby', 'brookieffbaby', 'brookieffbaby', 'brookieffbaby', 'brookieffbaby', 'brookieffbaby', 'brookieffbaby']",13
bushcraftbartons,"['bushcraftbartons', 'bushcraftbartons']",13
calvarysgmedia,"['The Veritas Forum', 'Saddleback Church']",13
carl easton,"['Javier Rullan Ruano', 'Discovery']",13
carldpatterson,"['Chillmax', 'Loose Women']",13
carwow,"['Doug DeMuro', 'Samcrac']",13
cbnarmy 9004,"['Myra Media', 'Happy Health']",13
cgoroo,"['Saturday Night Live', 'cgoroo']",13
cheerla sagar,"['Mouse Reject', 'cheerla sagar']",13
cocksandballs123,"['J.D. Funari', 'NoNiCKN4ME']",13
consciousjoy,"['Soulvana', 'Mystic Observer']",13
conservative man,"['Gordon Ramsay', 'VisualPolitik EN', 'conservative man', 'conservative man']",13
conwaystone,"['Ness Media', 'xracier numbernine']",13
copacelcelmare,"['High Stakes Poker', 'Poker Central']",13
cpac,"['HooverInstitution', 'OxfordUnion', 'Steve Lehto', '60 Minutes Australia', 'cpac', 'Welker Farms Inc']",13
creditqueen1,"['Flyy Credit Solutions', 'scoremore1']",13
cunytv75,"['Simon Sinek', 'Nasdaq']",13
curmudgeon66,"['vivien engelse', 'PMNC']",13
dan,"['Aleida Bowlby', 'PorcelainsFury']",13
darkchia00,"['Olle Nordell', 'prozoneuk']",13
davytriumph,"['antadal robert', 'Alux.com']",13
daweedaqua,"['HHMHaileSelassie', 'Cirilica TV HAPPY']",13
dbate,"['CBS News', 'X Factor Global']",13
deanmasonone,"['Rounding Third', '풋온사']",13
deermeatfordinner,"['deermeatfordinner', 'MARIE GMAIL', 'Dyan Blue', 'Louis Wade']",13
delpetra,"['Racquet TV', 'TOP TV']",13
denniskite,"['Car News TV', 'ekauff']",13
deziking,"['NJGCA', 'HLN']",13
dfaskbjadfslbjadfsjk,"['MangoVisionHD', 'Flowers Comedy']",13
djorbitek,"['American Heroes Channel', 'FNSS Savunma Sistemleri']",13
djvlad,"['Ganga Maiya', 'خليجية', 'THE HERD 2019 PODCAST', 'djvlad', 'djvlad', 'REVOLT TV', 'djvlad', 'djvlad', 'djvlad', 'djvlad', 'djvlad', 'djvlad', 'No Jumper', 'djvlad', 'djvlad', 'SHOWTIME Sports', 'djvlad', 'djvlad', 'djvlad', 'djvlad', 'djvlad', 'NextShark', 'djvlad', 'IAMTALLBOY', 'djvlad', 'djvlad', 'Chronicle Speaks', 'djvlad', 'Nylah Says', 'djvlad', 'djvlad', 'The Angie Martinez Show', 'Forbes', 'Rick and Sasha']",13
doctrDave,"['iStateOfMind3', 'MrScottt65']",13
documentaryondemand,"['Science For the Win', 'Amazing Stock']",13
drjoedispenza,"['Kent Pelz', 'Be Inspired']",13
drugswar1,"['Deborah Small', 'Sparta Fearon']",13
dulevoz,"['Tedla Bayou', 'A44488']",13
dzvero007,"['XR21', 'GTOger']",13
e a,"['Plane Hound', 'PilotsEYE.tv']",13
eCelebrityFacts,"['Billy Wells', 'Stuart Gorsky']",13
eNCA,"['eNCA', 'Eyewitness News', 'Eyewitness News', 'OxfordUnion', 'BBC News Africa', 'SABC Digital News']",13
eSPeeScotty,"['Bostonpowercat', 'ADVideofilm']",13
eSysman,"['TradingCoachUK', 'naunksa1']",13
earl6021,"['earl6021', '243sd']",13
earthengine,"['GERARD SCHMIDT', 'pero34567']",13
edbookfest,"['NEWS USA', 'EFN']",13
editinking,"['TheMontageKing MMA', ""Rummy's Corner""]",13
ekauff,"['Bostonpowercat', 'WWPTV']",13
el brujo,"['American TV', 'TheScreeny', 'Flicks And The City', 'Dmitry Zakharov']",13
eldiarioes,"['Gãy TV', 'eldiarioes']",13
electronicinfection,"['Deutscher Bundestag', 'electronicinfection', 'Galileo', 'Terra X Natur & Geschichte']",13
electronicsNmore,"['Magnet Motor News', 'Imperial College London']",13
entertainment channel,"['Top10 Files', 'stanfolo44']",13
errin manliclic,"['errin manliclic', 'errin manliclic', 'naka koji', 'naka koji', 'naka koji', 'Susan Johnson', 'G.G HOLIC', 'kundxed', 'naka koji', 'errin manliclic', 'naka koji', 'Offical Offical', 'Offical Offical', 'Andy Jame', 'errin manliclic', 'naka koji']",13
espreso.rs,"['susi Kid', 'N1']",13
etvteluguindia,"['V6 News Telugu', 'Sakshi TV', 'Silly Monks Tollywood', 'Natural FILM club']",13
eufhaye,"['Caleb Wiles', 'Lauris Kasiakas', 'Ahdy', 'Ahdy', 'TEDx Talks', 'eufhaye']",13
euronews (in English),"['euronews (in English)', 'The Telegraph', 'Hannity', 'Sky News', 'euronews (in English)', 'The New York Times']",13
expertvillage,"['Brilliant News', ""Amanda's Designs""]",13
extra 3,"['extra 3', 'The Late Show with Stephen Colbert', 'extra 3', 'Marvininini', 'extra 3', 'Deutscher Bundestag', 'Deutscher Bundestag', 'extra 3', 'Marvininini', 'extra 3', 'Achtung Kontrolle', 'extra 3', 'extra 3', 'ARD', 'extra 3', 'extra 3', 'Marvininini', 'ARD', 'ZDF', 'extra 3', 'GRIP - Das Motormagazin', 'extra 3', 'Abenteuer Leben', 'extra 3', 'SPORT1', 'Kölner Stadt-Anzeiger']",13
extratv,"['Entertainment Tonight', 'Bachelor Nation']",13
faithcommunitytv,"['Ana-Maria Frintu', 'KingCraft']",13
flammable2002,"['Prashanth Reddy', 'zombieofgod']",13
flansam01,"['gregsmithsr', 'MrRonny411']",13
flapjack2007,"['earl6021', 'MaTeOWaNnA ReMaStErZeR of LoLs']",13
flayzer 4,"['MSNBC', 'CNN', 'flayzer 4', 'PBS NewsHour', 'PBS NewsHour', 'CNN']",13
fractious9112,"['Madde Bey', 'Don Squirts']",13
furubitaomamori,"['Manolo Gamboa', 'Akira Jackson']",13
gan9e,"['WILTY? Nope!', 'ArseRaptor']",13
gbr492,"['gbr492', 'gbr492', 'gbr492', 'Jodi Venner', 'Grindhouse143', 'Writers Guild Foundation']",13
gc,"['Solde Entertainment', 'Azadi Voice Agency_AVA']",13
ginourcia,"['Paul Anderson', 'Black OGJesus']",13
goatsandglorytv,"['Saturday Night Live', 'Don Giller']",13
goingundergroundRT,"['ZeitgeistMinds', 'BBC News']",13
gpdailycourier,"['Animal Planet', 'gpdailycourier']",13
gregsmithsr,"['gregsmithsr', 'American Film Institute', 'Damian Mathijsen', 'Bart Boatwright']",13
gtasoul,"['Our Mysterious World', 'theo harpik']",13
happy Lin,"['乡村小刚', '李雪']",13
hazards and catastrophes,"['Graves Gatekeeper', 'The Universe']",13
hburger5,"['AJ Foss', 'FamilyFeud']",13
hein hubu,"['VIDEOHOLIC', 'Epic History TV']",13
hmoogle,"['Antonio FergusonFan', 'TVsCraigFerguson2']",13
holyshnikies9,"['Rounding Third', 'PsimoesWeb Comedy']",13
hookings o,"['圧倒的不審者の極み!', 'MovieAwardsAll']",13
howtohunt.com,"['howtohunt.com', 'Sasquatch Ontario', 'Leatherwoodoutdoors2', 'howtohunt.com']",13
hrfernsehen,"['World Top ONE', 'PilotsEYE.tv', 'hrfernsehen', 'hrfernsehen']",13
hrosemd,"['Ken Adair', 'PeriscopeFilm']",13
hyunjoon kim,"['BD YOUTUBE STUDIO', 'Marco Bianco']",13
i24NEWS English,"['LBC', 'Fox News Insider']",13
iDream News,"['NTV Telugu', 'etvteluguindia', 'iDream News', 'iDream News']",13
icepick141,"['carldpatterson', 'Garry W']",13
illusive 0ne,"['illusive 0ne', 'airailimages']",13
improvftw,"['improvftw', 'improvftw']",13
in4snet,"['in4snet', 'in4snet', 'in4snet', 'in4snet', 'BALKAN INFO - Zvanični kanal', 'Al Jazeera Balkans', 'International Criminal Tribunal for the former Yugoslavia (ICTY)', 'СРБИН.инфо']",13
india cognito,"['Documentaries Only Please', 'Out Of The Fiery Furnace']",13
insiderexclusive,"['FilmRise True Crime', ""De'arra & Ken 4 Life""]",13
intmensorg,"['DCODE by Discovery', 'Technigeek']",13
intmensorg.com,"['aviator98', 'spainspeaks']",13
inventRightTV,"['inventRightTV', 'The 700 Club']",13
iqsquared,"['LBC', 'LBC', 'BBC News', 'HooverInstitution', 'Trevor Noah', 'BBC News', 'Free To Choose Network', 'iqsquared', 'How To: Academy', 'iqsquared', 'Ayn Rand Institute', 'Ayn Rand Institute', 'Channel 4 News', 'Sky News', 'someoddstuff', 'TheHitchensArchive', 'Channel 4 News', 'The New York Times', 'iqsquared', 'Al Jazeera English', 'Democracy At Work', 'VICE News', 'Al Jazeera English', '92nd Street Y']",13
jaderoo2,"['jaderoo2', 'polarissail']",13
jaglavaksoldier,"['TheIHMC', 'Aviation Videos & Wildlife FULL HD']",13
jaime andrade,"['Fox News', 'Fox News', 'jaime andrade', 'jaime andrade', 'tick us', 'tick us', 'FOX 10 Phoenix', 'Late Night with Seth Meyers', 'Fox Business', 'jaime andrade', 'Maybach Exelero', 'CBS News', 'Jesse Watters Fox', 'FOX 10 Phoenix', 'FOX 10 Phoenix', 'CNN', 'Fox Business', 'CNN', 'Fox News', 'TEDx Talks', 'Maybach Exelero', 'Fox News', 'Fox News', 'Fox News', 'The View', 'Fox Business', 'CNN', ""America's Got Talent"", 'Maybach Exelero', 'jaime andrade', 'jaime andrade', 'SABC Digital News', 'Jabs Family', 'Fox News', 'Thanthi TV', 'CGTN Africa', 'ABC News', 'Hannity', 'Hannity', 'Skip and Shannon: UNDISPUTED', 'The Rich Eisen Show', 'jaime andrade', 'Maybach Exelero', 'topflyman', 'Ruptly', 'Gökhan Official', 'Epic Gamer', 'tick us']",13
javi benitez,"['eufhaye', 'TED']",13
jazzcyclist,"['Hoops Movement', 'IAAF Athletics']",13
jeffsabu,"['Offical Offical', 'Offical Offical']",13
jemi1210,"['Captain Boeing', 'Mraviationguy']",13
jeremyravenclaw,"['gotsome2015', 'American Film Institute']",13
jimgaffigan,"['Best Mentalism', 'Team Coco', 'jimgaffigan', 'Cody Anderson']",13
jimmy kwan23mvp,"['NBA Max', 'BBALL NEWS FEED']",13
joeingram1,"['FuryTV', 'Black Cash Poker']",13
joekilgobinet,"['alanmeires', 'power panda']",13
jojo1233477,"['Bill Engvall', 'Chris Simpson']",13
journalist sai,"['Journalistsai 2.0', 'Prime9 News']",13
jstan022,"['475thfightergroup', 'WildCardPro']",13
justdestiny,"['Đan Linh', 'justdestiny', 'Viral For Miles', 'karina goad']",13
jxsshol,"['Mark Rober', 'Fatt Boi.exe']",13
kaYouTubero,"['kaYouTubero', 'TGI Sunday', 'Pretty Mary', 'PLTCOL BONIFACIO L BOSITA, RSAP']",13
kabel eins Doku,"['Galileo', 'Akte']",13
kaganvideo,"['TED', 'Stanford Graduate School of Business']",13
karina goad,"['Paternity Court', 'karina goad', 'karina goad', 'karina goad', 'Madde Bey', 'errin manliclic', 'errin manliclic', 'Andy Jame', 'mlucci96', 'Mai Trình']",13
katemiddletons.com,"['The Royal Family', 'WTVR CBS 6']",13
kawika singson,"['Mofeed Muhanna', 'Mr. machine']",13
kessbentv,"['NBC News', 'Alux.com', 'topflyman', 'kessbentv']",13
kev mc,"['60 Minutes Australia', 'Jessie Karangu']",13
kimsey0000,"['VICE News', 'LOCAL 12']",13
kla dkad,"['Anime JP', '欢乐大本营']",13
knold20,"['Ketan Bhansali', 'smule']",13
krzysztof223,"['James Charles', 'TheMilitaryConceptChannel']",13
ktrypy1111,"['Dr. Phil', 'MedCircle']",13
kujto al,"['kujto al', 'kujto al']",13
kxan,"['MLC Rider', 'NJGCA']",13
kyssavsolen,"['UK To The World', 'WILTY? Nope!']",13
kênh vượng,"['Fox News', 'MSNBC', 'CBC News', 'BBC Newsnight']",13
laborvideo,"['wwwMOXNEWScom', 'POWER MEDIA NETWORK']",13
lhghvideo,"['Oscars', 'The Obama White House']",13
list25,"['list25', 'TheRichest', 'TheRichest', 'Mental Floss', 'The Royal Institution', 'The Action Lab', 'Kenji Yagi', 'list25']",13
"louis ck 2016,","['Ex0dus111', 'Red Sky']",13
lucaas,"['MT Aviation', 'Gadgets Infinity']",13
maerkas toiloas,"['✿ Kids Diana Show', 'Mister Bean Number One Fan in HD - Full Episodes']",13
mag6333,"['dinadangdong', ""Emma's Fishing""]",13
magnetic77,"['Steve Wraith', 'Mario Fahrnen']",13
mallemalatv,"['V6 News Telugu', 'ETV Jabardasth', 'ETV Jabardasth', 'ETV Jabardasth', 'NTV Entertainment', 'TV9 Entertainment']",13
